"srch_id","year","month","weekofyear","time","site_id","visitor_location_country_id","srch_destination_id","srch_length_of_stay","srch_booking_window","srch_adults_count","srch_children_count","srch_room_count","srch_saturday_night_bool","random_bool"
"'208776'","'2013'","'06'","'26'","'12'","'5'","'219'","'20319'",5,19,2,1,1,0,0
"'452635'","'2013'","'02'","'7'","'10'","'5'","'219'","'7029'",1,30,3,0,1,1,0
"'378283'","'2013'","'01'","'3'","'5'","'5'","'219'","'23313'",1,46,2,0,1,0,0
"'525319'","'2012'","'11'","'48'","'7'","'5'","'219'","'9179'",3,29,2,0,1,0,0
"'369391'","'2013'","'03'","'11'","'8'","'5'","'219'","'20551'",3,15,2,2,1,1,0
"'192397'","'2013'","'06'","'25'","'12'","'5'","'219'","'13870'",3,73,1,0,1,1,0
"'305139'","'2013'","'01'","'5'","'3'","'5'","'219'","'25556'",3,17,2,0,1,1,0
"'55303'","'2013'","'02'","'7'","'5'","'5'","'219'","'9402'",2,29,2,0,2,1,0
"'181774'","'2013'","'02'","'6'","'10'","'5'","'219'","'15648'",1,1,2,0,1,1,0
"'605905'","'2013'","'01'","'3'","'8'","'5'","'219'","'3979'",1,16,1,0,1,1,0
"'247548'","'2013'","'02'","'6'","'7'","'5'","'219'","'23768'",1,2,2,0,1,1,0
"'219544'","'2013'","'06'","'26'","'9'","'5'","'219'","'22121'",1,8,2,0,1,0,1
"'383261'","'2013'","'04'","'14'","'10'","'5'","'219'","'12410'",3,39,2,0,1,1,0
"'246302'","'2013'","'05'","'19'","'11'","'5'","'219'","'27739'",3,4,1,0,3,0,0
"'527333'","'2013'","'03'","'10'","'10'","'5'","'219'","'27137'",3,64,2,0,1,1,1
"'588011'","'2013'","'06'","'25'","'6'","'14'","'100'","'1996'",2,36,2,0,1,0,0
"'71284'","'2013'","'06'","'25'","'4'","'5'","'219'","'21807'",1,95,4,0,1,0,1
"'488784'","'2013'","'05'","'22'","'10'","'5'","'219'","'10358'",2,8,2,0,1,1,0
"'74031'","'2013'","'02'","'8'","'7'","'5'","'219'","'13202'",3,4,1,0,1,0,0
"'167822'","'2012'","'11'","'46'","'6'","'5'","'219'","'13870'",1,54,4,0,1,1,1
"'359882'","'2013'","'01'","'4'","'7'","'5'","'219'","'8192'",2,261,6,0,3,0,0
"'450930'","'2013'","'04'","'15'","'4'","'14'","'100'","'19215'",1,5,1,0,1,0,0
"'169500'","'2013'","'05'","'20'","'7'","'5'","'129'","'26566'",1,16,1,2,1,1,0
"'170741'","'2012'","'12'","'51'","'7'","'5'","'23'","'3073'",7,16,3,0,2,0,1
"'268679'","'2012'","'12'","'52'","'10'","'5'","'219'","'14907'",1,23,2,0,1,1,0
"'259200'","'2012'","'12'","'52'","'6'","'5'","'219'","'8347'",1,3,2,2,1,1,0
"'323470'","'2012'","'12'","'51'","'9'","'5'","'41'","'9402'",3,40,2,2,1,0,0
"'370653'","'2013'","'04'","'17'","'8'","'5'","'219'","'11537'",2,21,3,0,1,1,0
"'599880'","'2012'","'11'","'47'","'4'","'5'","'219'","'11667'",1,0,2,0,1,1,0
"'115925'","'2012'","'12'","'51'","'1'","'14'","'100'","'1996'",1,0,1,0,1,0,1
"'220650'","'2013'","'02'","'8'","'2'","'5'","'219'","'22136'",1,2,2,1,1,1,0
"'509706'","'2013'","'06'","'22'","'8'","'5'","'219'","'7806'",3,28,2,0,1,1,0
"'282671'","'2012'","'12'","'48'","'8'","'5'","'219'","'25479'",5,1,2,0,1,0,1
"'124497'","'2013'","'02'","'6'","'5'","'5'","'219'","'3694'",5,15,2,0,1,0,1
"'392843'","'2012'","'12'","'51'","'9'","'5'","'219'","'19779'",5,9,2,0,1,0,0
"'269449'","'2012'","'11'","'47'","'6'","'5'","'219'","'2294'",1,15,2,0,1,0,0
"'595690'","'2013'","'05'","'20'","'8'","'5'","'219'","'13870'",2,0,2,0,1,0,1
"'416425'","'2013'","'06'","'26'","'1'","'5'","'219'","'14506'",2,0,1,0,1,1,0
"'656440'","'2012'","'12'","'50'","'9'","'5'","'219'","'15171'",1,21,2,0,1,0,0
"'536071'","'2012'","'11'","'47'","'6'","'5'","'219'","'9402'",3,1,2,2,1,0,0
"'324924'","'2012'","'12'","'49'","'6'","'5'","'219'","'26609'",1,24,2,0,1,0,0
"'271228'","'2013'","'04'","'16'","'1'","'5'","'219'","'17603'",1,0,2,0,1,0,0
"'408261'","'2013'","'03'","'11'","'8'","'14'","'100'","'6792'",1,2,2,0,1,1,0
"'241773'","'2012'","'12'","'51'","'9'","'5'","'219'","'23605'",2,4,2,2,1,0,1
"'350798'","'2013'","'02'","'8'","'6'","'5'","'219'","'5195'",1,89,2,0,1,1,0
"'425166'","'2013'","'03'","'11'","'4'","'5'","'219'","'4748'",2,0,1,0,1,1,0
"'5039'","'2013'","'03'","'13'","'5'","'5'","'219'","'18876'",3,23,2,0,1,0,1
"'303490'","'2013'","'01'","'2'","'7'","'15'","'55'","'11284'",3,202,3,0,2,1,0
"'566378'","'2013'","'01'","'1'","'9'","'14'","'219'","'5574'",1,1,3,0,1,1,1
"'210350'","'2013'","'03'","'9'","'6'","'12'","'32'","'7384'",1,49,2,0,1,0,0
"'392227'","'2013'","'05'","'22'","'2'","'18'","'219'","'23904'",4,62,2,2,1,0,0
"'204406'","'2012'","'11'","'45'","'5'","'5'","'219'","'9608'",1,0,2,0,1,1,1
"'592370'","'2012'","'12'","'51'","'6'","'5'","'117'","'27770'",1,12,2,1,1,0,1
"'652277'","'2013'","'02'","'6'","'12'","'32'","'220'","'9402'",4,46,2,0,1,1,1
"'496916'","'2012'","'12'","'50'","'9'","'5'","'219'","'7041'",1,15,2,0,1,1,1
"'359173'","'2013'","'05'","'21'","'9'","'5'","'219'","'23904'",1,1,2,0,1,1,0
"'511669'","'2013'","'03'","'12'","'9'","'5'","'219'","'12311'",1,3,2,0,1,1,1
"'539783'","'2013'","'06'","'26'","'11'","'14'","'100'","'2940'",1,5,2,0,1,0,0
"'156849'","'2012'","'11'","'47'","'11'","'5'","'219'","'9086'",1,4,2,0,1,1,0
"'85428'","'2013'","'04'","'16'","'11'","'5'","'219'","'11220'",1,2,1,0,1,1,0
"'442826'","'2012'","'11'","'48'","'12'","'5'","'219'","'13539'",1,8,2,0,1,1,0
"'147798'","'2012'","'11'","'45'","'11'","'5'","'219'","'15253'",3,95,2,2,1,0,0
"'135021'","'2012'","'11'","'47'","'6'","'14'","'100'","'3073'",5,38,4,0,1,0,1
"'33322'","'2012'","'11'","'45'","'9'","'12'","'99'","'16363'",1,17,2,0,1,0,0
"'302617'","'2012'","'11'","'45'","'3'","'5'","'219'","'15166'",3,6,1,0,1,1,0
"'477663'","'2013'","'01'","'3'","'9'","'5'","'219'","'9412'",1,20,1,0,1,1,0
"'191393'","'2012'","'11'","'47'","'9'","'5'","'219'","'67'",6,35,2,0,1,0,1
"'76376'","'2013'","'05'","'21'","'7'","'5'","'219'","'4828'",2,3,2,0,1,1,0
"'497591'","'2013'","'03'","'11'","'7'","'5'","'219'","'15756'",1,13,3,0,1,0,0
"'215426'","'2013'","'03'","'12'","'8'","'12'","'99'","'4562'",4,10,2,0,2,1,0
"'196052'","'2013'","'01'","'3'","'8'","'15'","'55'","'21913'",2,8,1,0,1,0,0
"'585913'","'2012'","'12'","'50'","'8'","'5'","'219'","'27175'",4,32,2,0,1,1,1
"'5887'","'2013'","'03'","'13'","'12'","'5'","'123'","'8192'",3,24,1,0,1,0,1
"'257623'","'2013'","'03'","'9'","'5'","'5'","'219'","'9049'",3,68,2,0,1,1,1
"'70833'","'2013'","'01'","'1'","'8'","'5'","'219'","'8347'",4,184,2,0,1,0,1
"'243694'","'2013'","'03'","'9'","'8'","'5'","'219'","'11381'",1,1,1,1,1,0,0
"'149892'","'2013'","'05'","'22'","'7'","'5'","'219'","'7029'",1,0,2,1,1,0,1
"'491712'","'2012'","'12'","'49'","'1'","'5'","'219'","'13870'",3,6,2,0,1,1,0
"'296318'","'2013'","'06'","'25'","'10'","'5'","'100'","'26928'",1,73,1,0,1,0,1
"'353383'","'2012'","'11'","'47'","'12'","'5'","'219'","'6443'",2,33,1,0,1,0,0
"'478558'","'2012'","'12'","'50'","'4'","'5'","'219'","'6064'",1,1,1,0,1,0,0
"'185990'","'2012'","'11'","'47'","'5'","'5'","'219'","'8192'",1,2,2,0,1,0,0
"'463207'","'2013'","'05'","'19'","'6'","'5'","'59'","'9179'",2,0,2,2,1,1,0
"'631371'","'2013'","'01'","'3'","'4'","'5'","'219'","'24280'",2,15,2,0,1,1,0
"'417585'","'2013'","'04'","'14'","'7'","'5'","'219'","'18454'",5,10,4,0,1,0,1
"'414178'","'2013'","'06'","'26'","'10'","'5'","'219'","'14500'",3,3,2,1,1,0,1
"'474817'","'2013'","'01'","'4'","'6'","'5'","'219'","'21382'",1,9,2,0,1,1,0
"'479465'","'2013'","'05'","'19'","'6'","'5'","'219'","'13276'",1,9,2,0,1,1,1
"'48224'","'2013'","'05'","'20'","'5'","'5'","'219'","'18774'",2,7,3,0,3,0,0
"'36614'","'2012'","'12'","'49'","'12'","'5'","'219'","'22911'",1,4,2,0,1,1,0
"'171883'","'2013'","'02'","'6'","'7'","'5'","'219'","'2502'",1,11,1,0,1,0,0
"'345034'","'2012'","'11'","'46'","'7'","'14'","'100'","'12582'",8,113,3,1,2,0,0
"'127514'","'2013'","'01'","'4'","'5'","'5'","'219'","'21382'",1,11,1,0,1,1,0
"'497606'","'2013'","'04'","'14'","'5'","'5'","'219'","'3095'",4,44,2,2,1,1,0
"'70080'","'2013'","'03'","'10'","'10'","'15'","'55'","'10775'",2,6,2,0,1,0,0
"'544364'","'2013'","'05'","'19'","'11'","'5'","'219'","'3582'",1,13,1,0,1,0,0
"'509837'","'2013'","'05'","'20'","'12'","'5'","'219'","'26067'",1,10,2,1,1,0,0
"'248740'","'2012'","'12'","'53'","'4'","'5'","'219'","'12967'",1,0,2,0,1,0,1
"'110689'","'2013'","'01'","'4'","'10'","'5'","'219'","'25051'",2,22,2,0,1,1,0
"'189744'","'2013'","'02'","'7'","'6'","'5'","'137'","'13216'",3,33,4,1,1,0,0
"'212212'","'2013'","'01'","'5'","'10'","'16'","'31'","'25964'",2,120,6,1,3,0,0
"'618995'","'2013'","'06'","'24'","'5'","'5'","'219'","'16888'",3,0,1,0,1,0,0
"'508312'","'2012'","'12'","'49'","'9'","'18'","'129'","'16823'",1,107,2,0,1,1,0
"'51901'","'2012'","'11'","'46'","'6'","'5'","'219'","'1986'",2,12,1,0,1,0,0
"'554150'","'2013'","'05'","'21'","'9'","'5'","'92'","'4045'",4,50,2,0,1,1,0
"'74686'","'2012'","'12'","'50'","'5'","'5'","'219'","'15934'",1,8,2,2,1,0,0
"'614786'","'2013'","'02'","'7'","'5'","'5'","'219'","'5690'",1,0,2,0,1,1,0
"'602898'","'2013'","'06'","'22'","'9'","'5'","'219'","'15253'",1,0,2,0,1,1,1
"'7063'","'2013'","'03'","'12'","'6'","'15'","'55'","'23090'",4,142,1,0,1,0,0
"'540736'","'2013'","'03'","'11'","'10'","'5'","'219'","'15846'",1,32,2,0,1,1,0
"'574504'","'2012'","'11'","'47'","'8'","'5'","'219'","'18933'",2,1,2,0,1,0,0
"'151864'","'2013'","'06'","'25'","'11'","'15'","'55'","'13216'",5,57,2,2,1,0,0
"'385131'","'2012'","'12'","'50'","'7'","'5'","'219'","'19222'",1,20,2,0,1,0,0
"'441786'","'2013'","'03'","'13'","'10'","'14'","'100'","'19898'",2,37,4,0,2,1,0
"'514081'","'2013'","'01'","'1'","'10'","'5'","'219'","'25723'",1,1,2,0,1,1,1
"'288824'","'2012'","'11'","'45'","'11'","'5'","'219'","'13502'",1,5,2,0,1,1,0
"'240511'","'2012'","'11'","'45'","'6'","'5'","'219'","'13870'",5,63,2,1,1,0,0
"'334241'","'2013'","'06'","'24'","'10'","'5'","'219'","'26928'",2,71,2,0,1,0,0
"'525115'","'2013'","'02'","'8'","'7'","'5'","'219'","'13539'",3,28,2,0,1,0,0
"'407428'","'2013'","'05'","'18'","'1'","'5'","'219'","'19025'",2,17,2,1,1,1,0
"'572647'","'2013'","'03'","'10'","'8'","'14'","'100'","'44'",1,35,3,0,1,1,0
"'120302'","'2013'","'01'","'3'","'10'","'5'","'219'","'15764'",3,3,1,0,1,0,1
"'50902'","'2013'","'06'","'24'","'10'","'5'","'219'","'17603'",1,1,4,0,1,0,0
"'559720'","'2013'","'04'","'15'","'5'","'5'","'219'","'9402'",3,56,2,0,1,1,0
"'155670'","'2013'","'01'","'1'","'8'","'5'","'219'","'23448'",4,22,1,0,1,0,0
"'574200'","'2012'","'11'","'47'","'1'","'5'","'219'","'10446'",2,3,1,2,1,0,0
"'449649'","'2013'","'06'","'24'","'6'","'5'","'219'","'25335'",1,3,2,2,1,1,0
"'521528'","'2013'","'01'","'1'","'6'","'14'","'100'","'24232'",3,48,2,2,1,1,0
"'416107'","'2012'","'12'","'53'","'5'","'5'","'219'","'7473'",4,45,2,2,1,1,1
"'576884'","'2013'","'03'","'10'","'9'","'14'","'100'","'8347'",7,56,2,2,1,0,1
"'139728'","'2013'","'05'","'22'","'10'","'5'","'35'","'9402'",2,209,4,1,2,0,0
"'144179'","'2013'","'06'","'25'","'6'","'5'","'219'","'23448'",3,17,2,0,1,1,0
"'653185'","'2013'","'03'","'10'","'12'","'5'","'219'","'3073'",2,1,2,0,1,1,0
"'490652'","'2013'","'05'","'20'","'11'","'5'","'219'","'6230'",3,10,2,0,1,1,0
"'473369'","'2013'","'02'","'6'","'9'","'5'","'219'","'4907'",1,13,1,2,1,1,0
"'647044'","'2012'","'12'","'50'","'5'","'5'","'219'","'6476'",1,7,2,0,1,0,0
"'23550'","'2013'","'02'","'8'","'10'","'5'","'219'","'14032'",1,2,1,0,1,1,0
"'438620'","'2012'","'11'","'46'","'12'","'5'","'219'","'9402'",1,36,2,0,1,0,0
"'490905'","'2012'","'11'","'47'","'8'","'5'","'219'","'26067'",1,3,2,0,1,0,0
"'663981'","'2013'","'06'","'25'","'10'","'5'","'219'","'4599'",2,97,2,0,1,0,1
"'114210'","'2013'","'03'","'12'","'8'","'5'","'219'","'26765'",3,16,2,0,1,1,1
"'594954'","'2012'","'12'","'49'","'6'","'5'","'219'","'5574'",1,1,1,0,1,1,0
"'626993'","'2013'","'05'","'19'","'7'","'5'","'219'","'26566'",1,6,2,0,1,1,0
"'211003'","'2013'","'06'","'25'","'9'","'14'","'100'","'11381'",5,8,2,0,1,0,0
"'214825'","'2013'","'05'","'18'","'9'","'32'","'220'","'3073'",1,91,3,2,2,0,0
"'473227'","'2012'","'12'","'51'","'6'","'5'","'219'","'14684'",1,0,2,0,1,1,0
"'638329'","'2012'","'11'","'45'","'7'","'5'","'219'","'3602'",4,121,2,0,1,1,1
"'185504'","'2012'","'12'","'51'","'10'","'5'","'219'","'13870'",3,84,2,0,1,0,0
"'220860'","'2013'","'06'","'25'","'6'","'5'","'219'","'4562'",3,58,2,0,1,1,0
"'531012'","'2013'","'06'","'26'","'8'","'5'","'219'","'27369'",1,86,1,0,1,0,0
"'204079'","'2012'","'12'","'51'","'6'","'5'","'219'","'23666'",4,8,2,2,2,0,0
"'346346'","'2012'","'12'","'51'","'8'","'5'","'219'","'23448'",1,2,1,0,1,0,0
"'656290'","'2013'","'01'","'2'","'5'","'5'","'219'","'8347'",1,2,1,0,1,0,0
"'340793'","'2013'","'01'","'3'","'10'","'5'","'219'","'7571'",1,0,2,0,1,1,0
"'352375'","'2013'","'04'","'14'","'5'","'5'","'219'","'26566'",1,45,2,0,1,1,0
"'341524'","'2013'","'01'","'5'","'6'","'5'","'219'","'5848'",3,3,2,0,1,1,0
"'118389'","'2012'","'11'","'46'","'6'","'5'","'219'","'17012'",1,11,2,0,1,1,1
"'278975'","'2013'","'03'","'11'","'10'","'5'","'219'","'13870'",3,3,2,0,1,0,0
"'228262'","'2013'","'06'","'24'","'11'","'15'","'55'","'2343'",1,2,1,0,1,1,0
"'126366'","'2013'","'04'","'15'","'4'","'5'","'219'","'2518'",3,7,2,0,1,1,0
"'574967'","'2013'","'02'","'9'","'3'","'5'","'53'","'4182'",6,43,1,0,1,0,1
"'606838'","'2012'","'12'","'51'","'5'","'14'","'100'","'6776'",1,3,2,2,1,0,0
"'571325'","'2013'","'05'","'19'","'7'","'32'","'220'","'8192'",2,103,1,0,1,1,0
"'390843'","'2012'","'11'","'45'","'8'","'16'","'219'","'23090'",2,2,2,0,1,0,0
"'443581'","'2013'","'03'","'13'","'6'","'5'","'219'","'26785'",2,12,1,0,1,1,0
"'524904'","'2013'","'03'","'13'","'9'","'5'","'100'","'9402'",2,1,1,0,1,1,0
"'657883'","'2013'","'01'","'2'","'8'","'5'","'219'","'21382'",1,0,2,0,1,1,0
"'210711'","'2013'","'04'","'16'","'1'","'31'","'219'","'6546'",1,23,2,0,1,0,0
"'451459'","'2013'","'01'","'2'","'10'","'5'","'219'","'19449'",2,29,2,0,1,1,0
"'1279'","'2013'","'06'","'23'","'8'","'5'","'219'","'13202'",2,1,2,0,1,0,0
"'589753'","'2013'","'03'","'13'","'9'","'5'","'219'","'8133'",1,5,2,2,1,1,0
"'380563'","'2013'","'02'","'9'","'6'","'5'","'219'","'23904'",4,26,4,0,1,1,0
"'391488'","'2012'","'12'","'51'","'9'","'5'","'219'","'2715'",3,12,2,1,1,0,0
"'629052'","'2013'","'02'","'8'","'9'","'5'","'219'","'9402'",2,134,2,0,1,1,0
"'621079'","'2013'","'06'","'22'","'12'","'5'","'219'","'4335'",2,38,2,0,1,0,1
"'43131'","'2013'","'03'","'13'","'10'","'5'","'219'","'13216'",2,4,2,2,1,1,1
"'547868'","'2013'","'03'","'13'","'5'","'5'","'219'","'15146'",4,107,2,0,1,0,0
"'539874'","'2012'","'11'","'47'","'8'","'5'","'219'","'10898'",1,1,2,0,1,1,0
"'475765'","'2013'","'06'","'25'","'10'","'5'","'219'","'10032'",3,3,2,0,1,1,0
"'162627'","'2013'","'03'","'11'","'10'","'18'","'129'","'8347'",4,186,2,0,1,0,1
"'462417'","'2013'","'02'","'5'","'7'","'5'","'219'","'7306'",1,6,2,1,1,1,0
"'469311'","'2013'","'05'","'20'","'7'","'5'","'219'","'691'",2,46,1,0,1,1,0
"'545223'","'2013'","'03'","'10'","'7'","'14'","'100'","'3073'",1,23,4,0,1,0,1
"'164449'","'2013'","'02'","'7'","'4'","'5'","'219'","'13539'",3,5,2,1,1,1,0
"'513635'","'2013'","'05'","'22'","'5'","'5'","'219'","'10737'",3,15,1,0,1,1,0
"'567533'","'2013'","'03'","'13'","'11'","'5'","'219'","'21218'",2,1,1,0,1,0,0
"'309653'","'2012'","'11'","'46'","'9'","'5'","'219'","'6443'",1,0,1,1,1,1,0
"'262871'","'2013'","'06'","'26'","'3'","'5'","'219'","'3069'",1,16,4,0,1,0,0
"'279641'","'2012'","'11'","'45'","'1'","'5'","'39'","'9402'",2,33,1,0,1,0,1
"'462154'","'2013'","'04'","'14'","'9'","'31'","'219'","'6546'",1,18,2,2,1,1,0
"'273932'","'2013'","'02'","'6'","'4'","'14'","'100'","'26523'",1,32,2,0,1,1,0
"'435645'","'2013'","'05'","'20'","'10'","'5'","'219'","'14506'",1,11,2,1,1,1,0
"'376865'","'2013'","'03'","'9'","'11'","'14'","'100'","'19898'",7,293,2,2,1,0,0
"'201895'","'2013'","'06'","'26'","'4'","'5'","'219'","'24232'",2,2,2,0,1,0,0
"'525752'","'2013'","'02'","'9'","'8'","'32'","'220'","'23246'",1,107,2,0,1,0,0
"'226993'","'2013'","'01'","'1'","'9'","'5'","'219'","'18703'",1,1,2,0,1,1,0
"'412635'","'2013'","'05'","'19'","'11'","'14'","'100'","'6792'",3,4,2,1,1,1,0
"'259576'","'2013'","'06'","'23'","'11'","'5'","'219'","'9899'",2,22,2,2,1,0,1
"'318535'","'2013'","'06'","'25'","'10'","'5'","'219'","'10741'",6,3,1,0,1,0,1
"'400973'","'2013'","'01'","'4'","'3'","'5'","'219'","'22097'",1,20,1,0,1,1,0
"'496604'","'2013'","'02'","'8'","'7'","'7'","'100'","'6792'",2,17,2,2,1,0,1
"'113066'","'2013'","'01'","'4'","'6'","'5'","'219'","'21055'",2,30,4,0,2,1,1
"'585711'","'2012'","'12'","'49'","'11'","'5'","'219'","'14834'",4,2,2,0,1,1,0
"'655087'","'2012'","'11'","'46'","'11'","'15'","'55'","'10010'",1,7,2,0,1,0,0
"'128430'","'2013'","'03'","'12'","'7'","'5'","'219'","'4828'",2,6,3,0,1,0,0
"'313248'","'2012'","'11'","'45'","'10'","'5'","'219'","'13215'",1,0,2,0,1,0,0
"'114031'","'2013'","'03'","'13'","'8'","'5'","'219'","'18774'",3,114,3,1,1,1,1
"'267888'","'2012'","'11'","'45'","'7'","'5'","'219'","'13870'",1,8,2,0,1,1,0
"'13532'","'2013'","'05'","'18'","'11'","'15'","'55'","'3806'",7,102,2,0,1,0,0
"'300744'","'2013'","'01'","'3'","'7'","'5'","'100'","'5606'",1,5,3,0,1,0,0
"'204921'","'2013'","'01'","'1'","'7'","'5'","'219'","'15764'",2,16,2,0,1,1,0
"'898'","'2013'","'05'","'20'","'6'","'5'","'219'","'15588'",1,0,2,0,1,1,0
"'73536'","'2013'","'06'","'24'","'6'","'5'","'33'","'18774'",6,95,2,0,1,0,0
"'560819'","'2013'","'03'","'10'","'8'","'5'","'219'","'7384'",2,16,2,0,1,0,0
"'342639'","'2013'","'06'","'23'","'5'","'5'","'219'","'13472'",1,4,1,0,1,1,0
"'324994'","'2013'","'06'","'26'","'4'","'5'","'219'","'13216'",3,5,3,0,1,0,1
"'259058'","'2013'","'02'","'8'","'9'","'5'","'219'","'8192'",1,5,5,0,2,0,0
"'21171'","'2013'","'05'","'19'","'8'","'5'","'219'","'23246'",1,5,2,0,1,0,0
"'658504'","'2013'","'04'","'17'","'2'","'5'","'219'","'7037'",1,3,1,0,1,1,0
"'222745'","'2013'","'06'","'24'","'8'","'14'","'100'","'8084'",2,4,2,0,1,1,0
"'524240'","'2013'","'06'","'25'","'11'","'5'","'219'","'23090'",2,8,2,0,1,1,0
"'200602'","'2013'","'05'","'20'","'6'","'5'","'219'","'8993'",1,22,2,0,1,0,1
"'494411'","'2013'","'06'","'24'","'8'","'5'","'219'","'11381'",2,4,2,0,1,1,0
"'130449'","'2013'","'03'","'10'","'6'","'5'","'219'","'691'",3,3,1,0,1,1,0
"'344703'","'2013'","'03'","'10'","'6'","'5'","'219'","'20319'",1,9,1,0,1,0,0
"'565306'","'2012'","'11'","'48'","'6'","'5'","'219'","'11357'",1,0,1,0,1,1,0
"'477526'","'2013'","'06'","'26'","'5'","'5'","'219'","'26458'",4,87,2,0,1,0,0
"'32447'","'2013'","'02'","'7'","'10'","'5'","'219'","'11299'",5,10,2,2,1,0,0
"'136276'","'2013'","'05'","'20'","'8'","'5'","'219'","'12670'",3,13,1,0,1,0,0
"'337674'","'2013'","'06'","'22'","'8'","'5'","'219'","'1861'",1,40,2,0,1,1,0
"'76655'","'2013'","'05'","'18'","'3'","'5'","'219'","'6443'",7,3,2,0,1,0,0
"'571428'","'2013'","'06'","'25'","'6'","'5'","'219'","'7643'",1,0,2,0,1,1,1
"'7767'","'2013'","'03'","'12'","'6'","'5'","'219'","'13111'",1,6,3,0,1,0,0
"'43229'","'2013'","'02'","'8'","'6'","'5'","'219'","'9402'",2,1,2,0,1,1,0
"'20109'","'2013'","'02'","'7'","'8'","'5'","'219'","'7473'",6,15,1,1,1,0,0
"'65564'","'2013'","'01'","'1'","'5'","'5'","'219'","'12454'",1,0,1,0,1,1,0
"'262907'","'2012'","'11'","'44'","'11'","'15'","'55'","'17640'",7,261,2,1,1,0,0
"'441952'","'2013'","'01'","'4'","'7'","'5'","'59'","'18439'",3,1,1,1,1,1,0
"'242102'","'2013'","'02'","'6'","'5'","'5'","'219'","'24114'",1,28,1,0,1,1,0
"'215642'","'2013'","'02'","'7'","'9'","'5'","'219'","'17713'",3,2,2,0,1,1,0
"'134593'","'2013'","'05'","'22'","'6'","'5'","'219'","'26067'",1,31,2,0,1,0,0
"'78367'","'2013'","'04'","'15'","'3'","'5'","'137'","'8347'",6,155,2,2,1,0,1
"'154986'","'2013'","'02'","'8'","'7'","'14'","'100'","'982'",4,9,2,0,2,1,0
"'188548'","'2013'","'06'","'23'","'10'","'5'","'219'","'16888'",1,2,4,0,1,0,0
"'110524'","'2013'","'02'","'6'","'10'","'5'","'219'","'1143'",1,7,2,0,1,1,1
"'68289'","'2013'","'04'","'16'","'5'","'5'","'219'","'21344'",4,9,5,0,2,1,0
"'245219'","'2013'","'04'","'16'","'8'","'5'","'219'","'14167'",1,2,2,0,1,1,0
"'242606'","'2013'","'02'","'5'","'8'","'5'","'219'","'21344'",3,56,2,0,1,1,0
"'222508'","'2012'","'12'","'52'","'11'","'5'","'219'","'11033'",1,8,2,0,1,0,0
"'661543'","'2013'","'02'","'5'","'6'","'5'","'219'","'4182'",1,0,1,0,1,1,0
"'56628'","'2013'","'06'","'24'","'7'","'5'","'219'","'23435'",4,7,1,0,1,1,0
"'87833'","'2013'","'05'","'20'","'5'","'5'","'219'","'21661'",1,0,2,0,1,1,0
"'180698'","'2013'","'04'","'17'","'11'","'5'","'219'","'13870'",1,14,2,0,1,1,1
"'317469'","'2012'","'12'","'49'","'11'","'14'","'100'","'23452'",2,6,2,0,1,1,0
"'62923'","'2013'","'06'","'25'","'3'","'5'","'219'","'18783'",3,337,2,0,1,1,0
"'354539'","'2013'","'03'","'9'","'12'","'29'","'132'","'16086'",1,36,2,0,1,1,1
"'345565'","'2013'","'02'","'9'","'8'","'5'","'219'","'9428'",5,38,2,0,1,0,1
"'577816'","'2013'","'03'","'12'","'11'","'5'","'219'","'22097'",3,26,4,0,2,0,0
"'157169'","'2013'","'05'","'20'","'12'","'5'","'219'","'20874'",1,10,2,2,1,1,0
"'3258'","'2013'","'06'","'24'","'11'","'5'","'219'","'21378'",1,7,2,0,1,1,0
"'623268'","'2013'","'06'","'26'","'5'","'5'","'219'","'1532'",1,3,2,0,1,1,0
"'183564'","'2013'","'06'","'26'","'8'","'5'","'219'","'21382'",2,19,2,1,1,1,0
"'37909'","'2013'","'02'","'6'","'4'","'5'","'219'","'26067'",1,9,2,0,1,0,0
"'335419'","'2013'","'05'","'20'","'6'","'5'","'219'","'13539'",1,4,2,0,1,0,1
"'139048'","'2013'","'02'","'5'","'8'","'31'","'219'","'21344'",1,4,1,0,1,0,0
"'20783'","'2013'","'06'","'26'","'9'","'5'","'219'","'16823'",1,1,1,0,1,1,0
"'180844'","'2013'","'05'","'18'","'8'","'5'","'219'","'11263'",2,42,2,0,1,1,0
"'345217'","'2013'","'01'","'4'","'10'","'18'","'129'","'16822'",5,107,2,0,1,0,0
"'241874'","'2013'","'02'","'9'","'12'","'5'","'219'","'26928'",1,1,2,0,1,1,0
"'599228'","'2012'","'11'","'45'","'10'","'14'","'100'","'4562'",3,60,5,3,2,0,0
"'316693'","'2013'","'03'","'10'","'6'","'5'","'219'","'2964'",2,26,2,0,1,0,0
"'594759'","'2013'","'03'","'10'","'7'","'5'","'219'","'24002'",6,5,1,0,1,0,1
"'38769'","'2013'","'02'","'6'","'7'","'14'","'100'","'25479'",3,11,2,0,1,1,0
"'46789'","'2013'","'02'","'6'","'3'","'22'","'219'","'9402'",1,0,4,0,1,0,0
"'238760'","'2013'","'03'","'13'","'8'","'5'","'219'","'16135'",1,0,2,0,1,1,0
"'16523'","'2012'","'11'","'48'","'4'","'5'","'219'","'6785'",1,14,2,0,2,1,0
"'171238'","'2013'","'06'","'26'","'8'","'5'","'219'","'4182'",1,0,2,0,1,1,1
"'291896'","'2012'","'12'","'50'","'6'","'5'","'219'","'21344'",1,1,2,2,1,1,1
