"dairportid","dcity","dcountry","dlatitude","dlongitude","dtimezone","ddst"
"'3355'","Canberra","Australia",-35.306944,149.195,5,"O"
"'3356'","Coff's Harbour","Australia",-30.320556,153.116389,5,"O"
"'3358'","Dubbo","Australia",-32.216667,148.574722,5,"O"
"'3359'","Norfolk Island","Norfolk Island",-29.041625,167.938742,5,"U"
"'3360'","Richmond","Australia",-33.600556,150.780833,5,"O"
"'3361'","Sydney","Australia",-33.946111,151.177222,5,"O"
"'3362'","Tamworth","Australia",-31.083889,150.846667,5,"O"
"'3363'","Wagga Wagga","Australia",-35.165278,147.466389,5,"O"
"'3364'","Beijing","China",40.080111,116.584556,5,"U"
"'3366'","Hailar","China",49.204997,119.825,5,"U"
"'3368'","Tianjin","China",39.124353,117.346183,5,"U"
"'3369'","Taiyuan","China",37.746897,112.628428,5,"U"
"'3370'","Guangzhou","China",23.392436,113.298786,5,"U"
"'3371'","Changcha","China",28.189158,113.219633,5,"U"
"'3372'","Guilin","China",25.218106,110.039197,5,"U"
"'3373'","Nanning","China",22.608267,108.172442,5,"U"
"'3374'","Shenzhen","China",22.639258,113.810664,5,"U"
"'3375'","Zhengzhou","China",34.519672,113.840889,5,"U"
"'3376'","Wuhan","China",30.783758,114.2081,5,"U"
"'3377'","Pyongyang","Korea",39.224061,125.67015,5,"U"
"'3379'","Xi'an","China",34.447119,108.751592,5,"U"
"'3380'","Ulan Bator","Mongolia",47.843056,106.766639,5,"U"
"'3382'","Kunming","China",24.992364,102.743536,5,"U"
"'3383'","Xiamen","China",24.544036,118.127739,5,"U"
"'3384'","Nanchang","China",28.865,115.9,5,"U"
"'3385'","Fuzhou","China",25.935064,119.663272,5,"U"
"'3386'","Hangzhou","China",30.229503,120.434453,5,"U"
"'3387'","Ninbo","China",29.826683,121.461906,5,"U"
"'3388'","Nanjing","China",31.742042,118.862025,5,"U"
"'3389'","Hefei","China",31.780019,117.298436,5,"U"
"'3390'","Qingdao","China",36.266108,120.374436,5,"U"
"'3391'","Shanghai","China",31.197875,121.336319,5,"U"
"'3392'","Yantai","China",37.401667,121.371667,5,"U"
"'3393'","Chongqing","China",29.719217,106.641678,5,"U"
"'3394'","Guiyang","China",26.538522,106.800703,5,"U"
"'3395'","Chengdu","China",30.578528,103.947086,5,"U"
"'3396'","Xichang","China",27.989083,102.184361,5,"U"
"'3397'","Kashi","China",39.542922,76.019956,5,"U"
"'3398'","Hotan","China",37.038522,79.864933,5,"U"
"'3399'","Urumqi","China",43.907106,87.474244,5,"U"
"'3400'","Harbin","China",45.623403,126.250328,5,"U"
"'3404'","Dalian","China",38.965667,121.5386,5,"U"
"'3406'","Shanghai","China",31.143378,121.805214,5,"U"
"'3408'","Kuala Lumpur","Malaysia",3.130583,101.549333,5,"N"
"'3409'","Wajima","Japan",37.293097,136.961853,5,"U"
"'3410'","Alexandria","Egypt",30.917669,29.696408,4,"U"
"'3411'","Barter Island","United States",70.133989,-143.581867,1,"A"
"'3413'","Cape Lisburne","United States",68.875133,-166.110022,1,"A"
"'3414'","Point Lay","United States",69.732875,-163.005342,1,"A"
"'3415'","Hilo","United States",19.721375,-155.048469,1,"N"
"'3417'","Bettles","United States",66.913944,-151.529056,1,"A"
"'3420'","Fort Yukon","United States",66.571492,-145.250417,1,"A"
"'3426'","St. Paul Island","United States",57.167333,-170.220444,1,"A"
"'3429'","Iliamna","United States",59.754356,-154.910961,1,"A"
"'3430'","Port Moller","United States",59.011356,-161.819664,1,"A"
"'3437'","Fort Smith","United States",35.336583,-94.367444,1,"A"
"'3442'","Grand Forks","United States",47.949256,-97.176111,1,"A"
"'3445'","Hana","United States",20.795636,-156.014439,1,"A"
"'3446'","Prescott","United States",34.654472,-112.419583,1,"A"
"'3447'","Trenton","United States",40.276692,-74.813469,2,"A"
"'3448'","Boston","United States",42.364347,-71.005181,2,"A"
"'3453'","Oakland","United States",37.721278,-122.220722,1,"A"
"'3454'","Omaha","United States",41.303167,-95.894069,1,"A"
"'3456'","Kahului","United States",20.89865,-156.430458,1,"N"
"'3457'","Wichita","United States",37.649944,-97.433056,1,"A"
"'3458'","Kansas City","United States",39.297606,-94.713905,1,"A"
"'3459'","Madison","United States",43.139858,-89.337514,1,"A"
"'3460'","Dillingham","United States",59.044667,-158.5055,1,"A"
"'3461'","Harrison","United States",36.261519,-93.154728,1,"A"
"'3462'","Phoenix","United States",33.434278,-112.011583,1,"N"
"'3463'","Bangor","United States",44.807444,-68.828139,2,"A"
"'3465'","Longview","United States",32.384014,-94.711486,1,"A"
"'3467'","Spokane","United States",47.619861,-117.533833,1,"A"
"'3469'","San Francisco","United States",37.618972,-122.374889,1,"A"
"'3472'","Gainesville","United States",29.690056,-82.271778,2,"A"
"'3473'","Memphis","United States",35.042417,-89.976667,1,"A"
"'3484'","Los Angeles","United States",33.942536,-118.408075,1,"A"
"'3486'","Cleveland","United States",41.411689,-81.849794,2,"A"
"'3488'","Cincinnati","United States",39.048836,-84.667822,2,"A"
"'3491'","Huron","United States",44.3852,-98.228542,1,"A"
"'3492'","Juneau","United States",58.354972,-134.576278,1,"A"
"'3493'","Lafayette","United States",30.205278,-91.987611,1,"A"
"'3494'","Newark","United States",40.6925,-74.168667,2,"A"
"'3495'","Boise","United States",43.564361,-116.222861,1,"A"
"'3497'","Garden City","United States",37.927528,-100.724417,1,"A"
"'3498'","Minot","United States",48.259378,-101.280333,1,"A"
"'3502'","Dallas","United States",32.847111,-96.851778,1,"A"
"'3504'","Helena","United States",46.606806,-111.98275,1,"A"
"'3513'","Lake Charles","United States",30.126112,-93.223335,1,"A"
"'3514'","Kona","United States",19.738767,-156.045631,1,"N"
"'3515'","Myrtle Beach","United States",33.67975,-78.928333,2,"A"
"'3517'","Nantucket","United States",41.253053,-70.060181,2,"A"
"'3520'","Washington","United States",38.852083,-77.037722,2,"A"
"'3524'","Atlantic City","United States",39.457583,-74.577167,2,"A"
"'3527'","Pueblo","United States",38.289085,-104.496572,1,"A"
"'3528'","Presque Isle","United States",46.688958,-68.044797,2,"A"
"'3531'","Kodiak","United States",57.749967,-152.493856,1,"A"
"'3533'","Fort Lauderdale","United States",26.072583,-80.15275,2,"A"
"'3535'","International Falls","United States",48.566186,-93.403067,1,"A"
"'3536'","Salt Lake City","United States",40.788389,-111.977772,1,"A"
"'3542'","Harrisburg","United States",40.193494,-76.763403,2,"A"
"'3543'","Lincoln","United States",40.850971,-96.75925,1,"A"
"'3544'","Lansing","United States",42.7787,-84.587357,2,"A"
"'3545'","Kamuela","United States",20.001328,-155.668108,1,"A"
"'3546'","Massena","United States",44.935833,-74.845547,2,"A"
"'3550'","Houston","United States",29.984433,-95.341442,1,"A"
"'3558'","Bakersfield","United States",35.433598,-119.05677,1,"A"
"'3559'","El Paso","United States",31.80725,-106.377583,1,"A"
"'3560'","Harlingen","United States",26.2285,-97.654389,1,"A"
"'3561'","Columbia","United States",33.938833,-81.119528,2,"A"
"'3564'","Pensacola","United States",30.473425,-87.186611,1,"A"
"'3566'","Houston","United States",29.645419,-95.278889,1,"A"
"'3570'","Pittsburgh","United States",40.491467,-80.232872,2,"A"
"'3571'","Barrow","United States",71.285446,-156.766003,1,"A"
"'3576'","Miami","United States",25.79325,-80.290556,2,"A"
"'3577'","Seattle","United States",47.449,-122.309306,1,"A"
"'3578'","Chattanooga","United States",35.035278,-85.203808,2,"A"
"'3580'","Jackson","United States",32.311167,-90.075889,1,"A"
"'3582'","Long Beach","United States",33.817722,-118.151611,1,"A"
"'3584'","Williamsport","United States",41.241836,-76.921094,2,"A"
"'3585'","Indianapolis","United States",39.717331,-86.294383,2,"A"
"'3589'","White Plains","United States",41.066959,-73.707575,2,"A"
"'3591'","Jonesboro","United States",35.831708,-90.646417,1,"A"
"'3596'","Yuma","United States",32.656578,-114.60598,1,"N"
"'3597'","Carlsbad","United States",32.337472,-104.263278,1,"A"
"'3598'","Duluth","United States",46.842091,-92.193649,1,"A"
"'3599'","Bethel","United States",60.779778,-161.838,1,"A"
"'3602'","Lihue","United States",21.975983,-159.338958,1,"N"
"'3604'","Havre","United States",48.542983,-109.762342,1,"A"
"'3608'","Richmond","United States",37.505167,-77.319667,2,"A"
"'3609'","Shreveport","United States",32.446629,-93.8256,1,"A"
"'3610'","Cordova","United States",60.491778,-145.477556,1,"A"
"'3611'","Norfolk","United States",36.894611,-76.201222,2,"A"
"'3612'","Beaumont","United States",29.950833,-94.020694,1,"A"
"'3613'","Savannah","United States",32.127583,-81.202139,2,"A"
"'3615'","Nome","United States",64.512203,-165.445247,1,"A"
"'3616'","San Luis","United States",45.771028,-122.861833,1,"A"
"'3617'","St. Petersburg","United States",27.910167,-82.687389,2,"A"
"'3620'","Deadhorse","United States",70.19475,-148.465167,1,"A"
"'3621'","San Antonio","United States",29.533694,-98.469778,1,"A"
"'3622'","Rochester","United States",43.118866,-77.672389,2,"A"
"'3624'","Teterboro","United States",40.850103,-74.060837,2,"A"
"'3626'","Raleigh-durham","United States",35.877639,-78.787472,2,"A"
"'3627'","Dayton","United States",39.902375,-84.219375,2,"A"
"'3628'","Kenai","United States",60.573111,-151.245,1,"A"
"'3630'","Niagara Falls","United States",43.107333,-78.946194,2,"A"
"'3633'","Newport News","United States",37.131894,-76.492989,2,"A"
"'3636'","Tucson","United States",32.116083,-110.941028,1,"N"
"'3641'","Providence","United States",41.732581,-71.420383,2,"A"
"'3642'","Salisbury","United States",38.340525,-75.510289,2,"A"
"'3644'","Burbank","United States",34.200667,-118.358667,1,"A"
"'3645'","Detroit","United States",42.212444,-83.353389,2,"A"
"'3646'","Tampa","United States",27.975472,-82.53325,2,"A"
"'3650'","Hibbing","United States",47.3866,-92.838994,1,"A"
"'3652'","Midland","United States",31.942528,-102.201914,1,"A"
"'3653'","Green Bay","United States",44.485072,-88.129589,1,"A"
"'3658'","Bush Field","United States",33.369944,-81.9645,2,"A"
"'3659'","Williston","United States",48.177939,-103.642347,1,"A"
"'3660'","Little Rock","United States",34.729444,-92.224306,1,"A"
"'3661'","Newburgh","United States",41.504094,-74.104839,2,"A"
"'3664'","Homer","United States",59.645556,-151.476583,1,"A"
"'3665'","Fort Leonardwood","United States",37.741631,-92.140736,1,"A"
"'3670'","Dallas-Fort Worth","United States",32.896828,-97.037997,1,"A"
"'3671'","Melbourne","United States",28.102753,-80.645258,2,"A"
"'3673'","Austin","United States",30.194528,-97.669889,1,"A"
"'3674'","Columbus","United States",39.813786,-82.927822,2,"A"
"'3676'","Knoxville","United States",35.810972,-83.994028,2,"A"
"'3678'","St. Louis","United States",38.748697,-90.370028,1,"A"
"'3680'","Wichita Falls","United States",33.988797,-98.491894,1,"A"
"'3682'","Atlanta","United States",33.636719,-84.428067,2,"A"
"'3685'","Grand Rapids","United States",42.880833,-85.522806,2,"A"
"'3687'","Fresno","United States",36.776194,-119.71814,1,"A"
"'3689'","Imperial","United States",32.834219,-115.578744,1,"A"
"'3690'","Nashville","United States",36.124472,-86.678194,1,"A"
"'3691'","Laredo","United States",27.54375,-99.461556,1,"A"
"'3693'","Kotzebue","United States",66.884678,-162.59855,1,"A"
"'3694'","Altoona","United States",40.296372,-78.320022,2,"A"
"'3696'","El Dorado","United States",33.220972,-92.813278,1,"A"
"'3697'","New York","United States",40.777245,-73.872608,2,"A"
"'3698'","Tallahassee","United States",30.396528,-84.350333,2,"A"
"'3700'","Waco","United States",31.611289,-97.230519,1,"A"
"'3701'","Augusta","United States",44.320647,-69.797317,2,"A"
"'3704'","Jackson","United States",35.599889,-88.915611,1,"A"
"'3705'","Molokai","United States",21.152886,-157.096256,1,"N"
"'3708'","San Angelo","United States",31.35775,-100.496306,1,"A"
"'3710'","Chico","United States",39.795383,-121.858422,1,"A"
"'3711'","Burlington","United States",44.471861,-73.153278,2,"A"
"'3712'","Jacksonville","United States",30.494056,-81.687861,2,"A"
"'3713'","Durango","United States",37.151516,-107.75377,1,"A"
"'3714'","Washington","United States",38.944533,-77.455811,2,"A"
"'3715'","College Station","United States",30.588583,-96.363833,1,"A"
"'3717'","Milwaukee","United States",42.947222,-87.896583,1,"A"
"'3718'","Abilene","United States",32.411319,-99.681897,1,"A"
"'3719'","Columbia","United States",38.818094,-92.219631,1,"A"
"'3720'","Portland","United States",45.588722,-122.5975,1,"A"
"'3722'","West Palm Beach","United States",26.683161,-80.095589,2,"A"
"'3724'","Ogdensburg","United States",44.681854,-75.4655,2,"A"
"'3726'","Seattle","United States",47.53,-122.301947,1,"A"
"'3728'","Honolulu","United States",21.318681,-157.922428,1,"N"
"'3729'","Des Moines","United States",41.533972,-93.663083,1,"A"
"'3730'","New Bern","United States",35.072972,-77.042944,2,"A"
"'3731'","San Diego","United States",32.733556,-117.189667,1,"A"
"'3732'","Monroe","United States",32.510864,-92.037689,1,"A"
"'3734'","Ontario","United States",34.056,-117.601194,1,"A"
"'3736'","Roswell","United States",33.301556,-104.530556,1,"A"
"'3738'","Brownsville","United States",25.906833,-97.425861,1,"A"
"'3739'","Dothan","United States",31.321339,-85.449628,1,"A"
"'3743'","Farmington","United States",36.74125,-108.229944,1,"A"
"'3744'","Corpus Christi","United States",27.770361,-97.501222,1,"A"
"'3745'","Syracuse","United States",43.111187,-76.106311,2,"A"
"'3747'","Chicago","United States",41.785972,-87.752417,1,"A"
"'3748'","San Jose","United States",37.3626,-121.929022,1,"A"
"'3749'","Hobbs","United States",32.687528,-103.217028,1,"A"
"'3751'","Denver","United States",39.861656,-104.673178,1,"A"
"'3752'","Philadelphia","United States",39.871944,-75.241139,2,"A"
"'3753'","Sioux City","United States",42.402603,-96.384367,1,"A"
"'3759'","Columbus","United States",39.997972,-82.891889,2,"A"
"'3764'","Galena","United States",64.736178,-156.937417,1,"A"
"'3770'","Texarkana","United States",33.453722,-93.991028,1,"A"
"'3771'","Plattsburgh","United States",44.650944,-73.468139,2,"A"
"'3774'","Anchorage","United States",61.174361,-149.996361,1,"A"
"'3775'","Killeen","United States",31.06725,-97.828917,1,"A"
"'3777'","Bellingham","United States",48.792694,-122.537528,1,"A"
"'3782'","Mobile","United States",30.691231,-88.242814,1,"A"
"'3784'","Santa Fe","United States",35.617108,-106.089422,1,"A"
"'3790'","Belleville","United States",38.545178,-89.835183,1,"A"
"'3793'","Fort Myers","United States",26.536167,-81.755167,2,"A"
"'3794'","King Salmon","United States",58.676778,-156.649278,1,"A"
"'3796'","Lahania-kapalua","United States",20.962936,-156.673031,1,"N"
"'3797'","New York","United States",40.639751,-73.778925,2,"A"
"'3804'","Cheyenne","United States",41.155722,-104.811839,1,"A"
"'3805'","Stockton","United States",37.894167,-121.238306,1,"A"
"'3806'","Charleston","United States",32.898647,-80.040528,2,"A"
"'3807'","Reno","United States",39.499108,-119.768108,1,"A"
"'3808'","Ketchikan","United States",55.355556,-131.71375,1,"A"
"'3811'","Birmingham","United States",33.562942,-86.75355,1,"A"
"'3816'","Modesto","United States",37.625817,-120.954422,1,"A"
"'3817'","Sacramento","United States",38.695417,-121.590778,1,"A"
"'3819'","Colorado Springs","United States",38.805805,-104.700778,1,"A"
"'3820'","Buffalo","United States",42.940525,-78.732167,2,"A"
"'3824'","Cedar City","United States",37.700967,-113.098847,1,"A"
"'3825'","Windsor Locks","United States",41.938889,-72.683222,2,"A"
"'3826'","Mcallen","United States",26.175833,-98.238611,1,"A"
"'3829'","Lubbock","United States",33.663639,-101.822778,1,"A"
"'3830'","Chicago","United States",41.978603,-87.904842,1,"A"
"'3832'","Fairbanks","United States",64.815114,-147.856267,1,"A"
"'3838'","Watertown","United States",43.991922,-76.021739,2,"A"
"'3839'","Palm Springs","United States",33.829667,-116.506694,1,"A"
"'3840'","Amarillo","United States",35.219369,-101.705931,1,"A"
"'3843'","Topeka","United States",38.950944,-95.663611,1,"A"
"'3845'","Wilmington","United States",34.270615,-77.902569,2,"A"
"'3846'","Baton Rouge","United States",30.533167,-91.149639,1,"A"
"'3848'","Tyler","United States",32.354139,-95.402386,1,"A"
"'3849'","Baltimore","United States",39.175361,-76.668333,2,"A"
"'3851'","Lanai","United States",20.785611,-156.951419,1,"N"
"'3852'","Alexandria","United States",31.3274,-92.549833,1,"A"
"'3854'","Cold Bay","United States",55.206061,-162.725436,1,"A"
"'3855'","Tulsa","United States",36.198389,-95.888111,1,"A"
"'3856'","Sitka","United States",57.047138,-135.361611,1,"A"
"'3857'","Islip","United States",40.79525,-73.100222,2,"A"
"'3858'","Minneapolis","United States",44.881956,-93.221767,1,"A"
"'3859'","Wilmington","United States",39.678722,-75.606528,2,"A"
"'3860'","Unalaska","United States",53.900139,-166.5435,1,"A"
"'3861'","New Orleans","United States",29.993389,-90.258028,1,"A"
"'3862'","Portland","United States",43.646161,-70.309281,2,"A"
"'3863'","Oklahoma City","United States",35.393089,-97.600733,1,"A"
"'3864'","Albany","United States",42.748267,-73.801692,2,"A"
"'3865'","Valdez","United States",61.133949,-146.248342,1,"A"
"'3867'","Santa Ana","United States",33.675667,-117.868222,1,"A"
"'3872'","Casper","United States",42.908,-106.464417,1,"A"
"'3873'","Valparaiso","United States",30.48325,-86.5254,1,"A"
"'3875'","Key West","United States",24.556111,-81.759556,2,"A"
"'3876'","Charlotte","United States",35.214,-80.943139,2,"A"
"'3877'","Las Vegas","United States",36.080056,-115.15225,1,"A"
"'3878'","Orlando","United States",28.429394,-81.308994,2,"A"
"'3879'","Florence","United States",34.185361,-79.723889,2,"A"
"'3880'","Great Falls","United States",47.482,-111.370689,1,"A"
"'3881'","Youngstown","United States",41.260736,-80.679097,2,"A"
"'3885'","Bangkok","Thailand",13.681108,100.747283,5,"U"
"'3886'","Naha","Indonesia",3.683214,125.528019,5,"N"
"'3890'","Kendari","Indonesia",-4.081608,122.418231,5,"N"
"'3894'","Malang","Indonesia",-7.926556,112.714514,5,"N"
"'3896'","Bandung","Indonesia",-6.900625,107.576294,5,"N"
"'3898'","Yogyakarta","Indonesia",-7.788181,110.431758,5,"N"
"'3901'","Semarang","Indonesia",-6.971447,110.374122,5,"N"
"'3903'","Batam","Indonesia",1.121028,104.118753,5,"N"
"'3904'","Tanjung Pandan","Indonesia",-2.745722,107.754917,5,"N"
"'3905'","Pangkal Pinang","Indonesia",-2.1622,106.139064,5,"N"
"'3906'","Tanjung Pinang","Indonesia",0.922683,104.532311,5,"N"
"'3908'","Banjarmasin","Indonesia",-3.442356,114.762553,5,"N"
"'3910'","Pangkalan Bun","Indonesia",-2.705197,111.673208,5,"N"
"'3911'","Palangkaraya","Indonesia",-2.225128,113.942661,5,"N"
"'3913'","Maumere","Indonesia",-8.640647,122.236889,5,"N"
"'3914'","Ende","Indonesia",-8.849294,121.660644,5,"N"
"'3916'","Kupang","Indonesia",-10.171583,123.671136,5,"N"
"'3917'","Labuhan Bajo","Indonesia",-8.486656,119.88905,5,"N"
"'3919'","Balikpapan","Indonesia",-1.268272,116.894478,5,"N"
"'3920'","Taraken","Indonesia",3.326694,117.565569,5,"N"
"'3924'","Bima","Indonesia",-8.539647,118.687322,5,"N"
"'3927'","Waingapu","Indonesia",-9.669217,120.302006,5,"N"
"'3928'","Surabaya","Indonesia",-7.379831,112.786858,5,"N"
"'3929'","Solo City","Indonesia",-7.516089,110.756892,5,"N"
"'3930'","Seoul","South Korea",37.469075,126.450517,5,"U"
"'3931'","Chiang Mai","Thailand",18.766847,98.962644,5,"U"
"'3932'","Chiang Rai","Thailand",19.952342,99.882928,5,"U"
"'3933'","Nakhon Si Thammarat","Thailand",8.539617,99.944725,5,"U"
"'3936'","Nakhon Phanom","Thailand",17.383794,104.643022,5,"U"
"'3937'","Ubon Ratchathani","Thailand",15.251278,104.870231,5,"U"
"'3938'","Khon Kaen","Thailand",16.466628,102.783661,5,"U"
"'3939'","Sukhothai","Thailand",17.237992,99.818183,5,"U"
"'3940'","Denpasar","Indonesia",-8.748169,115.167172,5,"N"
"'3941'","Athens","Greece",37.936358,23.944467,4,"E"
"'3942'","Nagoya","Japan",34.858414,136.805408,5,"U"
"'3943'","Kobe","Japan",34.632778,135.223889,5,"U"
"'3944'","Pullman","United States",46.743861,-117.109583,1,"A"
"'3945'","Lewiston","United States",46.3745,-117.015389,1,"A"
"'3946'","Elmira","United States",42.159889,-76.891611,2,"A"
"'3947'","Ithaca","United States",42.491028,-76.458444,2,"A"
"'3948'","Monterey","United States",36.587,-121.842944,1,"A"
"'3949'","Santa Barbara","United States",34.426211,-119.840372,1,"A"
"'3950'","Daytona Beach","United States",29.179917,-81.058056,2,"A"
"'3953'","Riga","Latvia",56.923611,23.971111,4,"E"
"'3956'","Kaunas","Lithuania",54.963919,24.084778,4,"E"
"'3958'","Palanga","Lithuania",55.973228,21.093856,4,"E"
"'3959'","Vilnius","Lithuania",54.634133,25.285767,4,"E"
"'3964'","Yerevan","Armenia",40.147275,44.395881,4,"E"
"'3965'","Gyumri","Armenia",40.750369,43.859342,4,"E"
"'3967'","Asmara","Eritrea",15.291853,38.910667,4,"U"
"'3968'","Massawa","Eritrea",15.669989,39.370103,4,"U"
"'3971'","Batumi","Georgia",41.610278,41.599694,4,"N"
"'3972'","Kutaisi","Georgia",42.176653,42.482583,4,"N"
"'3973'","Tbilisi","Georgia",41.669167,44.954722,4,"N"
"'3974'","Mukalla","Yemen",14.662639,49.375028,4,"U"
"'3975'","Taiz","Yemen",13.685964,44.139056,4,"U"
"'3976'","Hodeidah","Yemen",14.753,42.976336,4,"U"
"'3977'","Aden","Yemen",12.829542,45.028792,4,"U"
"'3978'","Ataq","Yemen",14.551322,46.826183,4,"U"
"'3979'","Al Ghaidah Intl","Yemen",16.191667,52.175,4,"U"
"'3980'","Sanaa","Yemen",15.476258,44.219739,4,"U"
"'3984'","Socotra","Yemen",12.630672,53.905778,4,"U"
"'3986'","Memmingen","Germany",47.988758,10.2395,3,"E"
"'3987'","Nevsehir","Turkey",38.771867,34.53455,4,"E"
"'3988'","Buenos Aires","Argentina",-34.822222,-58.535833,2,"N"
"'3989'","Erbil","Iraq",36.237611,43.963158,4,"U"
"'3990'","Emerald","Australia",-23.5675,148.179167,5,"O"
"'3992'","Osaka","Japan",34.4347222,135.244167,5,"U"
"'3994'","Tagbilaran","Philippines",9.66408056,123.853247,5,"N"
"'3995'","Ilulissat","Greenland",69.23444,-51.05111,2,"E"
"'3997'","Aasiaat","Greenland",68.7,-52.75,2,"E"
"'3998'","Palma de Mallorca","Spain",39.55361,2.727778,3,"E"
"'3999'","Darwin","Australia",-12.4083333,130.87266,5,"N"
"'4000'","Surat Thani","Thailand",9.1325,99.135556,5,"U"
"'4001'","Nyuang U","Burma",21.173833266,94.9246666,4,"U"
"'4002'","Caticlan","Philippines",11.9214999,121.953,5,"N"
"'4006'","New Haven","United States",41.26375,-72.886806,2,"A"
"'4007'","Asheville","United States",35.436194,-82.541806,2,"A"
"'4008'","Greensboro","United States",36.09775,-79.937306,2,"A"
"'4009'","Sioux Falls","United States",43.582014,-96.741914,1,"A"
"'4010'","Uluru","Australia",-25.186111,130.975556,5,"N"
"'4011'","Manchester NH","United States",42.932556,-71.435667,2,"A"
"'4012'","Naples","United States",26.152619,-81.775294,2,"A"
"'4013'","Redang","Malaysia",5.76528,103.007,5,"N"
"'4014'","Louisville","United States",38.1740858,-85.7364989,2,"A"
"'4015'","Charlottesville VA","United States",38.138639,-78.452861,2,"A"
"'4016'","Roanoke VA","United States",37.325472,-79.975417,2,"A"
"'4017'","Lexington KY","United States",38.0365,-84.605889,2,"A"
"'4018'","Evansville","United States",38.036997,-87.532364,1,"A"
"'4019'","Albuquerque","United States",35.0402222,-106.6091944,1,"A"
"'4020'","Bozeman","United States",45.777643,-111.160151,1,"A"
"'4021'","Billings","United States",45.80921,-108.537654,1,"A"
"'4022'","Butte","United States",45.954806,-112.497472,1,"A"
"'4023'","Traverse City","United States",44.741445,-85.582235,2,"A"
"'4025'","Bar Harbor","United States",44.4497689,-68.3615653,2,"A"
"'4026'","Rockland","United States",44.0601111,-69.0992303,2,"A"
"'4027'","Jacksn Hole","United States",43.607333333,-110.73775,1,"A"
"'4028'","Rockford","United States",42.1953611,-89.0972222,1,"A"
"'4029'","Moscow","Russia",55.408611,37.906111,4,"N"
"'4030'","Sanya","China",18.302897,109.412272,5,"U"
"'4033'","Lijiang","China",26.883333,100.23333,5,"U"
"'4034'","Greenville","United States",34.895556,-82.218889,2,"A"
"'4037'","Bloomington","United States",40.477111,-88.915917,1,"A"
"'4038'","Gulfport","United States",30.407278,-89.070111,1,"A"
"'4039'","Kalamazoo","United States",42.234875,-85.552058,2,"A"
"'4040'","Toledo","United States",41.586806,-83.807833,2,"A"
"'4041'","Fort Wayne","United States",40.978472,-85.195139,2,"A"
"'4042'","Decatur","United States",39.834564,-88.865689,1,"A"
"'4043'","Cedar Rapids","United States",41.884694,-91.710806,1,"A"
"'4044'","La Crosse","United States",43.878986,-91.256711,1,"A"
"'4045'","Wassau","United States",44.772726,-89.646635,1,"A"
"'4046'","Peoria","United States",40.664203,-89.693258,1,"A"
"'4047'","Appleton","United States",44.257526,-88.507576,1,"A"
"'4048'","Rochester","United States",43.908283,-92.500014,1,"A"
"'4049'","Champaign","United States",40.03925,-88.278056,1,"A"
"'4050'","Manhattan","United States",39.140972,-96.670833,1,"A"
"'4051'","Kingscote","Australia",-35.713889,137.521389,5,"O"
"'4052'","Hervey Bay","Australia",-25.318889,152.880278,5,"O"
"'4053'","Basel","Switzerland",47.59,7.529167,3,"E"
"'4054'","Dali","China",25.649444,100.319444,5,"U"
"'4055'","Jinghong","China",21.973914,100.759611,5,"U"
"'4056'","Mulu","Malaysia",4.048333,114.805,5,"N"
"'4057'","Sharm El Sheikh","Egypt",27.977222,34.394722,4,"N"
"'4058'","Franklin","United States",41.377874,-79.860362,2,"A"
"'4059'","Nairobi","Kenya",-1.319167,36.9275,4,"N"
"'4061'","El Calafate","Argentina",-50.280322,-72.053103,2,"N"
"'4062'","Armidale","Australia",-30.528056,151.617222,5,"O"
"'4063'","Grand Junction","United States",39.122413,-108.526735,1,"A"
"'4064'","Saint George","United States",37.090583,-113.593056,1,"A"
"'4067'","Sarasota","United States",27.395444,-82.554389,2,"A"
"'4069'","Bermuda","Bermuda",32.364042,-64.678703,2,"A"
"'4072'","Moline","United States",41.448528,-90.507539,1,"A"
"'4074'","Honiara","Solomon Islands",-9.428,160.054789,5,"U"
"'4075'","Papeete","French Polynesia",-17.556667,-149.611389,1,"U"
"'4076'","Nauru","Nauru",-0.547458,166.9191,5,"U"
"'4077'","Funafuti","Tuvalu",-8.525,179.196389,5,"U"
"'4078'","Novosibirsk","Russia",55.012622,82.650656,5,"N"
"'4081'","Phon Savan","Laos",19.449997,103.158333,5,"U"
"'4082'","Hue","Vietnam",16.401499,107.702614,5,"U"
"'4083'","Bismarck","United States",46.775842,-100.757931,1,"A"
"'4085'","Yinchuan","China",38.481944,106.009167,5,"U"
"'4086'","Mae Hong Son","Thailand",19.301667,97.975,5,"U"
"'4087'","Rapid City","United States",44.045278,-103.057222,1,"A"
"'4088'","Carlsbad","United States",33.0742,-117.1648,1,"A"
"'4089'","Flint","United States",42.965424,-83.743629,2,"A"
"'4090'","Davao","Philippines",7.125522,125.645778,5,"N"
"'4091'","Funchal","Portugal",32.697889,-16.774453,3,"E"
"'4092'","Santarem","Brazil",-2.422431,-54.792789,2,"S"
"'4093'","Sihanoukville","Cambodia",10.579686,103.636828,5,"N"
"'4095'","NAPIER","New Zealand",-39.465833,176.87,5,"Z"
"'4097'","Lhasa","China",29.297778,90.911944,5,"U"
"'4098'","Redding","United States",40.509,-122.293389,1,"A"
"'4099'","Eugene","United States",44.124583,-123.211972,1,"A"
"'4100'","Idaho Falls","United States",43.514556,-112.07075,1,"A"
"'4101'","Medford","United States",42.374228,-122.8735,1,"A"
"'4103'","Redmond-Bend","United States",44.254066,-121.149964,1,"A"
