"movieid","namewords","namepar","year","action","adventure","animation","children.s","comedy","crime","documentary","drama","fantasy","film.noir","horror","musical","mystery","romance","sci.fi","thriller","war","western"
"'2328'",1,"f","'1998'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2329'",3,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2330'",5,"f","'1996'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'2331'",3,"f","'1998'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2332'",1,"f","'1998'","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","f"
"'2333'",3,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2334'",2,"f","'1998'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'2335'",2,"f","'1998'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2336'",1,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2337'",2,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2338'",8,"f","'1998'","f","f","f","f","f","f","f","f","f","f","t","f","t","f","f","t","f","f"
"'2339'",5,"f","'1998'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2340'",3,"f","'1998'","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2341'",3,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2342'",3,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2343'",3,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2344'",2,"f","'1985'","t","t","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'2345'",2,"f","'1986'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2346'",3,"f","'1975'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","f","f"
"'2347'",5,"f","'1984'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2348'",3,"f","'1986'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2349'",2,"f","'1986'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'2350'",2,"f","'1990'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2351'",7,"t","'1957'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2352'",3,"f","'1983'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2353'",4,"f","'1998'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'2354'",3,"f","'1998'","f","f","t","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2355'",3,"f","'1998'","f","f","t","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2356'",1,"f","'1998'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2357'",5,"t","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2358'",1,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2359'",3,"f","'1998'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2360'",3,"t","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2361'",2,"f","'1972'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2362'",3,"f","'1953'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2363'",2,"t","'1954'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2364'",2,"t","'1984'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2365'",7,"t","'1962'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2366'",2,"f","'1933'","t","t","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2367'",2,"f","'1976'","t","t","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2368'",3,"f","'1986'","t","t","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2369'",3,"f","'1985'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2370'",3,"f","'1985'","t","t","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2371'",1,"f","'1985'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2372'",2,"f","'1989'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2373'",2,"f","'1985'","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2374'",2,"f","'1986'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2375'",3,"f","'1986'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2376'",5,"f","'1985'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2377'",1,"f","'1985'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","t","f","f","f"
"'2378'",2,"f","'1984'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2379'",6,"f","'1985'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2380'",6,"f","'1986'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2381'",6,"f","'1987'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2382'",6,"f","'1988'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2383'",6,"f","'1989'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2384'",5,"f","'1998'","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2385'",2,"f","'1998'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2386'",3,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2387'",3,"f","'1998'","f","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'2388'",5,"t","'1997'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'2389'",1,"f","'1998'","f","f","f","f","f","t","f","f","f","f","t","f","f","f","f","t","f","f"
"'2390'",2,"f","'1998'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2391'",3,"f","'1998'","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","f","f"
"'2392'",2,"f","'1998'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2393'",3,"f","'1998'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2394'",4,"f","'1998'","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f"
"'2395'",1,"f","'1998'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2396'",3,"f","'1998'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2397'",2,"f","'1984'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2398'",4,"f","'1947'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2399'",4,"f","'1985'","f","t","f","t","f","f","f","f","t","f","f","f","f","f","f","f","f","f"
"'2400'",1,"f","'1989'","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2401'",2,"f","'1985'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t"
"'2402'",5,"f","'1985'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f"
"'2403'",2,"f","'1982'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2404'",2,"f","'1988'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f"
"'2405'",5,"f","'1985'","t","t","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2406'",3,"f","'1984'","t","t","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2407'",1,"f","'1985'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2408'",3,"f","'1988'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2409'",2,"f","'1979'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2410'",2,"f","'1982'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2411'",2,"f","'1985'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2412'",2,"f","'1990'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2413'",1,"f","'1985'","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f","f","f","f"
"'2414'",3,"f","'1985'","t","t","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f"
"'2415'",3,"f","'1986'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'2416'",3,"f","'1986'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2417'",1,"f","'1986'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2418'",3,"f","'1986'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2419'",1,"f","'1986'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'2420'",3,"f","'1984'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2421'",5,"f","'1986'","t","t","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2422'",4,"f","'1989'","t","t","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2423'",2,"f","'1989'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2424'",3,"f","'1998'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2425'",2,"f","'1998'","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'2426'",4,"f","'1998'","f","f","f","f","t","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'2427'",4,"f","'1998'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f"
"'2428'",2,"f","'1998'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","t","f","f","f"
"'2429'",3,"f","'1998'","f","t","f","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2430'",3,"f","'1949'","f","t","f","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2431'",2,"f","'1998'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2432'",1,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2433'",3,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2434'",4,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2435'",1,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2436'",3,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2437'",1,"f","'1997'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2438'",2,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'2439'",1,"f","'1997'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2440'",4,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2441'",3,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t"
"'2442'",3,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2443'",3,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'2444'",5,"f","'1997'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2445'",3,"f","'1999'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2446'",2,"f","'1999'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'2447'",2,"f","'1999'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2448'",1,"f","'1999'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","t","f","f","f"
"'2449'",5,"f","'1987'","f","t","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2450'",3,"f","'1986'","f","t","f","t","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2451'",2,"f","'1987'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2452'",4,"f","'1990'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2453'",5,"f","'1986'","f","f","f","f","f","f","f","t","t","f","f","f","f","f","f","f","f","f"
"'2454'",2,"f","'1958'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","t","f","f","f"
"'2455'",2,"f","'1986'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","t","f","f","f"
"'2456'",3,"f","'1989'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","t","f","f","f"
"'2457'",2,"f","'1986'","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2458'",3,"f","'1986'","f","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'2459'",4,"f","'1974'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2460'",5,"f","'1986'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2461'",5,"f","'1990'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2462'",7,"f","'1994'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2463'",2,"f","'1986'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2464'",3,"f","'1986'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2465'",2,"f","'1986'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2466'",3,"f","'1986'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2467'",5,"f","'1986'","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f"
"'2468'",3,"f","'1986'","t","f","f","f","t","f","f","f","f","f","f","f","f","t","f","t","f","f"
"'2469'",4,"f","'1986'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2470'",2,"f","'1986'","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2471'",3,"f","'1988'","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2472'",2,"f","'1986'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2473'",2,"f","'1986'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2474'",4,"f","'1986'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2475'",2,"f","'1986'","t","f","f","f","f","f","f","f","f","f","f","f","t","f","f","t","f","f"
"'2476'",2,"f","'1986'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f"
"'2477'",1,"f","'1986'","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2478'",2,"f","'1986'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","t"
"'2479'",1,"f","'1999'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'2480'",5,"t","'1997'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2481'",4,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'2482'",2,"f","'1998'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2483'",10,"t","'1995'","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f","t","f","f"
"'2484'",1,"f","'1998'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2485'",3,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2486'",2,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2487'",5,"f","'1998'","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2488'",2,"f","'1960'","f","f","f","f","f","f","f","t","f","f","t","f","f","f","f","t","f","f"
"'2490'",1,"f","'1999'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'2491'",2,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2492'",2,"f","'1998'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2493'",2,"f","'1997'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2494'",3,"f","'1998'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'2495'",6,"t","'1973'","f","f","t","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2496'",4,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2497'",4,"f","'1999'","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2498'",3,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2499'",3,"f","'1998'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2500'",1,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2501'",2,"f","'1999'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2502'",2,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2503'",3,"t","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2504'",2,"f","'1999'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2505'",1,"f","'1999'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'2506'",3,"f","'1999'","f","f","f","f","t","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'2507'",3,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2509'",4,"f","'1997'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2510'",3,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2511'",3,"f","'1973'","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'2512'",6,"t","'1982'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2513'",2,"f","'1989'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2514'",3,"f","'1992'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2515'",8,"f","'1993'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2516'",5,"f","'1994'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2517'",1,"f","'1983'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2518'",2,"f","'1982'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2519'",4,"f","'1958'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2520'",1,"f","'1970'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2521'",2,"f","'1974'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2522'",2,"f","'1977'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2523'",1,"f","'1977'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'2524'",3,"f","'1974'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2525'",1,"f","'1980'","t","f","f","f","f","f","f","f","f","f","t","f","f","f","t","f","f","f"
"'2526'",1,"f","'1979'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2527'",1,"f","'1973'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","f","t"
"'2528'",2,"f","'1976'","t","t","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2529'",4,"f","'1968'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2530'",6,"f","'1970'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2531'",7,"f","'1973'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2532'",7,"f","'1972'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2533'",7,"f","'1971'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2534'",1,"f","'1978'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2535'",1,"f","'1974'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2536'",4,"f","'1979'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2537'",4,"f","'1979'","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2538'",1,"f","'1998'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'2539'",2,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2540'",2,"f","'1999'","t","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","f","f"
"'2541'",2,"f","'1999'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2542'",6,"f","'1998'","f","f","f","f","t","t","f","f","f","f","f","f","f","f","f","t","f","f"
"'2543'",4,"f","'1997'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2544'",9,"t","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2545'",4,"f","'1998'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2546'",6,"f","'1999'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2548'",4,"f","'1999'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'2549'",2,"f","'1999'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2550'",2,"f","'1963'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","t","f","f"
"'2551'",2,"f","'1988'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'2552'",3,"f","'1993'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2553'",4,"f","'1960'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","t","t","f","f"
"'2554'",4,"f","'1963'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","t","t","f","f"
"'2555'",2,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2556'",2,"f","'1998'","f","f","f","f","t","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'2557'",6,"t","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2558'",3,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2559'",4,"f","'1999'","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2560'",1,"f","'1999'","f","f","f","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f"
"'2561'",2,"f","'1999'","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","f","f"
"'2562'",1,"f","'1997'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2563'",1,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2565'",4,"f","'1956'","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f"
"'2566'",3,"f","'1999'","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2567'",1,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2568'",3,"f","'1999'","t","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'2569'",2,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'2570'",5,"f","'1999'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'2571'",2,"f","'1999'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","f","f"
"'2572'",6,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2573'",1,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2574'",2,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2575'",9,"t","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2576'",2,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2577'",1,"f","'1997'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2578'",5,"f","'1997'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'2579'",1,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2580'",1,"f","'1999'","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'2581'",3,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2582'",5,"t","'1992'","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2583'",2,"f","'1999'","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f"
"'2584'",1,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2585'",11,"t","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'2586'",2,"f","'1999'","f","f","f","f","t","t","f","f","f","f","f","f","f","f","f","t","f","f"
"'2587'",1,"f","'1999'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2589'",3,"f","'1999'","f","f","f","f","t","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'2590'",2,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2591'",10,"t","'1998'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'2592'",2,"f","'1999'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'2593'",4,"t","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'2594'",6,"t","'1997'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","t","f","f","f"
