"userid","ureviewcnt","ustars","vuseful","vfunny","vcool","gender"
"J6L_A2hpZEnzNvi_QbophA",1,1,0,2,0,"M"
"J6Lixvj7szmQ7bL1HyzvjA",1,5,0,0,0,"F"
"j6lJ7RJTkSPwCupDAINGcQ",2,4.5,2,0,0,"F"
"J6mVJj6OEYZG-8TybtRm2Q",8,3.88,3,1,0,"M"
"J6N4WqDsx43b2ofCBheaOQ",15,3.67,2,1,0,"F"
"j6nkZ1Ias1q2aQQ1Ikkp3w",11,3.64,6,1,2,"M"
"J6SKpug2Qspv7DVzUKOwNQ",1,5,0,0,0,"M"
"J6tbGy-l8aBlfwM6I20g4Q",4,2.5,4,3,0,"F"
"j6ub77dEDzbRD-YLexPeEA",3,4.67,1,0,0,"F"
"J6WzbPpGV1PYggO58M3GQw",6,4,9,1,5,"F"
"j6z83bV_j6F05qt0_CrTWQ",31,3.48,17,3,4,"M"
"J6ZbxqkV1qQplGSlmc8Iog",1,1,0,0,0,"F"
"J6znf7lizfUyLtwb-46PEg",32,3.22,111,18,51,"F"
"j7_lzsCT0AQmAdCYVx7J_A",1,4,0,0,0,"M"
"J7-QzvtHd-hMCqeaspkw2A",4,3,7,3,0,"M"
"j71lD0BgYWxOK5TAncpb-Q",120,3.64,205,89,86,"M"
"J72XoQspNBmPsX2iKl2YvA",180,3.94,588,249,525,"M"
"J76z7gzmpM9B766vmRRukA",3,4.67,5,1,4,"M"
"J784I174Szya7NFpwVZ3xQ",12,4.25,14,2,6,"M"
"J78I_XBYrU8buK3c1Pomrg",166,3.75,188,59,98,"F"
"j7b459zzWxfxOftjpQ5o3w",3,4.33,1,0,1,"F"
"j7cWNV-bD8M_YF8hku7uHQ",3,5,9,0,2,"F"
"J7DT7ugp9zHGDdypkXM--w",3,2.67,1,0,0,"F"
"J7fQ9hZTOD5mngfC7WqbKw",2,2.5,4,0,0,"F"
"J7i0vruZjgRRZAFTFH_SQg",5,2.6,1,0,0,"M"
"j7jWgchz89-Sp-0MlEtBZA",6,3,10,8,7,"F"
"j7JXPOiHHt7iYWzAP8xwHg",10,5,1,0,1,"F"
"j7pgvFfTda7ownh7L8LChg",4,3,3,0,1,"F"
"j7QuHGTuFCkm585AOnmu_A",2,4,0,0,0,"F"
"j7zCXmdYOZ_tMk3Qd47x_Q",1,1,3,0,1,"F"
"J839fZEybDUYfe5kWhNZBA",3,5,0,1,0,"F"
"j86_tXUrqjQp8uN-U93SfA",1,3,1,0,0,"M"
"j8aXpqNaXgTT3eg5zAqvjA",7,4.57,6,0,1,"F"
"j8B7SjhJS5jLfgXW3TyoNg",1,5,0,0,1,"M"
"j8bhmzRukocEe2KgHfsuAA",3,5,1,0,0,"F"
"J8cexDUDwFGW8Z0LQsqWew",1,5,0,0,1,"F"
"j8CGT7NZ0SFDEpapo93dHA",2,3,2,2,1,"F"
"J8DFr8CLuUVizfdOKBLF6w",4,4,5,2,1,"F"
"J8DQNfSsEvxsUENY1TUf2A",9,3.44,9,0,0,"M"
"J8FYp-SmJ5uMd7euuB_gyg",2,4.5,0,0,0,"F"
"J8H0T9Yfr4V_3oU-nPGajg",1,5,0,0,0,"M"
"j8mh9nlPbxNnOUhlzMe3pw",2,4.5,0,0,0,"F"
"J8ngVoMkwgKHD_Ouogy0Hg",42,4.14,31,12,18,"F"
"J8njvTaj-Qj-7tE-wLPEWg",44,3.7,24,9,6,"F"
"j8ocPEVty-EEYQk_Zeldyg",593,3.6,1143,307,886,"F"
"j8PTjR2NrqSOtM9zeJcVRQ",14,3.71,1,0,0,"F"
"J8QKQshbOYDxgFR9MwCKYw",20,3.05,33,5,8,"M"
"j8QQIe9YViSk_dbUHLVLcA",4,3.75,9,3,5,"M"
"j8QwTQI-Q9zZ6COOaXyCqQ",2,5,1,1,2,"F"
"J8VaukiFy0pzOQP3XRFlVQ",5,4.6,3,1,2,"M"
"J8vPYZuF2HhWIrIcmUsLdQ",13,3.08,5,4,1,"F"
"j8ZdBcVCG1B7D5cyzddzyA",4,4.25,3,2,1,"M"
"J9_QRGpKaLmOb24L5W3PIg",9,3.44,11,6,6,"M"
"J92aUGPKStpBIwx__yncfA",364,3.23,489,133,243,"M"
"J92bzxYVmyoLHULzh9xNCA",7,1.86,5,2,4,"M"
"j95HloXgQiHWDdkkHwytlQ",479,3.7,870,351,636,"M"
"J9Ax6c3XDFMAXBeX0E4iXw",1,5,0,0,0,"F"
"J9B3YCJZwi392PYYhWc0xw",7,4.43,4,0,0,"M"
"j9CYALELapJci8kQ61_7Cg",5,4.25,1,0,0,"F"
"j9Dkw4Bp1oBB-n2_-cQzUQ",37,4.22,83,11,17,"F"
"J9ep2U7x-v3AydxMllgPTw",4,4,5,1,2,"M"
"j9HaVm6YeinMLf6I8s1e2Q",28,3.96,28,4,8,"F"
"J9iQwRUyJtLWM7gkFhy5Qw",17,3.88,8,4,4,"M"
"J9JF-xoW8cq-zgxnl5LICw",93,3.59,100,26,53,"F"
"J9jys5k9dIIV5OpaylzMUg",9,3.5,10,1,2,"M"
"J9LoIE-PDlGKl2vw2uBuLA",15,4.36,5,2,0,"F"
"J9MIKNro6dUBI-iRrg_fjw",6,4.2,7,1,2,"M"
"j9MRFozizu9ij5aotQih1g",2,2.5,2,1,0,"M"
"j9NhUBzzUPhjjibaEdhkyw",6,4.33,9,1,2,"M"
"J9NOF7siyQsPUtRxKt0lzA",2,4,0,0,0,"M"
"j9Nu7OThRuBDK7KnKuF72A",3,2.67,8,2,1,"F"
"J9NYVFZG6-TJnTmVpZkeMQ",1,5,0,0,0,"M"
"j9RfgsHE15SZF9qxQ7IFow",5,4.2,7,2,1,"F"
"J9SyqyIsWyca5v3Z4GyrJg",20,3.74,44,23,26,"M"
"J9u2d1P-nr937LGlZ3wmHQ",11,4.09,16,1,1,"F"
"j9WLbAKAYJCjUTdP6OTFmg",6,4.33,5,1,0,"F"
"J9wVWg6HZ8hDA8L3v3EAcA",24,4.17,70,36,46,"M"
"j9Y0A8AGYy3bZ85iwZ4rmA",32,3.62,57,8,10,"F"
"J9zEeVglXtBt2mgPVvPAYQ",20,3.95,4,4,1,"F"
"j9zZhqmI1frCTtb52l7AHA",3,4,2,0,0,"F"
"jA-OiBr_0Mf5rJKLK0BloQ",1,5,1,0,1,"M"
"JA3Do9sHxbKaTt-bBTQ26g",1,1,0,0,0,"F"
"Ja44aQfqIMBJPk7UdVR4wg",9,4.38,7,1,0,"M"
"jA5k5B4_wOr_beolFz0IJw",3,1,1,0,0,"M"
"jA5LKrVjCN8x9kJcMH0NmA",40,3.73,13,0,0,"M"
"ja5S2Meu_59oiYOv6KNk2g",2,3.5,1,0,0,"M"
"JA5xlhDIunDFobuVF4D5pg",9,2.22,10,0,2,"F"
"Ja8FvcWiWHEXME2vmTPTkA",240,3.46,368,244,187,"M"
"Ja8SAyDdf1aY-E7vVixJiw",22,3.55,15,10,1,"M"
"jaagaD0kk6dI4KFzyYxjfA",1,5,0,0,0,"M"
"JaBe12H_-MQ_0a1Gv7znug",16,3.88,20,3,4,"M"
"JabRmU5K-Nu3sOTXxQExNA",1,5,1,0,0,"F"
"JaBvHfcppzL4gldb_j_Epw",2,1,2,0,0,"M"
"jAC8GCiu8Z01pGdpT_-TlA",149,4.01,195,137,151,"F"
"jaCzjaZ-MppqMyzsNiYwww",2,2,2,0,0,"M"
"JAeTwZWx5MUq2_h7fZLKIQ",22,3.86,76,18,30,"F"
"jafRXdlhF80VUZEKmvmw3g",9,3.56,3,0,1,"F"
"jagd2iT4WJ7uP4r_IUH-aw",5,4.4,7,1,2,"F"
"jAHd05GaK2Gec3FTN0-3dw",42,3.62,98,64,65,"F"
"jAitBbJwvBg5xF0SS3icQA",5,3.8,13,1,12,"F"
"jaJZWvIfncodMrMenXbh2g",18,3.89,30,9,16,"F"
"jal7dnm8aaakZ30OO1yRNg",1,1,1,0,0,"M"
"jaLXQv0W3dcunakh7TiZWg",1,5,0,0,0,"F"
"jAMV3qHly-HJHf6e-PpXjg",92,3.92,41,14,15,"F"
"JANq92DisQIe65XzJ0qTgg",2,5,0,1,0,"M"
"JANwopqk_HDjybhoyrBy3Q",7,4,2,0,0,"M"
"jAO9zgmbTXk4LaTxdSP_TA",33,3.94,6,9,2,"F"
"JaR-vQ0sYKZYR5eLR38qiw",3,3.67,2,1,1,"F"
"JarUBcD2m_kB_CHImOnteA",5,5,4,1,2,"M"
"jat0NYgodMevP4lXxjEIDQ",165,3.52,235,101,147,"M"
"JATLalor8UmBOjxxu9BIrA",1,5,2,1,2,"M"
"JAUd7BYwkZ07apjZMrDN2w",3,2.33,4,1,1,"M"
"JaUjRAwzOFwu3nK_4g1JxA",2,4.5,0,0,0,"M"
"jAVKFq7iAE_IQYdRT--hiA",16,3.19,13,3,1,"M"
"javLlCC8jgKK3HNuCdKZWQ",8,4.14,11,2,3,"F"
"jAvOCLXVik-Zay06ffM20Q",3,3.67,2,0,1,"M"
"JAWdCz4EdPles7G2WBU8uQ",1,2,0,0,0,"M"
"JaWg4OeVaR80Vx4SkC5Bxg",11,3.73,3,1,1,"M"
"JAwLxKKS3XK1AyZZjUKjQw",30,3.2,53,20,5,"F"
"jaYeHnr9h_3QzJgq3LPqyg",11,3.82,16,3,1,"F"
"JAzJXjfXDuMpQ87QFfjrZA",322,3.47,181,65,135,"M"
"jB_tZ641WMpp1Hve7Jblaw",4,3.75,12,2,4,"M"
"JB--t0I_L64HxfAVqDEKHw",25,4.68,10,4,2,"F"
"JB1zM0tv-mzRXMfQ_UBz2w",18,3.5,11,1,2,"M"
"jB2xHLIgQhQvnuFh7FCkEA",3,2.67,0,1,0,"F"
"JB3YcHhrOoFwY2QG3z_slw",2,3,4,0,0,"F"
"jb4ClzMWX8I7J4V2B03hNg",1,1,0,0,0,"F"
"Jb5uR0br80znL6ElNGVvKg",326,3.73,431,176,304,"F"
"jb8eCzL-bfLtlPLlWoveRg",4,5,0,2,0,"M"
"Jb8p4tDOrq_IKjBJXM0GSg",107,3.52,242,200,126,"F"
"JB9cV8aicDpZjKKT6pamVQ",1,5,0,1,0,"F"
"jbBDOTVdpkYl6bl4JUufsA",88,3.48,101,43,45,"M"
"jbbmkaCIW4zitaebHWZk2A",4,4.67,3,0,2,"M"
"jbd8Uv0r16Kwj3Ayd9vvuA",1140,3.64,5984,2218,3953,"M"
"jbFDg5g7c4-n-QYs7oRVqg",4,4.33,1,0,1,"F"
"JBhGzrSPPQwi66h0KGPnww",2,4,0,0,0,"M"
"JBHSLQ1ZUPSpNGrDayER_g",2,5,0,0,0,"M"
"jBhstBJoBoFe6T4fHcn-7g",4,3,7,4,4,"M"
"JBIEDde9JAUSG50jqo8JnQ",130,3.88,58,36,36,"F"
"JbiivIfpNOf6-YpMAceZrw",13,3.33,23,5,4,"M"
"JBjeU6IKdys77uYC65Ey7w",3,2.33,3,0,0,"F"
"jBJXqCFHa9smOYERY9IGGA",1,1,0,0,0,"F"
"JBlcfu6tqQ5l7NmkyFVv9w",29,4.03,17,1,8,"M"
"jBlILpqhMq3l4wnyAw6Y0Q",81,3.73,215,176,208,"F"
"jbNFeZkxH-kBn1AUfrP_Uw",1,5,2,0,0,"M"
"jbnMlMcBKcQa6uliuXJ7CQ",22,3.64,9,8,0,"F"
"JBPlLDwtFXtjhheL2nkZaw",54,3.31,25,9,9,"M"
"jbPS08L9kJUQtvVtyCfvrQ",1,1,1,2,0,"M"
"jBQ4hsHK2-TXLffmTo9t0w",3,5,4,0,1,"M"
"JbQAH6ynOntNVseL6dlN5A",2,3,2,1,0,"M"
"JBqCK91EYYzHws_-1WB8Ag",2,4.5,1,2,1,"M"
"Jbqw1fSNgiSBl8rt6jNnoQ",18,3.65,12,6,7,"F"
"JBRa9fER1Dqjc4YKa_-kjw",18,3.88,20,14,9,"M"
"JbshKnByoD7iQX7Iwj45eg",1,5,0,0,0,"M"
"jbTbQSTDOGLXHorHtoiNZA",1,5,0,0,0,"M"
"jBuU4lovzxnHU64CAPM6xw",5,3.8,5,1,0,"F"
"JbWe0sxjhZTozq-FZuyiPw",11,4.78,6,0,0,"M"
"jbwr8fQ1A8N3vUwMIdTCxQ",1,1,1,0,0,"M"
"jBX9ATHsurgmzZdwalTKOA",2,4,3,0,0,"F"
"jbyF4GqvAW5VQof0dHm9sg",6,4.2,4,0,0,"M"
"Jc4riSibQf4xfxTQqX65Cw",73,4.14,101,5,25,"F"
"Jc5I_HLM1e_GHGiGeBUttw",11,4.27,6,5,3,"F"
"JC5tmqAV_wksNcp1WGy9NA",5,3.6,4,10,2,"M"
"JC7nd7_Vf3QL9-PAnEpU7Q",29,4.1,28,9,9,"M"
"jc9xb_8IeqdChfWLk0xrnA",6,2,2,0,0,"M"
"jcAJQYe_BbTD1JZZZqfxVQ",1,3,0,0,0,"M"
"JcaRTb-8fMgdFv9t-jN8Yg",1,5,0,0,0,"M"
"jCbAgE-3fzuzMgSe9nw9jw",17,3.65,43,22,12,"F"
"JCbnDoUBsUpryA3xWa3Urg",3,3,2,0,1,"F"
"JcbWCUhakjiLUZFO9bsSNg",1,5,3,0,0,"F"
"jccGOMPTOGS22Tp2m9PAog",73,3.9,328,249,251,"F"
"JCEUdU6gFByPSyNnfZNQBg",11,3.44,6,1,2,"F"
"Jcf3HFAFlxae8BYMY4F9Qw",3,4.67,1,0,1,"F"
"JCfHBL4zGkPjtKVd9hS_Bw",37,4.7,58,8,15,"F"
"jcGf9EjkLWNlWoVSSEhuqA",2,3,0,1,0,"M"
"JchEBvXwtb5m_5NDOZwqSA",4,3.25,2,1,0,"F"
"jCIERTSh2kSDW5IlIeNGLQ",19,4.05,20,6,3,"F"
"JciqIASGTbayMvgIH-nufw",4,3.33,1,1,0,"F"
"jcJ066tZKWRjqcu62qU92g",18,2.06,26,3,1,"M"
"JckdVtW6bRTTJeAyKgNB3A",5,2.8,3,0,1,"F"
"JCKgyOjE4ML0685O1WTWHA",55,4.25,70,21,29,"M"
"JclymyZXUkC_wr0tHziKbw",4,3.25,4,0,1,"M"
"jcPEYLD5N0cXzr-98qptww",2,3.5,5,2,2,"M"
"JCpQDETmyGtQ_PJbSnc47w",14,4.07,10,1,3,"M"
"jcqA92E_C1TfHOnd7rupkA",4,4.25,5,0,2,"F"
"JCRLqsQGqSx6uLFJEnG4hg",1,2,0,0,0,"M"
"JcsgdLl4HcmAHMRhgsBK7Q",9,3.67,19,5,3,"F"
"jctrnRM2TqzlXhNR9AjCZg",5,3.5,1,1,1,"F"
"jcuzf41WUk0JkLWv4whS7w",3,2.33,2,0,0,"F"
"JcV3CxPoc1eNJQqNQm8hnw",10,3.6,0,1,0,"M"
"JCvIm4Q2-wioAl5imO5Ktg",34,4.65,32,10,11,"F"
"jCwWF_xSGgHv1zV1J3Bs5Q",5,4.8,12,6,12,"F"
"JCx3wTsBcN91i7uF1RM-aA",9,4.12,1,0,0,"M"
"jcxIixhwAHuHqMWreMat5A",1,5,1,0,1,"F"
"jCXrEQhkXe5h3dgu2qNxzQ",131,3.66,108,82,83,"M"
"jCyt_ipwjh4Ng5aUAR2Aww",4,5,6,0,2,"M"
"jd_A8MB3M33Xy9Dd7UJ7_Q",10,3.7,8,4,1,"F"
"jd-UtRWcIY42PqrAhQHa-g",4,2.75,4,0,0,"M"
"JD13dDgS-To2pfArK-ojxw",7,4.29,11,1,2,"M"
"jd1goW8o_c0RbixYa6CFXw",3,4,1,1,0,"F"
"jD20vPRPHApRcKAFiqcIwg",35,3.97,16,2,7,"M"
"jd2VXiZH_9MhWXpe2Lr3yw",5,5,2,0,2,"F"
"JD37iBDY9RNOoyLegn6amA",9,4,11,4,6,"F"
"jd5BnirFuN4ahn6shwCtlA",155,3.46,93,14,47,"M"
"Jd5JiOAXKQFnFmPAA44LSw",1,5,1,0,1,"F"
"JDAmEJa3SewzcYlYDZBuwQ",32,4.22,21,10,14,"F"
"JDBKPVE5h1aPP3NwoN6eag",6,1.83,4,1,0,"M"
"JdbRJlPhDTW2Rno9cqEmtg",1,4,0,0,0,"F"
"jDCONTPR6nyc3J7iimwzkQ",6,3.17,10,1,1,"F"
"jDd_FxWky56PjmlUojM5Zw",13,4.42,36,4,8,"F"
"JdD0gCczDXEopNqDu5tfCQ",2,4.5,0,0,0,"F"
"Jdd6pzlYgL8h7OoW2-JzYA",5,4,3,1,1,"M"
"JDDn1lM8d0CXzG6_4kB94Q",1,3,1,0,0,"F"
"JDE_PFMoii44T2ySwLnBhQ",19,3.84,35,1,7,"F"
"jdeNI5TTTuM6mj3HTgstRA",236,3.31,902,609,623,"M"
"jdf3Djkxa6YQjhyd_YCCXQ",5,3.2,3,1,1,"F"
"jdfiORh60zOH7ERQ44WgFA",10,3.3,9,1,0,"F"
"jDhIoI1Xw4o_T_d-18madg",6,3,1,2,0,"M"
"JdHqFm1PwpQJOeGyBPzaxw",2,4.5,2,0,0,"M"
"jDIh9jRcB9dIszjDcOzUJA",58,4.16,79,4,28,"M"
"jDIloYYv47DJx8S2xQYsyQ",185,4.04,190,24,72,"F"
"Jdip8JA5NA5e4UJgGkvXPw",21,3.71,21,4,2,"M"
"JDJipU4X-8iS35YQ5i2AKg",2,4.5,1,1,0,"F"
"JDJzu-JkAMwb16nnfnh3WQ",7,3.57,7,3,4,"M"
"jDK0rTW0-qb7hZQStQdJRQ",2,5,0,1,0,"M"
"JDkJXg8LoOxeE3tcz0d4Vw",1,1,0,0,0,"F"
"JdKqWVYiqW9hsDXyR9a_SQ",106,3.25,96,18,24,"M"
"jdLoHu-K6uOELCo4BD7RLg",14,4.21,20,8,11,"M"
"JDmeRErp_tCBwupzKCD35A",9,3.67,3,0,0,"F"
"JdNERlRX2ghg3v_rNSt8Hg",1,5,0,0,0,"M"
"JdnI2eq2uGn7a8d2BriFzA",1,5,2,1,1,"F"
"JDNVrgx-ezevpd2QkAmPwg",32,4.25,27,9,13,"M"
"jdoGEEy5s-5L1O_lNzEi2g",38,3.76,99,39,41,"M"
"jDOIQn0VbdTMROy_yG4-aw",4,3,0,0,0,"M"
"JDomeP43HUjNceEI1RqPzQ",14,3.93,23,6,9,"F"
"jdPaIEMrUpzR4-dC-o5zSw",21,4.58,14,3,2,"M"
"JDPGeO3UP0aB37GDX4iW0w",5,4.8,1,3,0,"F"
"jdQk5di1AP5BJSM6LrBU-Q",3,4.33,2,1,2,"F"
"JDqqzdedpCgQ1XkLjeWM4g",122,3.01,94,9,17,"M"
"jDr25VJa4a17nYtZc_kyLw",2,4,0,0,0,"F"
"jdrrHBFm7PHZJa_hWz37cA",1,5,0,0,0,"M"
"JdSzqBS0wicnprSQc6mfGQ",3,5,4,1,1,"M"
"JdtaC4EiIAc6zZDkvZm7mg",5,4,7,0,1,"F"
"JDVbRaxrjJaLX75UQ8Q3Ng",2,5,2,0,1,"M"
"JdvtHP_OvCptdXZD_ajoww",5,5,2,1,0,"M"
"jDwCU6urRqUHtUWIus1o5A",2,5,1,2,0,"F"
"JDX-28rGjHBV-y7ntR3GJA",2,4.5,0,0,0,"M"
"JdXhizlpm9VaXyv2dbutrg",4,4.25,6,1,1,"M"
"JdXzzWTmwq5gJRtO6B5hjw",30,3.2,30,5,7,"F"
"jDzE0yzvFLoTX31hZjV5kQ",105,3.87,194,34,108,"M"
"JdzKzP0z5JQGCV6mrkatUQ",5,4.4,3,0,0,"M"
"jE07HhcKF-8pSfj998NQoA",2,4,5,1,6,"F"
"Je0kWpzS4XKfowdU_j86RA",34,3.22,20,5,4,"M"
"je0xJ_qIZfaSXkEQKcnKFw",26,4.19,39,13,9,"F"
"je2bgJT7rdn58WiATiurDQ",2,5,0,0,0,"F"
"jE2g0AG77g9k4xqrA1fYxQ",3,4.67,1,0,1,"F"
"JE2KUAxlUSZ5hvPZ5fmvKg",1,2,4,0,0,"M"
"Je3WjJ8pxmI-I-LauGoIhQ",5,3.4,1,0,0,"F"
"jE4YMZcAiYZAHkRf4SiZqQ",7,4,4,1,0,"F"
"JE63g6L1BGDZb2CjGGtgUg",39,3.36,17,5,6,"M"
"je980NOfQJo7hz3Ujrodyg",10,3.8,7,1,0,"F"
"JeBi1WOHYnCW7Jmi3-nrWw",7,3.14,4,0,0,"F"
"JeBT9nFkGcUNTXH_FuyfYA",1,1,2,0,0,"M"
"JedvyJVymHIBJmWdIWGGww",5,4,13,1,4,"M"
"JeDXg5tMVVAj1mRRRPD2Pg",13,3.9,9,1,3,"F"
"jEDZuYPq1RCOhfv3vDR-aw",16,4.12,11,5,5,"F"
"JeflQF9SF6DzapBkueMdOg",1,5,0,0,0,"F"
"JEfRjBaNqdInGz2_Zx3mxQ",167,3.83,166,47,75,"F"
"Jegks7c-o66A9LaxWYQLsQ",464,3.5,299,91,81,"F"
"jegMCR6KuOLCTJRKrVzahQ",2,5,2,0,2,"F"
"jEGn5t1LoY5G-L1OYLNHBw",11,3.18,29,11,6,"M"
"jeGU96alywG5iHWuj4Fazg",26,3.4,15,9,1,"M"
"JEHGgY_fGtRCXur03C9fQQ",16,3.19,9,9,3,"M"
"JEjzUX-9ZjZl0nXs6kgc6w",56,4.09,19,5,11,"M"
"JekmuI2MOmvdxxPSticq4w",1,5,1,0,0,"F"
"jeLW8ernpsi9QjKtSeUhng",2,4.5,0,0,0,"F"
"jEnErghwHUIQJe5qgt3NWA",66,3.56,130,196,110,"F"
"JenVReKCKvC3x2T-Ol3XMA",8,3,3,1,0,"F"
"JEOtT8CZuUEb_ooyt8Tbww",3,4.33,0,1,0,"M"
"JEpvJBvjXnrAf4SFDb3EsQ",53,3.38,86,60,55,"M"
"JEQ6el2-tLtKJU6k_SpE-w",1,1,2,0,0,"M"
"JeQj8Dz3aTatPRfhn5o5uw",254,3.43,171,50,54,"M"
"jer3FVxRRuCLLQowhLpcag",4,3,5,1,0,"M"
"jev0yrmMJulOsfjKoT6jyA",3,4,4,2,4,"M"
"jEVt4CQiOLY3VHyu8N3gbA",148,3.36,89,18,25,"M"
"jEvx2xl9cUemu8a-lhjNrg",5,4.8,1,1,1,"M"
"JEWgA2jEccw3SjNfCDndSw",2,5,0,0,0,"F"
"JeYk23C6S1BIw1roLc6sxg",2,5,0,0,0,"F"
"jeYq5h7hzm9RGda0BvIarg",3,5,2,0,0,"F"
"jEYQNYkoZGS7foGUUyfCwg",101,4.02,40,7,9,"F"
"jEZNqvXjHcSaNtS1XkUz3w",45,3.69,32,7,11,"M"
"JF05ffi0qdheB9Ti1kACOg",350,3.66,286,53,106,"F"
"JF3qMDOqcqkMD-7d00Fuqw",4,5,6,0,0,"M"
"Jf67LRtOhdIa9VTSGrA3qg",19,2.68,10,3,3,"M"
"jf6btHeiIBWCwoXEyzs-pQ",5,3,6,0,0,"F"
"jf82dsq0E42X341X3rgXWw",8,1.17,7,4,2,"M"
"jFB4m2Na8fTIhc3TAYoeYw",96,3.62,153,38,56,"F"
"jFBFt0-P_7isF65m4ZGgQw",3,4.67,5,0,1,"F"
"jFbrTiynosxfWzvy5seuuw",1,5,0,0,0,"M"
"jFDpsSNYZl5ZgMUCigtmDQ",15,4.33,13,5,5,"F"
"jfdTS_6PVt5hox1BGnpI0g",3,3.33,0,0,0,"F"
"JFE1Za72ni2zsYw5UngoWQ",8,4.12,7,0,1,"F"
"JfezQ-BqHOE7pnW2DkhxIg",2,5,1,1,1,"F"
"JffajLV-Dnn-eGYgdXDxFg",539,3.92,2452,1233,1875,"F"
"JFffaZumjkbOiGAnzeVbNA",3,4.67,1,0,0,"F"
"JFh7wo0BCRbI3nlmuVHJcw",1,5,0,0,0,"M"
"jFhB_En2XyE0MDHm1zr7EA",3,3.67,3,0,0,"M"
"jFHmCsK5Vs3qSS5vvmb2Jw",57,3.82,80,10,28,"M"
"jfhS4RKcyZ2Q2YLx-WfldQ",1,1,0,1,0,"F"
"jfibXfGqt9CRFa36wPC8XQ",2,4,0,0,0,"F"
"JfiswC7gqPAYllVjn-G7Ew",3,4.33,1,0,0,"M"
"jfJh0tUEFaxkFeFnZcOqsg",1,1,0,0,0,"M"
"jfl8fRvwKrzmXm5RbVFwHQ",2,4.5,1,0,0,"M"
"jfL9EqM4nSTMV7mt_i2nuQ",10,3.67,4,1,0,"M"
"jFm_S22ebWySCvw9tD7S8Q",16,3.87,11,0,7,"M"
"jFM2vX4m_b3ZcqZDIiNRUA",7,3,14,5,1,"M"
"JfmBnhlDtpV9tmki_UTiRA",2,3,3,0,0,"M"
"jfMCiJd17AUiRxH1_FZy2Q",3,5,0,0,1,"M"
"jfmoe97fJDWegNJ589ZjeQ",26,3.81,32,7,13,"M"
"JfMs-RXpDmprwVIx-ZU_4Q",17,3.82,33,8,8,"M"
"jfnhL65BMkf3oN49wdhPAQ",19,3.53,14,10,6,"M"
"JfnlQVCV6GOe59N7eODNhg",50,3.66,35,7,6,"M"
"jFqJB6T7VZgwe9FHeM434w",3,5,2,1,1,"M"
"JFRGxm4uRXQoZxWU7NdVEg",4,4.25,3,0,0,"F"
"jFrnZ6K3BNbPG2znznaq6Q",18,3.61,11,5,5,"F"
"JFujWMjzSFCyWKBqwzhFBQ",21,3.67,27,6,15,"F"
"JfVJ8BGQ8wMoF0OwegV-xA",3,1,5,0,0,"F"
"jFVn_fZrhA5OJPHN-L0DGA",10,4.7,1,0,0,"M"
"JFWWAOF-Mx_Mao_aqxQ8XQ",5,4.4,6,2,1,"F"
"jfXT_8J_EQnJVa4sJ3z6hg",1314,3.8,1543,431,770,"M"
"Jfy4zvmAUQxUAWdDkE37Qw",1,1,4,0,2,"M"
"jg-sagBTTuSqHabHQ-f52w",3,3,0,1,0,"M"
"Jg0BVZBkmusNnF9u7kc6FA",2,5,1,1,3,"F"
"Jg1414ezY-oH_hz5OM-73A",278,3.59,111,48,34,"M"
"JG3AQ5OxlO6cKRcvvhJDEA",12,4.5,17,4,12,"M"
"JG4hYCxStBSWCKzEeAsnRg",8,3,13,3,0,"F"
"jG8TEA7YiB4O76quuIJQGQ",172,3.78,1888,2086,1653,"F"
"JG8XVMM3JDv4wZRFAsZlFQ",25,4,57,19,39,"M"
"jg8zYGjmfaBGw2bKgj0STw",48,4.06,30,21,19,"M"
"jG9eWR3fDEL_HAsf_NUrFg",44,2.71,44,5,12,"M"
"jGA-25sz7u2dqMFI7irHuQ",1,2,0,0,0,"F"
"jgA-ZOR-96OQOMcH9OE9Rw",1,5,1,0,0,"M"
"jga116TEkHXu5hSUckN_EQ",2,4,2,0,1,"F"
"JgA7_pHUf4KKWj-n9vB-8A",28,3.75,22,6,15,"F"
"JGbmLizPsn-6ZCxjAm1hIQ",1,1,0,0,0,"M"
"JGCAc1ELELm_P_-FlgX3hA",53,3.21,93,72,44,"F"
"jgCN8cAcIHA59igjBidU7w",3,2.33,1,0,1,"M"
"JgDkCER12uiv4lbpmkZ9VA",426,3.43,920,511,489,"M"
"JgDuU82qd_hEjk-cjvqcxA",57,3.63,122,10,35,"F"
"jGeNUXDGqC9W-yDfW_jjtQ",34,3.97,20,1,11,"F"
"JGGGo5ayp9NkRmJncYiRpw",6,3.17,10,5,4,"F"
"JGGXT447a5zVfanaIUb8uQ",116,4.16,85,22,43,"F"
"JGHaZ4pv1qDmcSCKe1rzSw",2,1,0,0,0,"F"
"jgHjTC_Mdf4IeiwAeDqmbA",5,4.4,5,2,0,"M"
"JGKUYPaZgCUHOZ7R9eGubA",31,3.61,41,13,27,"M"
"JGLSr6RHz4XNujyDlbqJUA",2,3.5,2,1,0,"F"
"JGLze0fQtm23AxnfD2u61w",1,5,0,1,0,"F"
"JgMdtuDMxw3jocijUd18eQ",35,3.71,14,1,2,"M"
"jGmhtUXPOn1I4mph5b7hlw",482,3.15,307,79,164,"M"
"jGmnd3qIBPezcuxG0qyD7w",13,4,4,1,1,"F"
"JgnDbqW9IjFTQRtp529S0g",2,4,2,2,1,"M"
