"businessid","cat109","cat363","cat361","cat366","cat344","cat33","city","cat501","cat444","cat404","cat259","cat246","cat79","open","cat221","cat314","cat104","state","latitude","longitude","bstars","breviewcnt","wday1","wday2","wday3","wday4","wday5","wend1","wend2","wend3","wend4","wend5"
"NkDveAzq_V6i352Lee8v-A","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.3934996,-111.876711,3,15,3,2,3,1,3,1,1,0,0,2
"NkGQRN6ahwQoFEAlHq8NHg","t","f","f","f","t","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6556844,-111.9300279,4,6,0,0,3,8,7,0,1,2,1,1
"NKKt_CxHCggMvuvrqJEjSA","f","t","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.5818622,-111.9345638,4,8,2,6,3,1,3,1,0,2,0,2
"NKMyRG-hK6_HNMlckY7Hxw","t","f","f","f","t","f","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.373795692149,-111.80777010022,3.5,36,0,3,6,9,12,0,4,5,5,5
"nKrK1aK2uWtL57Q3ShH6Hg","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.6355242,-111.9253385,4,71,1,4,16,9,17,0,0,8,4,4
"nKrUueeLiIAeMH8nGhdh3A","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4949436,-112.128213,2,4,0,1,2,0,0,0,0,0,0,0
"NKSA0em3dHSGTyo6Eu-Waw","t","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.6386895,-112.183988,3.5,48,0,1,5,5,9,0,0,4,4,2
"NkTBJP2YOwUAUNzRqR2gJg","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.700033,-111.888462,3.5,16,0,2,3,1,3,0,1,0,0,1
"NkxQoAeavYIPqDvfOp1Naw","f","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.306093,-111.890267,3.5,3,1,0,1,1,2,0,0,0,0,0
"NL14zha-dzIsEGO-Vm1hxw","f","f","f","f","f","f","Scottsdale","f","f","f","t","f","f","t","f","f","f","AZ",33.6695799,-111.9209958,5,4,4,4,4,4,4,4,4,4,4,4
"nL2bJRBPzGCOacqMzQ83UQ","f","f","f","f","f","f","Scottsdale","f","f","t","f","f","f","t","f","f","f","AZ",33.494426,-111.916048,3.5,8,0,0,3,0,0,0,0,0,1,0
"nl5ifGmOQMw-MlMO_tdnbg","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.678615,-111.9746066,4,17,0,1,11,9,9,0,1,5,4,2
"nL9tCTn4Sswcwcdkol4URA","f","f","f","f","f","f","Buckeye","f","f","f","t","f","f","t","f","f","f","AZ",33.43238,-112.5577401,2,3,0,2,5,2,2,0,1,3,0,0
"NLaZGf9em6T-z7TSXUkxDw","f","t","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.675676,-111.979308,4.5,6,0,5,3,2,0,0,2,1,0,0
"nlbZs9GkO_ZJk3qg9ZBSxw","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.3798069,-111.6016375,3,16,0,14,17,11,6,0,3,6,5,2
"NlD18mwNRjNPzH8hs7abPQ","f","f","f","t","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.680405,-112.081124,3.5,4,4,4,4,4,4,4,4,4,4,4
"NleiJA9dpfKjhxe0cCD1MA","t","f","f","f","f","f","Avondale","f","f","f","f","t","t","f","f","f","f","AZ",33.4680145,-112.3407907,2.5,6,4,4,4,4,4,4,4,4,4,4
"NLek5KCyuf9HHIMFJDEf_g","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6394304,-112.1355409,4,3,0,3,2,3,1,0,1,2,0,0
"nlFlIeziD-4nNUF2B337Yw","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4948142,-112.0536454,4.5,117,0,2,19,15,18,1,1,6,4,7
"NlhHKKpS4xg9nOrWzkMJ-Q","f","f","f","f","f","t","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5988106,-112.0128624,4.5,7,4,4,4,4,4,4,4,4,4,4
"NLKjSOHL4F6yQQooc6JbyA","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.423407,-111.980464,3.5,8,4,3,3,4,5,1,1,0,1,3
"nLL0sjLdZ13YdvhXKyss7A","f","f","f","f","f","f","Glendale","f","f","f","t","f","f","t","f","f","f","AZ",33.541502,-112.184054,4,9,0,0,6,0,3,0,0,1,0,0
"nLLs9fIiWw6WDku3_2NVVA","t","f","f","f","f","f","Peoria","f","f","f","f","f","f","t","f","f","f","AZ",33.6112406,-112.2216436,4,28,0,1,4,5,12,0,0,3,1,2
"NLMGmL27O1H-Vr-HnYQJ1Q","f","f","f","f","f","f","Phoenix","f","f","f","f","t","f","t","f","f","f","AZ",33.480699,-111.986064,2.5,5,1,0,1,1,6,1,0,0,1,0
"nLpV9fo8xml-QHOKyOje2A","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.479889,-111.997771,2,5,0,0,2,2,7,0,0,1,2,1
"nlRvjZpJ4a5J7UswtKLANg","f","f","f","f","f","f","Surprise","f","f","f","t","f","f","f","f","f","f","AZ",33.6389446,-112.3880291,5,6,4,4,4,4,4,4,4,4,4,4
"NLTDguWYwmjeBhJ3fTD6mg","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6547125,-112.0999963,5,3,4,4,4,4,4,4,4,4,4,4
"NLVcGseUhgQdABs1mIYk8g","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","f","f","f","f","AZ",33.449553,-112.075503,3,22,0,1,11,1,2,0,2,3,1,0
"NLwjvGh628IcuGGPpqirNg","f","f","f","t","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.332282,-111.954925,3,7,4,4,4,4,4,4,4,4,4,4
"NLwoqRvU45qQqU_eNEEarw","f","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.665863,-112.187126,5,5,0,0,2,1,0,0,0,0,0,0
"NlxvN9wUw14qIS6ledk15Q","t","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.6673422,-112.2021879,3.5,46,0,11,10,11,16,0,3,4,6,7
"nm-s0cj2ehLWpkv0eseoLA","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.4484111,-112.0723024,4,9,0,16,15,7,1,0,6,1,3,0
"NM2j6Y5NEyAseOi2sKzwGg","f","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.381621,-111.742683,2.5,10,0,9,10,4,0,0,2,2,2,0
"nmaMedXT31_2WpexjmY6mg","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.3073229,-111.973476,3,4,0,1,0,3,1,0,0,0,0,0
"nMHhuYan8e3cONo3PornJA","t","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.4495394,-112.0656645,4.5,189,0,3,16,9,25,1,1,4,4,5
"NMiisW8V2YEd759ppZCIaA","f","f","f","f","f","t","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5050225,-112.0824801,5,4,0,0,4,1,1,0,0,1,3,0
"nmj5yK9dZ2atlM9RYDCRHw","t","f","f","f","f","f","Chandler","f","f","f","t","f","f","t","f","f","f","AZ",33.2976955302097,-111.901330947876,3.5,96,0,19,18,11,16,0,9,8,5,3
"nmKZ2H6aWwoFvaH3HMD-Cg","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5308657,-112.0396867,3,6,0,0,2,4,4,0,0,2,1,0
"nMm5NomMHQgWHAtmvVCHlw","f","f","f","t","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.333983,-111.835963,2.5,4,4,4,4,4,4,4,4,4,4,4
"nmTdATqIB1EsbZ3AKlA1nQ","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.502401,-111.930381,4.5,3,0,0,0,3,1,0,0,0,1,0
"NmtZuT8p4vNk259dvozbvg","f","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.43562,-111.861593,4.5,21,2,5,1,2,6,0,3,1,0,0
"NmYTwkqyaCtEg3wifBkxkw","t","f","f","f","f","f","Peoria","f","f","f","f","f","f","t","f","f","f","AZ",33.5819949,-112.2370076,3.5,31,0,2,9,3,6,0,1,1,1,2
"NN0BUzaQds7RJab1EeQtgA","f","t","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","t","t","AZ",33.335031,-111.943587,4.5,3,0,3,0,0,0,0,1,0,0,0
"NN2qs5B713vM6BDcMyrg4A","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.620562,-111.8963279,3.5,142,0,22,12,4,0,0,7,5,0,0
"Nn4Tqk7U9k3ZCLrgDc7ZXQ","f","f","f","f","f","f","Goodyear","f","f","f","f","f","f","t","f","f","f","AZ",33.4508878,-112.3926323,2.5,3,4,4,4,4,4,4,4,4,4,4
"nn7Q8EAysCr3D9PEqZEgkg","f","f","f","f","f","f","Glendale","f","f","f","t","f","f","t","f","f","f","AZ",33.6383447,-112.1991454,3.5,5,0,6,4,10,8,0,4,5,4,6
"NN8TD3uh2aOmWPAJJcCJ6w","f","f","f","f","f","f","Avondale","f","f","f","t","f","f","t","f","f","f","AZ",33.449235,-112.342441,4,7,0,0,2,4,2,0,0,1,1,0
"NN9dbEZF_c4YNgfWWAEVig","t","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.640635,-112.229894,3.5,20,0,2,16,8,15,0,2,7,4,3
"nncarq2zL0Jfg78CCKkWrg","f","f","f","f","f","f","Scottsdale","f","f","t","f","f","f","t","f","f","f","AZ",33.4986286,-111.9224398,5,4,4,4,4,4,4,4,4,4,4,4
"NNGJQF3WeIHzGzweCpZ-VA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.472674,-112.064752,3.5,104,0,1,9,8,14,0,0,4,2,3
"NNKTWmKBEQlMu6t-K8cYPw","t","f","f","f","f","f","Wickenburg","f","f","f","f","t","f","t","f","f","f","AZ",33.9690851,-112.7294646,2,3,0,0,0,2,1,0,0,0,1,0
"nNKUkjTaGWW3I3XkpHF5Hg","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4949032,-112.0302201,3.5,19,0,7,17,7,3,0,2,4,1,2
"NNmujz97ahlpDS1IbRLhDA","f","f","f","f","f","t","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5160662,-112.029562,2.5,9,0,4,0,3,2,0,2,1,1,0
"NNzcy-eeR72lbPJdLhU96g","f","f","t","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.4076333,-111.9237089,3,7,0,6,10,5,0,0,1,0,0,0
"nnzIPiOM_Gh8csVVvBbqNA","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","t","f","f","AZ",33.626109,-111.924591,5,4,4,4,4,4,4,4,4,4,4,4
"no_FXjscklz1SEzM_XnVgw","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.501161,-111.925513,4,222,2,2,14,12,27,1,1,7,3,5
"no2-UHDUllwT-bWFwrkDyQ","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","t","f","f","AZ",33.4657178,-111.9763038,5,5,4,4,4,4,4,4,4,4,4,4
"nOb5CUmPsVFV9PCKOpgcFw","t","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.6106166,-112.1844695,4,16,0,0,4,4,5,0,0,0,0,1
"Nod2_dJbVjy13wRvLYeidQ","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.4967622,-111.9250451,4,18,5,11,11,11,15,4,3,4,1,6
"noLH_u4MJzfXYYHqcByjnA","t","f","f","f","f","f","Phoenix","f","f","f","f","t","t","t","f","f","f","AZ",33.6119413,-111.9987462,3.5,41,6,2,9,13,27,4,3,4,4,12
"NonAmwnYs__eQGlzRYIBVg","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.448474,-112.076727,5,26,0,3,9,6,16,0,0,4,1,6
"NOq_vpCfCfYdMRPbaUG53w","t","f","f","f","t","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.5021455,-111.9295381,4,38,0,4,17,11,8,0,1,8,3,1
"nOsTpQeQLMk-pRHcFoZjBg","f","f","t","f","f","f","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.3211152,-111.6896238,4,4,0,3,3,1,0,0,0,2,0,1
"nOZ0-lTokiAAYMwlZs-LFA","f","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.4152595,-111.8346998,4,12,0,3,9,2,0,0,1,4,1,0
"NP06AQ0mbWmgTLNuNqHdCQ","f","f","t","f","f","f","Scottsdale","f","t","f","f","f","f","t","f","f","f","AZ",33.641057,-111.973602,2.5,3,4,4,4,4,4,4,4,4,4,4
"NP78q8e3zdUSBOvbl527ZQ","t","f","f","f","f","f","Surprise","f","f","f","f","f","f","t","f","f","f","AZ",33.629617,-112.3680195,4.5,3,4,4,4,4,4,4,4,4,4,4
"nP9zQBRNSxlnU8BsbqYI5A","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.6140307,-111.9269693,3,27,0,16,8,0,1,0,6,4,0,0
"NPEKpj1aBRIDujCPIJ0Utg","f","f","f","f","f","f","Phoenix","f","f","t","f","f","f","t","f","f","f","AZ",33.3044926129824,-112.052822113037,4,5,4,4,4,4,4,4,4,4,4,4
"nPgN4EXdcfdCGGlyHScc_g","t","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.407717,-111.950803,3.5,4,4,4,4,4,4,4,4,4,4,4
"nPi8CnRSM5o62mtPIjhZUw","f","t","f","f","f","f","Surprise","f","f","f","f","f","f","t","f","f","f","AZ",33.637391,-112.3668873,4,6,4,4,4,4,4,4,4,4,4,4
"npNGjnLuB16sU_6T2b-5bA","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","f","f","f","f","AZ",33.6259716,-111.8948578,3.5,9,4,4,4,4,4,4,4,4,4,4
"nPqwkDSrods0ofOgzB1AfA","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.3852846,-111.964558,3.5,8,0,0,5,3,3,0,0,5,0,0
"NpURsug9ag5jCxqyBOZLvg","f","f","t","f","f","f","Scottsdale","f","t","f","f","f","f","t","f","f","f","AZ",33.6193325,-111.9050871,5,4,4,4,4,4,4,4,4,4,4,4
"NPxgifo782JgvfIDyDOTnQ","t","f","f","f","f","f","Sun City","f","f","f","f","f","f","t","f","f","f","AZ",33.603332,-112.294278,1.5,5,0,0,1,1,0,0,0,0,0,1
"nq2nT6PapbrISfhGxfDEwg","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.3044612,-111.9945753,4.5,21,0,2,13,11,7,0,0,3,0,0
"nq31doWpCrr1UwquTXNdmw","f","f","t","f","f","f","Phoenix","f","t","f","f","f","f","t","f","f","f","AZ",33.51093,-112.0649892,3,8,0,3,3,2,0,0,1,1,1,0
"Nq7eB1wB2EArUICtiNePvQ","t","f","f","f","t","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.4330350801733,-111.905558109283,3.5,110,1,7,19,14,26,0,2,8,6,8
"nqD620A6r3hcysgkQ6w30g","f","f","f","f","f","f","Mesa","f","f","f","t","f","f","t","f","f","f","AZ",33.363892,-111.876744,3,3,1,7,12,14,21,0,2,7,6,9
"NQfyBbGTq5_4f2j-tw_gUQ","t","f","f","f","t","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.3411,-111.6221,3.5,6,2,9,5,1,4,0,5,2,1,2
"NQhPkGeHiljeg7tXPTHJeA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5778831,-112.1164816,3.5,29,0,3,17,8,9,0,2,8,5,3
"Nqnsv188jpV-FdIVTuBjOQ","t","f","f","f","f","f","Peoria","f","f","f","f","f","f","f","f","f","f","AZ",33.6272882,-112.2368451,4,13,0,0,2,4,8,0,0,2,2,2
"nQNZY-pecFIpFVRbRez0kA","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.610919,-111.978912,3.5,3,4,4,4,4,4,4,4,4,4,4
"nQOfSLVkN6GnBCYKSc0vYg","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.495238,-112.061875,2,3,0,10,0,0,2,0,2,0,4,0
"nqOLgcv4V08BfBYMnC5Bjw","f","f","f","t","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6183769,-112.0645143,5,7,4,4,4,4,4,4,4,4,4,4
"nqpUjsD-nUIQCrr15B9W-g","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.64115,-111.993511,2,4,0,0,6,3,2,0,0,2,3,1
"NQRIEqfSHMwGSeA8QJKXjg","f","t","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.6090627,-112.2022787,5,4,4,4,4,4,4,4,4,4,4,4
"nqWx4catuQFxJAP6xa_NGA","f","f","f","t","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.478725,-111.699264,5,3,4,4,4,4,4,4,4,4,4,4
"NQZVwiPQ6k1JkPAqPlXL5w","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4802168,-112.0825073,4,10,0,0,2,2,4,0,1,1,1,2
"nR-eHqmxjmrS6FwU3jBbSw","t","f","f","f","f","f","Casa Grande","f","f","f","f","f","f","t","f","f","f","AZ",32.8801628,-111.6829533,5,6,3,3,8,5,3,0,0,6,0,1
"nr6UNet7m29ilT5lsRc7GQ","f","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.2624837,-111.7893006,4,3,4,4,4,4,4,4,4,4,4,4
"nr7v8mgYPHumgwInYlARJw","f","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.5533296,-112.1772292,4,4,0,5,2,0,1,0,4,0,1,1
"NRbxQLwFyfb7BC0Vs2ld5A","f","t","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","t","f","AZ",33.3957075,-111.7540587,5,4,0,2,1,0,0,0,0,1,2,0
"NRdF06RW3QNTUBWdJT936w","t","f","f","f","f","f","Chandler","f","f","f","f","t","f","t","f","f","f","AZ",33.348489,-111.8591741,2.5,6,4,4,4,4,4,4,4,4,4,4
"nreEQ3b-cSZgT0S5oxj7yw","f","t","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","t","t","AZ",33.5058101,-112.0633027,5,4,4,4,4,4,4,4,4,4,4,4
"NrFnBSO-0m5aQWyA0yj9_Q","f","f","f","f","f","f","Chandler","f","f","f","f","t","t","t","f","f","f","AZ",33.2984719,-111.8937416,3.5,3,0,0,1,3,3,0,0,1,2,0
"nRLsX5dEmYBcjhX2720y8A","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.5385533,-111.8776477,3.5,5,0,1,4,6,4,0,0,5,2,0
"nRO4tRwimU12hg7Cnz__iA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6128816,-111.9778065,4.5,81,0,1,15,8,10,0,1,1,3,3
"nRzZac3LVgANpKPkDs4LSQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.509301,-112.0732351,4,12,0,0,9,5,0,0,0,4,1,0
"nS-7i9dyLr1M4pwWjNmCEQ","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.4514713,-111.8396625,2,3,0,3,4,2,1,1,1,0,1,2
"ns64otnQ-WzkjsVS2vVK6g","f","f","t","f","f","f","Glendale","f","t","f","f","f","f","t","f","f","f","AZ",33.598242,-112.16824,4,7,0,2,2,1,0,0,0,0,0,0
"nS9Dgj0a5o4Et80jFXBlrw","t","f","f","f","f","f","Phoenix","f","f","f","f","t","t","t","f","f","f","AZ",33.436293,-112.011827,4.5,3,0,2,4,3,2,0,0,5,2,0
"nSCLWYT0irr4WSAYihvwHQ","f","t","f","f","f","f","Peoria","f","f","f","f","f","f","t","f","t","f","AZ",33.674263,-112.254093,5,4,4,4,4,4,4,4,4,4,4,4
"nseCVrqIJ6GLdSz6dn4fkA","t","f","f","f","t","f","Tempe","f","f","f","f","f","f","f","f","f","f","AZ",33.3742118,-111.9193401,4.5,3,0,1,1,0,1,0,0,1,0,0
"NSkmg9I32-BccQsfXKHdAw","f","f","t","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.6393269,-111.8792188,2,3,4,4,4,4,4,4,4,4,4,4
"NSLMmE3h0blr6xd7kmvyhQ","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","f","f","f","f","AZ",33.5025941,-111.9296765,4.5,3,4,4,4,4,4,4,4,4,4,4
"NSuT83Bl4LWtMP5nMfzHFw","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.5683426899471,-111.888102293014,4.5,6,0,0,3,0,0,0,0,1,0,0
"NT77u4E8TapAPg0ykh6XYg","f","f","f","f","f","f","Paradise Valley","f","f","f","f","f","f","t","f","f","f","AZ",33.580975,-111.925697,3.5,3,4,4,4,4,4,4,4,4,4,4
"ntb-U-AwDqzcVJnVNh9sAA","f","f","t","f","f","f","Tempe","f","f","f","f","f","f","t","t","f","f","AZ",33.4217279,-111.9475238,4.5,6,2,2,1,1,0,0,0,0,0,0
"ntH7Mo1JZdkglMiQXZy3Bw","t","f","f","f","f","f","Phoenix","f","f","f","t","f","f","f","f","f","f","AZ",33.68439,-112.103672,4,10,0,7,1,0,0,0,0,0,0,0
"NtizlEdtnJX0tteMdZ-6tw","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6106566,-112.1505433,3,3,4,4,4,4,4,4,4,4,4,4
"ntJAKLAq0cXzzdFgPoo0Iw","t","f","f","f","f","f","Phoenix","f","f","f","f","t","t","t","f","f","f","AZ",33.5079352,-112.0477237,3.5,50,0,0,10,8,13,0,0,4,3,1
"nTJDEIm4cKjPehJgzFCqww","f","f","f","f","f","f","Mesa","f","f","f","t","f","f","t","f","f","f","AZ",33.365703,-111.619503,3.5,3,0,1,8,2,0,0,1,6,2,0
"NtmLlKfCFfM0K5j6WWKxQA","t","f","f","f","f","f","Peoria","f","f","f","f","f","f","t","f","f","f","AZ",33.610028,-112.2387233,3.5,31,1,7,17,5,4,0,3,7,3,1
"ntN85eu27C04nwyPa8IHtw","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4566960573784,-112.072327136993,4,689,5,25,19,2,3,3,10,8,0,0
"NtRs2Xd64mRLe6jGUTXziw","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.604665,-111.983689,4.5,17,0,4,11,11,8,0,2,6,4,0
"nts2OALwvyvfNh9focRZ3w","t","f","f","f","t","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.331655,-111.982113,3.5,150,1,22,16,12,15,0,8,6,5,5
"NtVb4bepyRxhJ3ytIx41qA","f","f","f","f","f","f","Goodyear","f","f","f","f","f","f","t","f","f","f","AZ",33.470671,-112.356892,4,11,0,9,4,1,2,0,1,2,1,0
"Nu0_tUBN6R9Oc-YsLVFNJg","t","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.3046171,-111.9019189,3.5,31,0,1,12,10,16,0,1,7,5,4
"nuD9PU8V0-eVoy6rvdStzA","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.580029,-111.983829,5,3,4,4,4,4,4,4,4,4,4,4
"NuFs1Sh5wUa7ZLISMtCMRA","t","f","f","f","t","f","Goodyear","f","f","f","f","f","f","t","f","f","f","AZ",33.459613,-112.357458,3.5,36,2,13,16,5,10,0,6,7,4,2
"nUIkqgFimmLsB50WXVwTfg","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.5025941,-111.9296765,4,31,0,2,14,5,3,0,1,5,1,1
"nUN0t8QF-ssQ4J9R0XMNSA","f","f","f","t","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.6222797,-112.1728283,3,5,4,4,4,4,4,4,4,4,4,4
"NUR1pLEwUETAvcW_1rfGFw","f","f","t","f","f","f","Phoenix","f","t","f","f","f","f","t","f","f","f","AZ",33.46671,-111.994929,4,4,4,4,4,4,4,4,4,4,4,4
"nuyfMxKCG3C8hAeES-v4OQ","f","f","t","f","f","f","Mesa","f","t","f","f","f","f","t","f","f","f","AZ",33.4514897,-111.8230889,3.5,3,4,4,4,4,4,4,4,4,4,4
"Nuz0J1hSnIRgwExok1L3Pg","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","t","f","f","AZ",33.494869,-112.001025,3,4,0,2,2,1,0,0,0,0,0,0
"nV_7lAYFVISEs-Te4e39gA","f","f","f","t","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5043537,-112.0739851,4,5,0,1,0,5,1,0,1,1,1,0
"NV06Gwtx9LUqm4hnaOarQg","f","t","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5069633,-112.0738685,3,6,4,4,4,4,4,4,4,4,4,4
"nvaAUTTl7oqiJDhuimNG6A","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.384398,-111.858873,4,130,1,18,18,1,0,1,8,8,0,0
"nVAP0Q0x7XA3rlvWJBxI0w","f","f","f","t","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5009441,-112.0823011,5,4,4,4,4,4,4,4,4,4,4,4
"nvF35fy-Onnyr8gmLJzzuA","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.510786,-112.0824857,3.5,3,4,4,4,4,4,4,4,4,4,4
"nVg5Ixh0hLtPcc5prc6tzQ","t","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.3368975,-111.8590315,2,3,0,0,1,2,2,0,0,0,1,1
"NvL35mHpScWI2wnLPmYQCw","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.524313,-112.11785,2,4,4,4,4,4,4,4,4,4,4,4
"NVqLUZ7Vb9B_0RJm_BS64g","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.487276,-112.030849,3.5,27,0,2,7,0,1,0,1,1,0,0
"nVQy6izPb9MRLi0nWXz_vQ","f","f","t","f","f","f","Scottsdale","f","t","f","f","f","f","t","f","f","f","AZ",33.6196686,-111.907386,5,4,0,2,2,3,0,0,0,0,0,0
"NvyoHhPm8wnkxIHaaJYHFw","f","f","t","f","f","f","Queen Creek","f","f","f","t","f","f","t","f","f","f","AZ",33.2486638,-111.6342993,5,4,5,5,8,8,10,4,3,1,2,2
