"userid","country","age"
"'22045'","'usa'",0
"'220454'","'usa'",59
"'220464'","'usa'",14
"'220469'","'canada'",27
"'22047'","'usa'",42
"'220471'","'australia'",18
"'220479'","'australia'",28
"'220484'","''unknown''",0
"'220485'","'usa'",18
"'220490'","'australia'",32
"'220498'","''unknown''",0
"'220502'","'usa'",0
"'220503'","'usa'",0
"'220512'","'usa'",30
"'220522'","'usa'",0
"'220524'","'germany'",22
"'220535'","'usa'",48
"'220562'","'united kingdom'",0
"'220564'","'usa'",28
"'220576'","'australia'",0
"'220584'","'usa'",0
"'220586'","'canada'",0
"'220590'","'usa'",0
"'220597'","'canada'",26
"'220608'","'usa'",32
"'220611'","'usa'",24
"'220613'","'usa'",0
"'22062'","'usa'",52
"'220620'","'united kingdom'",69
"'220621'","'usa'",0
"'220623'","'usa'",0
"'220628'","'usa'",36
"'220635'","'canada'",0
"'220641'","'canada'",28
"'220660'","'usa'",63
"'220661'","'canada'",41
"'220664'","'usa'",28
"'220665'","'usa'",0
"'220666'","'usa'",0
"'220667'","'usa'",0
"'220683'","'egypt'",21
"'220688'","'usa'",27
"'220695'","'usa'",29
"'220697'","'usa'",0
"'220717'","'usa'",0
"'220724'","'usa'",0
"'220736'","'usa'",22
"'22074'","'usa'",0
"'220746'","'canada'",0
"'220753'","''unknown''",0
"'220757'","'usa'",36
"'220759'","'usa'",0
"'22078'","'usa'",0
"'220797'","'france'",32
"'22082'","'brazil'",26
"'220829'","'usa'",0
"'220841'","'usa'",0
"'220867'","'australia'",25
"'22088'","'usa'",45
"'220882'","'usa'",39
"'22089'","'usa'",25
"'220892'","'usa'",0
"'220911'","'usa'",29
"'220931'","'usa'",23
"'220932'","'singapore'",18
"'22094'","'usa'",25
"'220940'","'usa'",21
"'220945'","'usa'",36
"'22095'","'usa'",71
"'220958'","'united kingdom'",34
"'220959'","'usa'",0
"'220967'","'usa'",54
"'22097'","'usa'",53
"'220974'","'spain'",24
"'221008'","'usa'",40
"'221014'","'germany'",0
"'22103'","''unknown''",0
"'221033'","'usa'",32
"'221040'","'usa'",29
"'221050'","'usa'",29
"'221051'","'usa'",46
"'221054'","'usa'",45
"'22107'","'usa'",45
"'221088'","'netherlands'",0
"'221099'","'canada'",0
"'221103'","'canada'",0
"'221114'","'usa'",28
"'221115'","'usa'",59
"'221117'","'brazil'",30
"'221124'","'usa'",0
"'221135'","'canada'",0
"'221136'","'usa'",37
"'221185'","'usa'",38
"'221186'","'usa'",41
"'221189'","'usa'",29
"'221190'","'usa'",0
"'22121'","'united kingdom'",33
"'221232'","'usa'",21
"'221235'","'usa'",27
"'221238'","'usa'",17
"'221257'","'usa'",42
"'22126'","'canada'",31
"'221262'","''unknown''",0
"'221281'","'usa'",42
"'221282'","'italy'",0
"'221290'","'united kingdom'",49
"'221307'","'germany'",22
"'221309'","''unknown''",0
"'221327'","'usa'",0
"'221346'","'canada'",55
"'221362'","'usa'",28
"'221368'","'usa'",0
"'221370'","'usa'",46
"'221395'","'usa'",20
"'221424'","'usa'",13
"'221445'","'usa'",0
"'221463'","'usa'",0
"'221472'","'canada'",17
"'221495'","'usa'",24
"'221505'","'usa'",57
"'221510'","'usa'",28
"'221524'","'usa'",28
"'221535'","'usa'",0
"'221537'","'usa'",20
"'22154'","'usa'",36
"'221543'","'usa'",46
"'221550'","'usa'",50
"'221553'","'germany'",27
"'221557'","''unknown''",30
"'221565'","'usa'",55
"'221620'","'usa'",0
"'221655'","'usa'",0
"'221663'","'canada'",37
"'221666'","'germany'",26
"'221669'","'usa'",0
"'22167'","'usa'",32
"'221672'","'united kingdom'",28
"'221681'","'usa'",0
"'221687'","'usa'",34
"'221690'","'usa'",0
"'221696'","'usa'",60
"'221701'","'usa'",48
"'221705'","'usa'",0
"'221713'","'usa'",0
"'221724'","'usa'",0
"'221725'","'usa'",24
"'221726'","'canada'",0
"'221732'","'usa'",26
"'221744'","'usa'",18
"'221753'","'usa'",35
"'22177'","'usa'",23
"'221777'","'usa'",26
"'22178'","'united kingdom'",33
"'221796'","'usa'",0
"'221802'","''unknown''",0
"'221813'","'usa'",0
"'221821'","'canada'",56
"'221857'","'usa'",0
"'221867'","'usa'",0
"'221870'","'usa'",45
"'221871'","'canada'",0
"'221887'","'usa'",0
"'221903'","'malaysia'",23
"'22192'","'spain'",31
"'221926'","'usa'",36
"'221930'","'germany'",0
"'221932'","'united kingdom'",26
"'221946'","'united kingdom'",28
"'221948'","'usa'",36
"'221953'","'usa'",24
"'221960'","'usa'",0
"'221965'","'usa'",40
"'221967'","'usa'",0
"'221975'","'usa'",50
"'221981'","'usa'",39
"'221995'","'denmark'",16
"'22200'","'india'",36
"'222026'","'australia'",19
"'222034'","'usa'",0
"'222035'","'usa'",56
"'222041'","'usa'",51
"'222050'","'usa'",45
"'222054'","'united kingdom'",34
"'222116'","'germany'",38
"'222138'","'usa'",15
"'222150'","'germany'",0
"'222152'","'usa'",78
"'22216'","'usa'",56
"'222171'","'usa'",60
"'222173'","'germany'",19
"'222177'","'germany'",23
"'2222'","'usa'",0
"'22220'","'usa'",30
"'222204'","'usa'",42
"'222207'","'canada'",26
"'22221'","'usa'",30
"'222210'","'usa'",0
"'222212'","'germany'",38
"'222217'","'germany'",25
"'222220'","'usa'",30
"'222225'","'canada'",19
"'222254'","'usa'",34
"'222264'","''unknown''",0
"'222276'","'germany'",40
"'222280'","'austria'",19
"'222292'","'japan'",0
"'222293'","'usa'",41
"'222296'","'usa'",0
"'222298'","'canada'",22
"'222319'","'usa'",0
"'222322'","'germany'",30
"'222334'","'australia'",45
"'222351'","'germany'",33
"'222353'","'usa'",0
"'222354'","'usa'",0
"'222363'","'canada'",47
"'222368'","'germany'",19
"'222372'","'canada'",54
"'222391'","'germany'",25
"'222398'","'germany'",26
"'222404'","'germany'",23
"'222412'","'usa'",37
"'222417'","'germany'",30
"'222427'","'switzerland'",25
"'222429'","'usa'",51
"'22243'","'portugal'",25
"'222449'","'austria'",17
"'222457'","'germany'",37
"'22248'","'austria'",18
"'222488'","'germany'",29
"'222491'","'usa'",0
"'222492'","'usa'",0
"'222501'","'usa'",30
"'222506'","'canada'",57
"'22252'","'usa'",38
"'222540'","'germany'",0
"'222546'","'usa'",0
"'222563'","'usa'",41
"'222581'","''unknown''",33
"'222590'","'usa'",25
"'222607'","'germany'",31
"'222609'","'germany'",45
"'222614'","'usa'",59
"'222621'","'germany'",0
"'222622'","'austria'",23
"'222638'","'canada'",0
"'222646'","'australia'",32
"'222663'","'usa'",0
"'222664'","'usa'",22
"'222670'","'romania'",0
"'222674'","'usa'",33
"'222677'","'usa'",49
"'222679'","'usa'",0
"'222683'","'usa'",0
"'222688'","'usa'",42
"'222693'","'usa'",0
"'222704'","'usa'",39
"'222716'","'australia'",0
"'222718'","'germany'",0
"'222737'","'usa'",41
"'22274'","'usa'",0
"'222743'","'usa'",36
"'222748'","'usa'",22
"'222788'","'usa'",23
"'222789'","'usa'",40
"'222795'","'united kingdom'",36
"'222801'","'canada'",0
"'222819'","'usa'",0
"'222826'","'china'",28
"'222830'","'usa'",0
"'222834'","'canada'",32
"'22284'","''unknown''",0
"'222855'","'united kingdom'",29
"'222884'","'usa'",19
"'222896'","'united kingdom'",33
"'222900'","'canada'",28
"'222906'","'spain'",30
"'222912'","'france'",41
"'222914'","'usa'",29
"'222918'","'usa'",29
"'222941'","'usa'",57
"'22296'","'france'",38
"'222970'","'usa'",28
"'223022'","'usa'",0
"'223034'","'canada'",0
"'223036'","'usa'",34
"'223039'","'usa'",0
"'223064'","'usa'",72
"'223066'","'canada'",51
"'223078'","'united kingdom'",47
"'223087'","'usa'",0
"'223096'","'usa'",45
"'223105'","'united kingdom'",0
"'223129'","'canada'",31
"'223132'","'usa'",49
"'223143'","'canada'",0
"'223145'","'usa'",45
"'223154'","'usa'",33
"'223156'","'usa'",31
"'223157'","'usa'",0
"'223161'","'usa'",0
"'223164'","'usa'",0
"'22317'","'usa'",0
"'223174'","'usa'",0
"'223190'","'usa'",33
"'223191'","'usa'",48
"'223201'","'usa'",0
"'223210'","'usa'",57
"'223211'","'usa'",41
"'223212'","'usa'",0
"'223231'","'poland'",17
"'223238'","''unknown''",21
"'223253'","'usa'",56
"'223268'","'usa'",0
"'223283'","'usa'",0
"'223291'","'usa'",0
"'223296'","'usa'",0
"'223315'","'usa'",0
"'22332'","'usa'",41
"'223325'","'usa'",48
"'223326'","'usa'",30
"'223331'","'usa'",0
"'223337'","'usa'",33
"'223341'","'usa'",41
"'223347'","'usa'",0
"'223357'","'germany'",0
"'223375'","'usa'",35
"'22338'","'usa'",33
"'223386'","'france'",27
"'223394'","'united kingdom'",0
"'223399'","'canada'",35
"'223402'","'usa'",36
"'22343'","'portugal'",21
"'223430'","'usa'",48
"'223431'","'usa'",0
"'223438'","'usa'",31
"'223442'","'usa'",70
"'223454'","'canada'",0
"'223455'","'usa'",0
"'223461'","'usa'",38
"'223501'","'usa'",0
"'223503'","'usa'",39
"'22351'","'usa'",0
"'223520'","'usa'",26
"'223525'","'usa'",0
"'223526'","'usa'",0
"'223528'","'usa'",0
"'223530'","'usa'",0
"'223544'","'usa'",33
"'223554'","'usa'",35
"'223560'","'usa'",0
"'223565'","'usa'",0
"'223566'","'usa'",29
"'223587'","'usa'",0
"'22359'","'usa'",37
"'223593'","'usa'",42
"'223602'","'usa'",35
"'223605'","'usa'",0
"'223607'","'usa'",0
"'223608'","'usa'",31
"'223612'","'france'",21
"'22362'","'usa'",31
"'223620'","'usa'",0
"'223635'","'usa'",46
"'223642'","'usa'",33
"'223644'","'canada'",30
"'22365'","'usa'",51
"'223694'","'usa'",50
"'223698'","'usa'",0
"'223701'","'finland'",29
"'223703'","'usa'",58
"'223714'","'usa'",0
"'223715'","'united kingdom'",20
"'223721'","'usa'",0
"'223734'","'usa'",47
"'223735'","'usa'",0
"'223748'","'usa'",53
"'223751'","'usa'",0
"'223756'","'usa'",0
"'223768'","'usa'",0
"'223784'","'usa'",47
"'223785'","'usa'",0
"'223787'","'usa'",58
"'223789'","'usa'",50
"'2238'","'usa'",34
"'223813'","'usa'",25
"'223814'","'united kingdom'",0
"'223816'","''unknown''",26
"'223849'","'usa'",66
"'223854'","'usa'",0
"'223857'","'usa'",29
"'223862'","'usa'",0
"'223872'","'usa'",37
"'223873'","'usa'",37
"'223879'","'usa'",0
"'22389'","'usa'",31
"'223892'","'usa'",0
"'223897'","'usa'",41
"'223898'","'usa'",0
"'223914'","'usa'",43
"'223927'","'usa'",27
"'223942'","'usa'",0
"'223950'","'usa'",27
"'223953'","'usa'",29
"'223954'","'usa'",34
"'223959'","'usa'",0
"'22396'","'usa'",0
"'223977'","'usa'",0
"'223980'","'usa'",48
"'223990'","'usa'",30
"'223992'","'canada'",54
"'223996'","'usa'",0
"'223997'","'usa'",52
"'224000'","'usa'",40
"'224003'","'usa'",104
"'224013'","'usa'",17
"'224036'","'usa'",70
"'224038'","'germany'",25
"'224039'","'usa'",0
"'224047'","'germany'",0
"'224049'","'usa'",0
"'224064'","'switzerland'",30
"'224085'","'usa'",0
"'22409'","'usa'",28
"'224120'","'usa'",0
"'224121'","'united kingdom'",58
"'224122'","'switzerland'",0
"'224136'","'usa'",53
"'224138'","'usa'",0
"'224146'","'canada'",35
"'224150'","'usa'",68
"'224159'","'usa'",0
"'22418'","'usa'",0
"'224183'","'france'",25
"'224199'","'usa'",0
"'224203'","'usa'",0
"'224206'","'usa'",0
"'224207'","'usa'",0
"'224209'","'usa'",0
"'224217'","'usa'",51
"'224220'","'australia'",30
"'224221'","'usa'",0
"'224226'","'usa'",0
"'22423'","'usa'",35
"'224236'","'usa'",0
"'224237'","'usa'",0
"'224241'","'germany'",0
"'224249'","'usa'",0
"'224251'","'usa'",0
"'224257'","'usa'",40
"'224258'","'germany'",49
"'224259'","'usa'",0
"'224269'","'australia'",36
"'224283'","'usa'",0
"'224289'","'usa'",28
"'224303'","'usa'",0
"'224308'","'usa'",57
"'224316'","'united kingdom'",0
"'224321'","'usa'",0
"'224331'","'usa'",32
"'224333'","'usa'",62
"'224340'","'usa'",45
"'224342'","'usa'",42
"'224349'","'usa'",23
"'224360'","'france'",26
"'224366'","'malaysia'",33
"'224373'","'usa'",31
"'224393'","'usa'",28
"'224423'","'germany'",58
"'224430'","'usa'",0
"'224435'","'usa'",24
"'224439'","'usa'",18
"'224450'","'spain'",22
"'224460'","'canada'",27
"'224479'","'usa'",55
"'224525'","'romania'",18
"'224528'","'united kingdom'",32
"'224544'","'canada'",23
"'224564'","'canada'",0
"'224572'","'spain'",27
"'224580'","'usa'",0
"'224606'","'united kingdom'",19
"'224608'","'germany'",26
"'224609'","'united kingdom'",27
"'22461'","'australia'",27
"'224611'","'usa'",59
"'224612'","'usa'",29
"'224626'","'usa'",30
"'22463'","'canada'",0
"'224635'","'spain'",21
"'22464'","'usa'",0
"'224646'","'united kingdom'",0
"'224650'","'usa'",0
"'224657'","'finland'",25
"'224659'","'usa'",17
"'224672'","'usa'",29
"'224694'","'usa'",0
"'224711'","'usa'",0
"'224764'","'usa'",116
"'224768'","'usa'",41
"'224809'","'usa'",61
"'224830'","'usa'",0
"'22486'","'canada'",17
"'224887'","'usa'",60
"'224895'","'france'",36
"'224897'","'france'",34
"'224904'","'usa'",27
"'224923'","'usa'",24
"'224924'","'usa'",26
"'224927'","'usa'",38
"'224934'","'usa'",32
"'224944'","'usa'",45
"'224948'","'usa'",28
"'22495'","'usa'",29
"'224985'","'italy'",24
"'224989'","'usa'",0
"'224996'","'usa'",0
"'224997'","'philippines'",0
"'225002'","'usa'",32
"'225010'","'usa'",0
"'22503'","'usa'",18
"'22504'","'usa'",33
"'225043'","'usa'",43
"'225065'","'usa'",21
"'225066'","'usa'",38
"'225078'","'usa'",46
"'225084'","'usa'",65
"'225087'","'canada'",51
"'225088'","'usa'",48
"'225134'","'italy'",0
"'225154'","'usa'",37
"'225163'","'usa'",66
"'22517'","'usa'",53
"'225177'","'usa'",33
"'225187'","'usa'",0
"'225188'","'usa'",43
"'225191'","'usa'",18
"'225199'","'canada'",54
"'225208'","'australia'",0
"'22521'","'usa'",18
"'225213'","'usa'",23
"'225214'","'usa'",0
"'225232'","'australia'",4
"'225247'","'usa'",0
"'225274'","'usa'",0
"'225275'","'canada'",0
"'225286'","'usa'",47
"'225293'","'usa'",54
"'225313'","'canada'",32
"'225316'","'usa'",0
"'22532'","'canada'",36
"'225324'","'usa'",52
"'225340'","'france'",24
"'225343'","'germany'",46
"'225346'","'usa'",0
"'225365'","'usa'",0
"'225366'","'usa'",0
"'225368'","'usa'",32
"'225378'","''unknown''",0
"'225379'","'canada'",24
"'225403'","'canada'",67
"'225411'","'canada'",0
"'225414'","'france'",27
"'225435'","'usa'",0
"'225449'","'usa'",57
"'225453'","'united kingdom'",38
"'22547'","'sweden'",0
"'225471'","'usa'",0
"'225472'","'usa'",31
"'225478'","'usa'",22
"'225499'","'usa'",23
"'2255'","'usa'",35
"'225542'","'usa'",0
"'225593'","'usa'",0
"'225595'","'usa'",37
"'225600'","'usa'",42
"'225610'","'usa'",28
"'225612'","'usa'",37
"'225614'","'usa'",52
"'225617'","'usa'",0
"'225618'","'usa'",0
"'22562'","'usa'",0
"'225625'","'usa'",0
"'22563'","'usa'",33
"'225634'","'usa'",12
"'225635'","'usa'",0
"'225654'","'usa'",30
"'225659'","'spain'",35
"'225666'","'usa'",0
"'225671'","'usa'",0
"'225680'","'usa'",43
"'225683'","'usa'",25
"'225686'","'usa'",16
"'225687'","'usa'",16
"'225690'","'usa'",18
"'225706'","'usa'",18
"'225710'","'usa'",65
"'225714'","'usa'",27
"'225717'","'poland'",33
"'225718'","'usa'",0
"'225721'","'usa'",0
"'225727'","'usa'",52
"'225731'","'usa'",25
"'225758'","''unknown''",0
"'225763'","'usa'",0
"'225768'","'usa'",39
"'225776'","'usa'",56
"'225788'","'usa'",28
"'225799'","'germany'",37
"'225810'","'usa'",56
"'225815'","'united kingdom'",0
"'225817'","''unknown''",23
"'225822'","'germany'",25
"'225834'","'usa'",0
"'225855'","'usa'",28
"'225861'","'germany'",25
"'225865'","'usa'",0
"'225867'","'usa'",93
"'225886'","'usa'",35
"'225887'","'usa'",13
"'225899'","'usa'",0
"'225902'","'usa'",0
"'225903'","'usa'",12
"'225908'","'usa'",0
"'225910'","'usa'",19
"'225912'","''unknown''",0
"'225935'","'netherlands'",19
"'225938'","'usa'",46
"'225939'","'usa'",40
"'225951'","'united kingdom'",0
"'225968'","'usa'",0
"'225969'","'usa'",41
"'225986'","'united kingdom'",36
"'225989'","'usa'",27
"'225996'","'usa'",20
"'225997'","'usa'",22
"'225999'","'usa'",0
"'226003'","'usa'",53
"'226006'","'usa'",35
"'226026'","'canada'",71
"'226031'","'usa'",37
"'22605'","'canada'",0
"'226069'","'usa'",43
"'22608'","'usa'",0
"'226109'","'usa'",49
"'226117'","'canada'",55
"'226119'","'usa'",43
"'226126'","''unknown''",0
"'226139'","'united kingdom'",0
"'226147'","'new zealand'",0
"'22617'","'usa'",0
"'226184'","'france'",20
"'226205'","'usa'",48
"'226207'","''unknown''",23
"'226209'","'austria'",0
"'226215'","'usa'",31
"'226220'","'usa'",45
"'22624'","'usa'",28
"'22625'","'usa'",54
"'226267'","'usa'",0
"'226297'","'usa'",0
"'226306'","'usa'",52
"'226336'","'usa'",0
"'226338'","'usa'",0
"'226341'","'usa'",18
"'226349'","'usa'",18
"'226361'","'usa'",0
"'226362'","'usa'",74
"'22637'","'canada'",27
"'226377'","'usa'",0
"'226393'","'usa'",24
"'226394'","'canada'",31
"'226419'","'italy'",31
"'226429'","'usa'",0
"'226448'","'usa'",40
"'226454'","'usa'",28
"'226456'","'usa'",46
"'226462'","'usa'",33
"'22648'","'france'",35
"'226482'","''unknown''",21
"'226489'","'usa'",0
"'226491'","'usa'",0
"'226517'","'united kingdom'",31
"'226522'","'usa'",0
"'226545'","'usa'",38
"'226548'","'new zealand'",32
"'226553'","'usa'",0
"'226554'","'canada'",0
"'226556'","''unknown''",58
"'226561'","'spain'",25
"'226564'","'usa'",16
"'226568'","'switzerland'",23
"'22657'","'usa'",0
"'226610'","'usa'",0
"'226611'","'usa'",50
"'226616'","'usa'",204
"'226633'","'spain'",21
"'226638'","'usa'",50
"'226648'","'usa'",0
"'22665'","'usa'",42
"'226654'","'usa'",44
"'226671'","'canada'",26
"'226679'","'canada'",0
"'226702'","'usa'",55
"'226713'","'usa'",0
"'226724'","'usa'",41
"'226728'","'usa'",37
"'226739'","'usa'",30
"'226743'","'canada'",51
"'226745'","''unknown''",38
"'226751'","'usa'",52
"'226752'","'usa'",41
"'226762'","'netherlands'",36
"'226772'","'usa'",37
"'226775'","'usa'",30
"'226809'","'usa'",62
"'226818'","'usa'",0
"'226847'","'usa'",18
"'226874'","'usa'",33
"'226879'","'usa'",31
"'226891'","'usa'",0
"'226926'","'usa'",0
"'226945'","'canada'",0
"'226946'","'ireland'",23
"'22695'","'usa'",23
"'226960'","'usa'",36
"'226961'","'canada'",0
"'226965'","'usa'",47
"'226975'","'usa'",28
"'226976'","''unknown''",0
"'226987'","'usa'",34
"'226996'","'germany'",35
"'226998'","'usa'",65
"'227007'","'usa'",35
"'227013'","'usa'",0
"'227014'","'canada'",0
"'227018'","'usa'",19
"'227021'","'australia'",35
"'227025'","'canada'",33
"'227041'","'sweden'",0
"'227054'","'usa'",27
"'227055'","'usa'",0
"'227072'","'usa'",0
"'227076'","'usa'",0
"'227088'","'usa'",0
"'227096'","'usa'",32
"'227097'","'usa'",37
"'22710'","'germany'",33
"'227135'","''unknown''",31
"'227146'","'usa'",0
"'227157'","'united kingdom'",41
"'227161'","'usa'",0
"'227169'","'usa'",0
"'227176'","'germany'",27
"'227183'","'united kingdom'",57
"'227186'","'usa'",35
"'227192'","'usa'",0
"'22720'","'germany'",0
"'227202'","'usa'",26
"'227208'","'usa'",0
"'227214'","'usa'",38
"'22722'","'usa'",44
"'227249'","'usa'",52
"'227250'","'usa'",32
"'227253'","'usa'",0
"'227257'","'usa'",40
"'227266'","'usa'",21
"'227275'","'canada'",47
"'227276'","'united kingdom'",41
"'227282'","'usa'",0
"'227292'","'usa'",0
"'227295'","''unknown''",0
"'227297'","'usa'",0
"'227302'","'usa'",50
"'227313'","'usa'",0
"'227317'","'usa'",36
"'227327'","'usa'",35
"'227346'","'usa'",0
"'227349'","'usa'",0
"'227368'","'usa'",0
"'227371'","'usa'",52
"'227377'","'canada'",52
"'227387'","'usa'",32
"'227391'","'usa'",0
"'227392'","'usa'",30
"'227397'","'usa'",0
"'227404'","'usa'",37
"'227413'","'usa'",0
"'227422'","'usa'",35
"'227428'","'usa'",0
"'227436'","'australia'",35
"'227444'","'united kingdom'",33
"'227447'","'usa'",38
"'227452'","'usa'",45
"'227459'","'usa'",28
"'227467'","'usa'",0
"'22747'","'united kingdom'",32
"'227491'","'usa'",46
"'227494'","'usa'",35
"'227517'","'usa'",35
"'227520'","'usa'",33
"'227538'","'australia'",37
"'227539'","'germany'",23
"'227544'","'france'",31
"'227548'","'usa'",0
"'227568'","'canada'",30
"'227589'","'usa'",36
"'227591'","'usa'",0
"'2276'","'usa'",46
"'227607'","'mexico'",30
"'227631'","'canada'",49
"'227641'","'egypt'",40
"'227654'","'new zealand'",0
"'227672'","'usa'",0
"'227675'","'united kingdom'",24
"'227681'","'germany'",27
"'227686'","'usa'",34
"'227702'","'usa'",42
"'227705'","'usa'",36
"'227721'","'usa'",35
"'22773'","'usa'",0
"'22775'","'usa'",43
"'227768'","'usa'",33
"'227771'","'israel'",19
"'227774'","'usa'",32
"'22780'","'canada'",0
"'227814'","''unknown''",48
"'227831'","'canada'",34
"'227835'","'united kingdom'",52
"'227836'","'usa'",30
"'227837'","'usa'",0
"'227842'","'usa'",0
"'227851'","'australia'",29
"'227853'","'usa'",29
"'227859'","'usa'",26
"'227861'","'usa'",31
"'227870'","'usa'",0
"'227884'","'usa'",25
"'227886'","'usa'",1
"'227889'","'usa'",25
"'227898'","'malaysia'",17
"'227925'","'canada'",40
"'22793'","'usa'",43
"'227930'","'usa'",0
"'227972'","'usa'",24
"'227974'","'canada'",27
"'227976'","'usa'",17
"'228'","'usa'",41
"'228021'","'usa'",32
"'228049'","'united kingdom'",43
"'228050'","'united kingdom'",27
"'228064'","'usa'",56
"'228073'","'usa'",32
"'22809'","'usa'",25
"'228095'","'canada'",40
"'228096'","'usa'",0
"'2281'","'usa'",30
"'228108'","'usa'",0
"'228111'","'usa'",59
"'228123'","'usa'",0
"'228128'","'usa'",0
"'22813'","'canada'",0
"'228136'","'usa'",0
"'228154'","'usa'",26
"'22818'","'usa'",28
"'228180'","'australia'",0
"'228181'","'usa'",0
"'228189'","'usa'",45
"'228206'","'usa'",30
"'228207'","'canada'",18
"'228214'","'usa'",0
"'228223'","'usa'",43
"'228226'","'usa'",23
"'228245'","'usa'",18
"'228264'","'usa'",0
"'228268'","'usa'",0
"'22828'","'canada'",0
"'228280'","'germany'",30
"'228295'","'germany'",49
"'228299'","'jersey'",36
"'22830'","'netherlands'",38
"'228311'","'usa'",32
"'228313'","'united kingdom'",17
"'228320'","'usa'",45
"'228321'","'usa'",22
"'228336'","''unknown''",0
"'228345'","'usa'",0
"'228351'","'usa'",16
"'228372'","'usa'",54
"'228374'","'usa'",44
"'228382'","'usa'",27
"'228383'","'usa'",48
"'228391'","'usa'",34
"'228412'","'norway'",22
"'228417'","'usa'",0
"'228432'","''unknown''",36
"'228435'","'usa'",42
"'228442'","'canada'",0
"'228445'","'usa'",19
"'228455'","'usa'",76
"'228477'","'usa'",0
"'228491'","'canada'",23
"'22850'","'germany'",0
"'228508'","'usa'",45
"'22851'","'canada'",68
"'22853'","''unknown''",48
"'228545'","'united kingdom'",0
"'228546'","'usa'",0
"'228557'","'switzerland'",26
"'228569'","'germany'",0
"'228571'","'usa'",0
"'228579'","'usa'",29
"'228599'","'switzerland'",45
"'228633'","'portugal'",20
"'228641'","'usa'",57
"'228652'","''unknown''",0
"'228657'","'spain'",31
"'228666'","'switzerland'",20
"'228678'","'usa'",49
"'228681'","'usa'",0
"'228684'","'canada'",25
"'228692'","'usa'",76
"'2287'","'usa'",35
"'228727'","'singapore'",0
"'228738'","'usa'",65
"'228744'","'united kingdom'",0
"'228759'","'usa'",0
"'228760'","'usa'",22
"'228764'","'usa'",39
"'228768'","'usa'",0
"'228777'","'usa'",0
"'228789'","'united kingdom'",44
"'228790'","'canada'",28
"'2288'","'usa'",30
"'228819'","'usa'",0
"'228820'","'usa'",25
"'228826'","'usa'",0
"'22885'","'united kingdom'",30
"'228852'","'usa'",0
"'228856'","'usa'",0
"'228864'","'usa'",0
"'228867'","'usa'",0
"'228868'","'usa'",33
"'22888'","''unknown''",0
"'228880'","'united kingdom'",31
"'228883'","'usa'",0
"'228889'","'canada'",27
"'228899'","'usa'",24
"'228913'","''unknown''",59
"'22894'","'netherlands'",29
"'228947'","'germany'",36
"'228978'","'usa'",36
"'228988'","'usa'",19
"'228990'","'usa'",99
"'228993'","'usa'",0
"'228998'","'usa'",41
"'228999'","'united kingdom'",30
"'22900'","'usa'",0
"'229011'","'usa'",0
"'229013'","'usa'",30
"'229015'","'usa'",13
"'229017'","'usa'",0
"'229041'","'usa'",0
"'229045'","'usa'",39
"'229055'","'usa'",32
"'229056'","'usa'",0
"'229064'","'usa'",36
"'229069'","'usa'",0
"'229076'","'usa'",45
"'229085'","'usa'",53
"'229091'","'germany'",0
"'229092'","''unknown''",0
"'229095'","'spain'",41
"'229102'","'usa'",0
"'22912'","'usa'",37
"'229140'","'usa'",0
"'229142'","'germany'",0
"'229148'","'germany'",31
"'22917'","'usa'",16
"'229177'","'usa'",0
"'229180'","'switzerland'",19
"'229184'","'usa'",18
"'229192'","'germany'",36
"'229195'","'united kingdom'",0
"'229196'","'united kingdom'",32
"'22922'","'usa'",0
"'229224'","'usa'",23
"'229237'","'usa'",0
"'22924'","'spain'",32
"'229243'","'usa'",29
"'229255'","'usa'",0
"'229258'","'usa'",32
"'229282'","'usa'",32
"'229283'","'spain'",23
"'229305'","'usa'",16
"'229309'","'switzerland'",36
"'229313'","'usa'",31
"'229329'","'switzerland'",56
"'229331'","'usa'",37
"'229334'","'usa'",30
"'229335'","'usa'",0
"'229340'","'usa'",35
"'229342'","'usa'",67
"'229344'","'usa'",21
"'229346'","'usa'",65
"'229358'","'italy'",36
"'22936'","'usa'",23
"'229382'","'switzerland'",25
"'229386'","'australia'",48
"'229391'","'usa'",0
"'229393'","'usa'",0
"'229405'","'usa'",55
"'229409'","'germany'",32
"'229410'","'usa'",0
"'229412'","'usa'",27
"'229417'","'usa'",49
"'229422'","'usa'",41
"'229427'","'france'",37
"'229440'","'canada'",0
"'229444'","'usa'",0
"'229448'","'canada'",42
"'229454'","'usa'",24
"'229456'","'usa'",0
"'22947'","'usa'",25
"'229472'","'usa'",52
"'229476'","'usa'",18
"'229478'","'usa'",30
"'229498'","'canada'",0
"'229499'","'usa'",16
"'2295'","'usa'",21
"'229501'","'spain'",20
"'229502'","'romania'",27
"'229513'","'usa'",31
"'229551'","'canada'",28
"'229576'","'usa'",24
"'229591'","'usa'",21
"'229593'","'usa'",36
"'229595'","'australia'",0
"'2296'","'usa'",61
"'229605'","'canada'",0
"'229607'","'usa'",17
"'229611'","'usa'",0
"'229618'","'usa'",37
"'229626'","'usa'",18
"'229632'","'usa'",23
"'22964'","''unknown''",25
"'229656'","'usa'",30
"'229658'","'usa'",22
"'229659'","'usa'",0
"'229669'","'usa'",0
"'229673'","'usa'",0
"'22968'","'usa'",42
"'229681'","'usa'",0
"'229682'","'canada'",53
"'229703'","'canada'",0
"'229707'","'usa'",38
"'229714'","'usa'",0
"'229721'","'usa'",24
"'229729'","'usa'",15
