"bookid","titlewords","authorwords","year","publisher"
"'36207'",2,2,"'1998'","'76'"
"'36208'",2,2,"'1997'","'133'"
"'36209'",2,2,"'2001'","'76'"
"'36210'",4,2,"'2000'","'37'"
"'36212'",6,2,"'1991'","'105'"
"'36218'",6,2,"'1996'","'734'"
"'36223'",4,1,"'1992'","'176'"
"'36226'",9,3,"'1999'","'246'"
"'36239'",7,2,"'2001'","'412'"
"'36243'",9,2,"'1998'","'1501'"
"'36247'",3,2,"'1986'","'66'"
"'36248'",5,2,"'1995'","'553'"
"'36249'",8,3,"'1997'","'3889'"
"'36253'",2,2,"'1986'","'59'"
"'36257'",4,2,"'1999'","'78'"
"'36258'",8,3,"'1979'","'1113'"
"'36260'",3,2,"'2003'","'465'"
"'36261'",11,2,"'1998'","'7'"
"'36262'",5,2,"'1994'","'465'"
"'36263'",9,2,"'1993'","'78'"
"'36264'",10,2,"'2001'","'78'"
"'36265'",10,3,"'2001'","'78'"
"'36266'",4,2,"'1999'","'3891'"
"'36268'",14,2,"'2000'","'143'"
"'36269'",7,2,"'1998'","'32'"
"'36271'",7,2,"'1996'","'88'"
"'36272'",5,2,"'2001'","'394'"
"'36275'",3,3,"'2000'","'465'"
"'36277'",1,2,"'1998'","'109'"
"'36278'",4,2,"'1988'","'118'"
"'36279'",2,2,"'1999'","'193'"
"'36280'",7,2,"'2002'","'1096'"
"'36283'",10,3,"'1994'","'66'"
"'36284'",9,3,"'1989'","'140'"
"'36291'",2,2,"'0'","'68'"
"'36293'",8,2,"'1997'","'1874'"
"'36295'",3,3,"'1992'","'398'"
"'36301'",11,2,"'1991'","'177'"
"'36305'",4,2,"'2002'","'56'"
"'36306'",7,2,"'1997'","'28'"
"'36308'",4,2,"'2003'","'10'"
"'36311'",7,2,"'1990'","'246'"
"'36312'",12,2,"'1970'","'592'"
"'36317'",7,2,"'1999'","'35'"
"'36327'",5,2,"'2001'","'40'"
"'36329'",4,2,"'1976'","'92'"
"'36330'",6,2,"'1996'","'6'"
"'36332'",4,2,"'2001'","'109'"
"'36334'",4,2,"'1996'","'273'"
"'36335'",6,2,"'1999'","'127'"
"'36336'",2,2,"'2002'","'390'"
"'36341'",8,3,"'1984'","'156'"
"'36343'",3,2,"'2002'","'182'"
"'36350'",4,2,"'1979'","'439'"
"'36352'",6,2,"'1993'","'6'"
"'36354'",4,2,"'1990'","'1275'"
"'36356'",12,2,"'1999'","'25'"
"'36359'",10,3,"'1975'","'35'"
"'36360'",10,2,"'1998'","'892'"
"'36362'",3,2,"'1988'","'160'"
"'36363'",4,3,"'1987'","'995'"
"'36370'",8,2,"'1987'","'67'"
"'36375'",5,2,"'1991'","'321'"
"'36376'",2,2,"'1987'","'40'"
"'36377'",6,3,"'1997'","'6'"
"'36378'",1,2,"'1980'","'7'"
"'36381'",7,2,"'2000'","'35'"
"'36383'",2,2,"'1988'","'40'"
"'36384'",2,2,"'1982'","'1120'"
"'36385'",5,2,"'1989'","'160'"
"'36386'",1,2,"'1993'","'28'"
"'36389'",2,2,"'1981'","'36'"
"'36391'",1,2,"'1985'","'154'"
"'36392'",10,3,"'1999'","'66'"
"'36395'",1,2,"'1980'","'9'"
"'36399'",3,2,"'1982'","'28'"
"'36400'",6,2,"'1996'","'3899'"
"'36403'",11,2,"'1995'","'882'"
"'36406'",3,2,"'1983'","'160'"
"'36410'",3,3,"'2002'","'28'"
"'36412'",13,2,"'1990'","'258'"
"'36415'",15,3,"'1994'","'37'"
"'36416'",3,3,"'1990'","'127'"
"'36419'",4,2,"'1991'","'3901'"
"'36422'",45,2,"'1987'","'37'"
"'36423'",7,2,"'1991'","'1048'"
"'36426'",10,2,"'2004'","'74'"
"'36427'",10,2,"'2003'","'74'"
"'36428'",9,2,"'2003'","'74'"
"'36430'",9,3,"'2004'","'42'"
"'36431'",3,2,"'1999'","'526'"
"'36433'",6,3,"'1987'","'69'"
"'36435'",3,2,"'2000'","'526'"
"'36438'",6,2,"'1990'","'243'"
"'36439'",7,2,"'1993'","'243'"
"'36440'",8,3,"'1992'","'243'"
"'36441'",22,3,"'1996'","'85'"
"'36442'",12,2,"'2000'","'445'"
"'36448'",4,2,"'1999'","'394'"
"'36449'",1,2,"'1995'","'43'"
"'36454'",4,2,"'2003'","'56'"
"'36456'",4,2,"'2003'","'2235'"
"'36457'",4,2,"'1995'","'1206'"
"'36459'",2,2,"'1998'","'35'"
"'36464'",7,2,"'1985'","'39'"
"'36466'",1,2,"'2001'","'1460'"
"'36467'",6,2,"'1992'","'81'"
"'36471'",7,3,"'1995'","'505'"
"'36474'",8,2,"'1992'","'57'"
"'36476'",8,2,"'2001'","'55'"
"'36478'",4,3,"'2003'","'149'"
"'36479'",7,2,"'1972'","'44'"
"'36480'",1,2,"'2002'","'5'"
"'36483'",18,2,"'2002'","'76'"
"'36484'",3,2,"'2000'","'99'"
"'36491'",4,2,"'1998'","'435'"
"'36497'",1,3,"'1999'","'569'"
"'36508'",2,2,"'1994'","'57'"
"'36511'",3,2,"'2001'","'57'"
"'36513'",13,2,"'1997'","'1850'"
"'36514'",2,2,"'2002'","'57'"
"'36515'",10,2,"'2002'","'40'"
"'36516'",2,2,"'2001'","'40'"
"'36517'",5,3,"'2001'","'57'"
"'36518'",8,2,"'2002'","'35'"
"'36519'",8,3,"'2000'","'952'"
"'36520'",8,4,"'1996'","'273'"
"'36527'",11,2,"'2001'","'7'"
"'36528'",2,2,"'1997'","'39'"
"'36529'",1,3,"'2000'","'28'"
"'36530'",2,2,"'2001'","'41'"
"'36531'",12,2,"'2002'","'182'"
"'36532'",2,2,"'2001'","'92'"
"'36534'",6,2,"'2001'","'10'"
"'36535'",9,2,"'1999'","'149'"
"'36536'",3,2,"'2001'","'137'"
"'36537'",3,2,"'1999'","'141'"
"'36542'",3,3,"'2002'","'277'"
"'36543'",3,2,"'2002'","'134'"
"'36544'",8,2,"'1982'","'44'"
"'36545'",3,2,"'2002'","'53'"
"'36549'",3,2,"'1994'","'605'"
"'36552'",1,2,"'1994'","'114'"
"'36555'",5,2,"'2000'","'123'"
"'36557'",8,3,"'1994'","'99'"
"'36558'",3,2,"'1997'","'52'"
"'36560'",2,3,"'1996'","'39'"
"'36563'",8,3,"'1992'","'101'"
"'36564'",8,3,"'1993'","'101'"
"'36565'",2,2,"'1993'","'476'"
"'36567'",3,3,"'2000'","'476'"
"'36568'",9,2,"'1998'","'118'"
"'36570'",4,2,"'1982'","'209'"
"'36572'",8,2,"'2003'","'133'"
"'36581'",3,3,"'1986'","'74'"
"'36582'",3,2,"'1996'","'7'"
"'36584'",4,3,"'1981'","'36'"
"'36587'",3,3,"'1998'","'57'"
"'36599'",2,2,"'2002'","'40'"
"'36603'",9,2,"'1997'","'92'"
"'36604'",8,2,"'2002'","'292'"
"'36606'",7,2,"'2002'","'292'"
"'36607'",6,2,"'2002'","'389'"
"'36611'",4,3,"'1998'","'2402'"
"'36612'",9,3,"'1995'","'25'"
"'36613'",8,3,"'1995'","'25'"
"'36615'",7,3,"'1995'","'25'"
"'36617'",8,3,"'1995'","'25'"
"'36621'",8,3,"'1975'","'592'"
"'36627'",4,2,"'1982'","'39'"
"'36628'",9,3,"'2001'","'2926'"
"'36630'",3,3,"'2000'","'252'"
"'36631'",19,3,"'1998'","'160'"
"'36632'",2,4,"'1938'","'253'"
"'36636'",4,2,"'2001'","'39'"
"'36644'",15,3,"'1993'","'754'"
"'36659'",11,2,"'1994'","'1174'"
"'36660'",4,2,"'1999'","'611'"
"'36672'",5,2,"'1990'","'154'"
"'36673'",7,2,"'2001'","'7'"
"'36681'",10,3,"'2000'","'735'"
"'36683'",4,3,"'1992'","'1075'"
"'36689'",11,3,"'1994'","'6'"
"'36703'",21,2,"'1992'","'1174'"
"'36709'",13,2,"'1996'","'254'"
"'36711'",9,2,"'1993'","'1075'"
"'36734'",14,4,"'1997'","'2703'"
"'36735'",11,2,"'1996'","'2703'"
"'36740'",7,2,"'1992'","'56'"
"'36741'",14,2,"'1990'","'393'"
"'36744'",13,3,"'1987'","'156'"
"'36751'",4,1,"'1955'","'56'"
"'36755'",6,2,"'1969'","'253'"
"'36756'",3,2,"'2004'","'57'"
"'36759'",8,2,"'1987'","'56'"
"'36760'",4,1,"'2000'","'196'"
"'36761'",5,1,"'1991'","'56'"
"'36762'",6,2,"'1983'","'57'"
"'36770'",15,3,"'1987'","'3928'"
"'36775'",13,2,"'1998'","'2251'"
"'36783'",9,2,"'1994'","'2521'"
"'36787'",4,2,"'1983'","'321'"
"'36792'",4,2,"'1999'","'1136'"
"'36793'",15,3,"'1999'","'107'"
"'36804'",8,2,"'1987'","'841'"
"'36805'",7,2,"'1983'","'3158'"
"'36809'",11,2,"'1985'","'39'"
"'36811'",8,2,"'1986'","'417'"
"'36816'",7,2,"'1986'","'841'"
"'36861'",7,2,"'1988'","'841'"
"'36886'",2,2,"'1975'","'286'"
"'36900'",8,2,"'1984'","'25'"
"'36912'",4,2,"'1999'","'2902'"
"'36922'",7,3,"'1985'","'398'"
"'36934'",6,2,"'2002'","'777'"
"'36935'",4,2,"'1984'","'346'"
"'36937'",3,2,"'2003'","'8'"
"'36949'",6,3,"'1987'","'202'"
"'36950'",1,3,"'1998'","'35'"
"'36951'",2,2,"'0'","'68'"
"'36952'",3,2,"'1984'","'39'"
"'36958'",2,2,"'2003'","'390'"
"'36963'",17,3,"'1996'","'28'"
"'36964'",9,2,"'1993'","'154'"
"'36966'",2,2,"'1997'","'40'"
"'36968'",5,2,"'1996'","'28'"
"'36969'",3,2,"'1999'","'205'"
"'36970'",5,2,"'1998'","'39'"
"'36971'",2,2,"'2000'","'390'"
"'36972'",8,2,"'1998'","'81'"
"'36973'",3,2,"'1996'","'7'"
"'36974'",4,3,"'2001'","'172'"
"'36975'",2,2,"'1985'","'68'"
"'36977'",2,2,"'1997'","'81'"
"'36983'",11,3,"'1980'","'3947'"
"'36984'",3,2,"'1995'","'34'"
"'36986'",3,2,"'1994'","'38'"
"'36994'",4,2,"'1997'","'71'"
"'36995'",8,3,"'1994'","'41'"
"'36996'",5,2,"'1987'","'180'"
"'36998'",3,2,"'1963'","'140'"
"'36999'",4,2,"'2001'","'150'"
"'37000'",13,2,"'2000'","'525'"
"'37002'",5,2,"'1999'","'246'"
"'37004'",7,2,"'2000'","'480'"
"'37005'",6,3,"'1992'","'3948'"
"'37010'",13,2,"'1995'","'53'"
"'37015'",7,3,"'1987'","'286'"
"'37017'",8,2,"'2000'","'56'"
"'37018'",5,2,"'1989'","'75'"
"'37021'",13,3,"'2001'","'74'"
"'37023'",4,3,"'1999'","'59'"
"'37024'",5,4,"'2002'","'253'"
"'37025'",5,3,"'1980'","'268'"
"'37026'",3,2,"'0'","'329'"
"'37027'",3,2,"'1983'","'40'"
"'37029'",3,2,"'1985'","'154'"
"'37030'",1,2,"'1997'","'161'"
"'37031'",3,2,"'1991'","'176'"
"'37034'",2,2,"'2002'","'71'"
"'37038'",2,3,"'1987'","'39'"
"'37039'",3,2,"'1994'","'28'"
"'37040'",9,2,"'2002'","'129'"
"'37041'",2,3,"'1990'","'122'"
"'37042'",2,2,"'1992'","'126'"
"'37043'",5,2,"'0'","'820'"
"'37045'",6,2,"'2002'","'377'"
"'37047'",6,2,"'1991'","'149'"
"'37053'",6,2,"'1990'","'149'"
"'37057'",4,2,"'2003'","'377'"
"'37058'",6,2,"'1994'","'149'"
"'37059'",7,2,"'2001'","'149'"
"'37060'",4,2,"'2002'","'377'"
"'37061'",3,2,"'2003'","'377'"
"'37063'",13,2,"'2001'","'213'"
"'37066'",2,2,"'2003'","'377'"
"'37073'",7,2,"'2003'","'149'"
"'37074'",2,2,"'2001'","'284'"
"'37076'",9,2,"'1994'","'149'"
"'37077'",7,2,"'1994'","'149'"
"'37078'",10,3,"'1995'","'149'"
"'37084'",1,2,"'1996'","'19'"
"'37086'",5,2,"'2003'","'149'"
"'37093'",9,2,"'2003'","'213'"
"'37097'",3,2,"'2003'","'284'"
"'37100'",3,2,"'2003'","'149'"
"'37101'",2,2,"'2001'","'149'"
"'37102'",10,2,"'1995'","'149'"
"'37104'",2,3,"'1999'","'38'"
"'37105'",1,2,"'1996'","'134'"
"'37108'",1,2,"'2001'","'134'"
"'37109'",4,2,"'1998'","'35'"
"'37110'",7,2,"'2000'","'57'"
"'37116'",3,2,"'2001'","'277'"
"'37117'",9,2,"'2000'","'41'"
"'37127'",10,2,"'1979'","'3952'"
"'37128'",7,2,"'1983'","'822'"
"'37130'",9,3,"'1989'","'822'"
"'37131'",9,2,"'1978'","'3953'"
"'37132'",5,2,"'1998'","'822'"
"'37135'",14,2,"'1993'","'822'"
"'37136'",7,2,"'2001'","'69'"
"'37145'",13,2,"'1997'","'239'"
"'37146'",6,2,"'1988'","'239'"
"'37147'",7,2,"'1991'","'239'"
"'37148'",4,2,"'1989'","'239'"
"'37149'",8,2,"'1992'","'239'"
"'37150'",8,2,"'1993'","'239'"
"'37151'",6,2,"'1992'","'239'"
"'37152'",4,2,"'1985'","'239'"
"'37154'",2,2,"'1983'","'39'"
"'37155'",8,2,"'1985'","'822'"
"'37156'",2,2,"'1992'","'40'"
"'37157'",11,2,"'1992'","'239'"
"'37161'",7,2,"'1987'","'239'"
"'37164'",2,2,"'1998'","'252'"
"'37166'",12,2,"'2001'","'239'"
"'37167'",12,2,"'1991'","'239'"
"'37168'",7,3,"'1990'","'239'"
"'37170'",8,2,"'1996'","'101'"
"'37171'",8,2,"'1986'","'3954'"
"'37172'",7,3,"'2000'","'239'"
"'37175'",5,2,"'1992'","'74'"
"'37176'",6,3,"'1981'","'74'"
"'37178'",1,2,"'1998'","'35'"
"'37181'",3,3,"'0'","'594'"
"'37182'",2,2,"'2001'","'57'"
"'37186'",5,2,"'2003'","'1362'"
"'37189'",4,2,"'1996'","'7'"
"'37190'",9,2,"'1991'","'35'"
"'37192'",3,2,"'1996'","'39'"
"'37193'",3,3,"'1999'","'35'"
"'37195'",3,3,"'1995'","'38'"
"'37196'",4,3,"'2000'","'1756'"
"'37197'",4,3,"'1990'","'175'"
"'37199'",13,2,"'2003'","'303'"
"'37201'",2,2,"'2004'","'7'"
"'37208'",2,2,"'2004'","'1961'"
"'37210'",6,2,"'1995'","'198'"
"'37212'",1,2,"'1976'","'214'"
"'37213'",10,2,"'2003'","'672'"
"'37215'",4,2,"'2001'","'122'"
"'37216'",10,2,"'1997'","'462'"
"'37217'",7,2,"'1996'","'252'"
"'37218'",15,2,"'1998'","'586'"
"'37220'",6,2,"'2003'","'160'"
"'37225'",16,2,"'2002'","'500'"
"'37226'",5,1,"'1997'","'888'"
"'37227'",7,2,"'2003'","'5'"
"'37229'",6,3,"'1998'","'150'"
"'37230'",9,2,"'1993'","'39'"
"'37233'",6,2,"'2002'","'57'"
"'37234'",8,2,"'2002'","'538'"
"'37239'",4,2,"'1994'","'30'"
"'37241'",9,2,"'1998'","'41'"
"'37242'",7,2,"'1987'","'73'"
"'37243'",8,2,"'1995'","'41'"
"'37244'",8,2,"'1994'","'41'"
"'37245'",9,2,"'1999'","'41'"
"'37248'",8,2,"'2001'","'56'"
"'37249'",6,2,"'1993'","'140'"
"'37250'",2,2,"'1978'","'3962'"
"'37251'",1,2,"'1988'","'476'"
"'37252'",1,2,"'1995'","'41'"
"'37255'",5,2,"'1992'","'41'"
"'37256'",5,2,"'1997'","'856'"
"'37257'",16,2,"'1993'","'2073'"
"'37261'",12,2,"'2000'","'164'"
"'37262'",4,3,"'1999'","'101'"
"'37264'",3,2,"'1981'","'59'"
"'37266'",21,2,"'1992'","'34'"
"'37267'",1,2,"'2002'","'25'"
"'37268'",2,3,"'1997'","'253'"
"'37271'",1,2,"'2002'","'155'"
"'37272'",5,2,"'2000'","'394'"
"'37273'",3,2,"'1992'","'198'"
"'37274'",2,2,"'1995'","'38'"
"'37275'",3,2,"'1995'","'390'"
"'37277'",6,2,"'1997'","'28'"
"'37278'",5,2,"'2003'","'9'"
"'37279'",3,2,"'1992'","'176'"
"'37281'",4,3,"'1996'","'83'"
"'37282'",3,2,"'2002'","'26'"
"'37283'",3,2,"'2002'","'1713'"
"'37287'",3,2,"'2001'","'3964'"
"'37288'",5,2,"'2002'","'106'"
"'37289'",3,2,"'1993'","'350'"
"'37293'",6,2,"'1990'","'92'"
"'37294'",7,2,"'2004'","'2234'"
"'37296'",2,2,"'1997'","'781'"
"'37298'",4,2,"'1994'","'83'"
"'37299'",7,2,"'2001'","'198'"
"'37302'",8,3,"'1999'","'666'"
"'37303'",6,3,"'2002'","'150'"
"'37304'",2,2,"'1995'","'169'"
"'37306'",17,2,"'1990'","'518'"
"'37308'",6,2,"'1995'","'139'"
"'37309'",5,2,"'1991'","'355'"
"'37312'",9,2,"'1996'","'122'"
"'37314'",2,2,"'2000'","'31'"
"'37317'",9,2,"'1994'","'25'"
"'37318'",5,2,"'1994'","'75'"
"'37320'",1,2,"'1999'","'933'"
"'37321'",8,2,"'1996'","'3966'"
"'37323'",6,2,"'1998'","'28'"
"'37327'",10,2,"'1994'","'99'"
"'37328'",3,4,"'1999'","'116'"
"'37329'",3,2,"'1998'","'600'"
"'37331'",3,2,"'1998'","'40'"
"'37332'",3,2,"'1998'","'40'"
"'37333'",3,2,"'1998'","'40'"
"'37334'",3,2,"'1998'","'198'"
"'37337'",2,2,"'1994'","'398'"
"'37338'",13,2,"'1991'","'26'"
"'37342'",3,2,"'1989'","'246'"
"'37352'",4,2,"'1990'","'246'"
"'37354'",12,3,"'1987'","'246'"
"'37358'",7,3,"'1992'","'410'"
"'37361'",5,2,"'1995'","'3006'"
"'37368'",2,2,"'1996'","'7'"
"'37369'",5,3,"'1977'","'56'"
"'37374'",5,2,"'1995'","'954'"
"'37376'",2,2,"'1991'","'38'"
"'37386'",2,2,"'1996'","'390'"
"'37387'",15,2,"'2001'","'445'"
"'37391'",8,2,"'1994'","'25'"
"'37392'",4,2,"'1995'","'444'"
"'37393'",9,3,"'1988'","'502'"
"'37395'",1,2,"'1982'","'39'"
"'37396'",2,2,"'1998'","'53'"
"'37397'",9,2,"'2001'","'258'"
"'37398'",4,2,"'2001'","'399'"
"'37400'",2,2,"'1999'","'111'"
"'37408'",3,2,"'1989'","'128'"
"'37409'",2,2,"'2003'","'53'"
"'37417'",1,2,"'2000'","'448'"
"'37419'",9,2,"'1997'","'53'"
"'37420'",4,3,"'2000'","'277'"
"'37421'",4,2,"'2000'","'147'"
"'37422'",2,2,"'2001'","'83'"
"'37424'",3,2,"'1983'","'39'"
"'37427'",5,2,"'1993'","'386'"
"'37429'",8,2,"'1972'","'386'"
"'37433'",4,2,"'1993'","'19'"
"'37434'",5,2,"'1997'","'746'"
"'37436'",6,2,"'2002'","'135'"
"'37437'",8,2,"'2002'","'160'"
"'37439'",7,2,"'1985'","'40'"
"'37440'",8,2,"'2001'","'43'"
"'37442'",1,2,"'1991'","'28'"
"'37447'",4,3,"'1995'","'807'"
"'37449'",5,2,"'1994'","'92'"
"'37453'",3,2,"'1993'","'73'"
"'37454'",1,2,"'2001'","'683'"
"'37455'",5,2,"'2000'","'247'"
"'37459'",2,2,"'1998'","'857'"
"'37463'",8,2,"'2001'","'171'"
"'37464'",10,3,"'1997'","'215'"
"'37468'",2,3,"'1999'","'214'"
"'37469'",6,3,"'2003'","'292'"
"'37470'",7,2,"'2001'","'140'"
"'37475'",3,2,"'2000'","'122'"
"'37476'",7,3,"'1993'","'66'"
"'37477'",2,2,"'2002'","'3974'"
"'37479'",6,2,"'2003'","'120'"
"'37480'",8,2,"'1989'","'34'"
"'37484'",3,3,"'1983'","'277'"
"'37486'",8,3,"'1999'","'1733'"
"'37488'",3,2,"'1990'","'39'"
"'37489'",10,1,"'2030'","'26'"
"'37490'",6,3,"'1996'","'282'"
"'37492'",9,2,"'2000'","'246'"
"'37497'",11,2,"'2002'","'149'"
"'37498'",5,2,"'1997'","'215'"
"'37499'",4,2,"'2001'","'74'"
"'37502'",4,2,"'2001'","'57'"
"'37503'",5,2,"'1996'","'149'"
"'37504'",9,2,"'2002'","'213'"
"'37505'",2,2,"'1998'","'390'"
"'37509'",8,2,"'1992'","'56'"
"'37510'",3,3,"'1997'","'80'"
"'37511'",11,3,"'2000'","'53'"
"'37514'",1,2,"'1982'","'9'"
"'37516'",2,3,"'1990'","'28'"
"'37531'",10,2,"'1998'","'502'"
"'37536'",4,2,"'2000'","'59'"
"'37537'",8,2,"'1995'","'66'"
"'37539'",5,2,"'1994'","'56'"
"'37540'",3,2,"'1995'","'34'"
"'37546'",5,2,"'1993'","'256'"
"'37547'",4,2,"'1998'","'154'"
"'37548'",3,2,"'1998'","'139'"
"'37549'",4,2,"'0'","'68'"
"'37552'",1,2,"'1999'","'390'"
"'37554'",3,2,"'1997'","'168'"
"'37557'",5,2,"'1999'","'454'"
"'37559'",5,3,"'1999'","'109'"
"'37561'",4,4,"'1999'","'399'"
"'37562'",2,2,"'1995'","'118'"
"'37564'",1,2,"'2002'","'3977'"
"'37566'",5,2,"'1999'","'321'"
"'37567'",2,2,"'2002'","'83'"
"'37568'",3,2,"'1994'","'1034'"
"'37569'",5,2,"'1997'","'390'"
"'37570'",24,4,"'1994'","'947'"
"'37571'",5,3,"'2003'","'354'"
"'37573'",4,2,"'2001'","'66'"
"'37575'",5,3,"'2002'","'160'"
"'37583'",2,2,"'2003'","'729'"
"'37585'",4,2,"'1994'","'1038'"
"'37586'",2,2,"'1994'","'7'"
"'37587'",2,2,"'1998'","'154'"
"'37590'",2,2,"'2000'","'457'"
"'37591'",5,2,"'1988'","'239'"
"'37595'",4,3,"'2003'","'149'"
"'37596'",1,3,"'1988'","'6'"
"'37597'",10,2,"'1977'","'44'"
"'37598'",3,2,"'1994'","'118'"
"'37604'",2,2,"'1996'","'36'"
"'37605'",2,2,"'1998'","'34'"
"'37606'",4,2,"'1998'","'132'"
"'37607'",8,2,"'2002'","'875'"
"'37614'",10,3,"'1996'","'1813'"
"'37622'",3,2,"'2002'","'134'"
"'37625'",2,2,"'2004'","'35'"
"'37628'",3,2,"'2003'","'390'"
"'37631'",2,2,"'1996'","'10'"
"'37632'",4,2,"'1999'","'140'"
"'37637'",4,5,"'2002'","'3983'"
"'37638'",2,3,"'2002'","'768'"
"'37639'",1,2,"'0'","'158'"
"'37641'",2,3,"'1994'","'6'"
"'37642'",2,2,"'2001'","'1628'"
"'37643'",2,2,"'2000'","'10'"
"'37644'",2,2,"'2003'","'41'"
"'37645'",7,2,"'1977'","'139'"
"'37649'",2,1,"'0'","'111'"
"'37652'",5,2,"'1998'","'31'"
"'37654'",3,2,"'1990'","'81'"
"'37655'",3,3,"'1997'","'109'"
"'37657'",6,2,"'1997'","'19'"
"'37659'",1,2,"'0'","'820'"
"'37660'",3,2,"'1998'","'193'"
"'37661'",2,2,"'1989'","'113'"
"'37668'",4,1,"'1998'","'2114'"
"'37669'",3,2,"'2003'","'118'"
"'37671'",10,2,"'1998'","'122'"
"'37675'",6,2,"'1994'","'118'"
"'37677'",7,1,"'0'","'115'"
"'37679'",9,2,"'1996'","'31'"
"'37681'",5,4,"'2003'","'30'"
"'37688'",1,2,"'2001'","'120'"
"'37689'",4,3,"'2002'","'31'"
"'37693'",9,2,"'1999'","'120'"
"'37694'",3,2,"'2000'","'124'"
"'37695'",11,2,"'2002'","'31'"
"'37702'",4,2,"'1989'","'126'"
"'37704'",2,2,"'2001'","'31'"
"'37707'",11,4,"'1981'","'314'"
"'37715'",8,2,"'1995'","'168'"
"'37721'",4,2,"'2000'","'116'"
"'37722'",14,2,"'1996'","'1981'"
"'37723'",5,2,"'2000'","'31'"
"'37726'",4,2,"'1997'","'120'"
"'37729'",4,2,"'1994'","'122'"
"'37736'",1,3,"'2001'","'1289'"
"'37744'",4,2,"'0'","'820'"
"'37746'",3,2,"'1998'","'122'"
"'37747'",3,2,"'1998'","'117'"
"'37749'",7,2,"'1992'","'118'"
"'37753'",8,2,"'1988'","'2137'"
"'37757'",4,2,"'1991'","'118'"
"'37759'",4,3,"'1998'","'30'"
"'37760'",12,2,"'2000'","'122'"
"'37761'",2,2,"'1998'","'122'"
"'37775'",8,2,"'1983'","'246'"
"'37781'",3,2,"'2002'","'116'"
"'37786'",2,2,"'2002'","'9'"
"'37787'",4,2,"'1994'","'35'"
"'37790'",3,2,"'0'","'1658'"
"'37792'",6,2,"'0'","'1122'"
"'37798'",2,2,"'1995'","'197'"
"'37801'",1,2,"'2001'","'175'"
"'37802'",6,2,"'2003'","'149'"
"'37803'",3,2,"'2003'","'46'"
"'37805'",6,2,"'2001'","'252'"
"'37809'",6,2,"'2001'","'2157'"
"'37810'",2,2,"'2002'","'538'"
"'37812'",12,3,"'1997'","'83'"
"'37813'",5,3,"'1997'","'185'"
"'37814'",5,2,"'2000'","'166'"
"'37815'",5,2,"'1998'","'4005'"
"'37816'",8,2,"'2003'","'169'"
"'37818'",5,2,"'2002'","'300'"
"'37823'",5,2,"'1999'","'72'"
"'37826'",4,2,"'1995'","'100'"
"'37827'",4,2,"'2001'","'38'"
"'37831'",13,2,"'2001'","'7'"
"'37833'",4,2,"'2001'","'109'"
"'37839'",1,2,"'1997'","'386'"
"'37840'",7,2,"'1991'","'34'"
"'37841'",7,2,"'1998'","'43'"
"'37849'",5,2,"'1984'","'987'"
"'37852'",3,2,"'1990'","'160'"
"'37853'",12,2,"'1995'","'418'"
"'37856'",6,2,"'2000'","'3511'"
"'37858'",7,2,"'1994'","'140'"
"'37859'",18,2,"'1999'","'141'"
"'37862'",2,2,"'2002'","'493'"
"'37864'",6,2,"'2001'","'134'"
"'37866'",7,2,"'1999'","'152'"
"'37869'",9,2,"'1992'","'4009'"
"'37870'",2,2,"'1989'","'25'"
"'37871'",14,3,"'1996'","'1867'"
"'37873'",3,3,"'1995'","'74'"
"'37877'",9,2,"'1996'","'1282'"
"'37879'",2,2,"'1992'","'128'"
"'37881'",17,2,"'1997'","'35'"
"'37882'",3,2,"'1999'","'292'"
"'37884'",3,2,"'2000'","'255'"
"'37886'",3,3,"'1999'","'83'"
"'37887'",2,4,"'2000'","'139'"
"'37889'",2,2,"'2001'","'35'"
"'37890'",9,2,"'1997'","'92'"
"'37891'",13,2,"'1997'","'92'"
"'37892'",10,2,"'1997'","'92'"
"'37893'",10,2,"'1997'","'92'"
"'37894'",10,3,"'1995'","'92'"
"'37895'",9,3,"'1996'","'92'"
"'37897'",12,2,"'2002'","'666'"
"'37898'",2,2,"'1982'","'109'"
"'37900'",3,2,"'2002'","'4011'"
"'37901'",4,2,"'2002'","'390'"
"'37904'",5,2,"'1999'","'277'"
"'37905'",11,2,"'1994'","'92'"
"'37906'",5,2,"'2003'","'882'"
"'37908'",4,2,"'1996'","'282'"
"'37911'",2,2,"'2000'","'160'"
"'37913'",2,2,"'2001'","'39'"
"'37914'",6,2,"'1999'","'6'"
"'37915'",8,2,"'1999'","'321'"
"'37916'",2,2,"'1997'","'154'"
"'37918'",1,3,"'2000'","'882'"
"'37919'",1,2,"'2001'","'255'"
"'37921'",2,2,"'1998'","'1778'"
"'37923'",5,2,"'2000'","'43'"
"'37930'",18,4,"'1996'","'1619'"
"'37932'",11,3,"'2001'","'2969'"
"'37933'",4,2,"'2002'","'135'"
"'37934'",6,2,"'1998'","'56'"
"'37936'",16,3,"'1993'","'303'"
"'37937'",4,2,"'2001'","'1'"
"'37938'",1,2,"'2000'","'43'"
"'37939'",2,2,"'1998'","'7'"
"'37941'",3,2,"'2000'","'4013'"
"'37942'",2,2,"'2003'","'57'"
"'37943'",21,2,"'2002'","'15'"
"'37944'",5,3,"'1980'","'154'"
"'37949'",16,2,"'2003'","'246'"
"'37950'",11,3,"'1993'","'109'"
"'37951'",8,2,"'1996'","'428'"
"'37952'",8,2,"'2003'","'172'"
