"artistid","numscrobbles","numlistens","rock","electronic","indie","pop","hiphop"
"'4690'",2663253,108148,"t","f","f","f","f"
"'4691'",14143330,265489,"f","f","f","f","f"
"'4704'",13252465,671927,"f","t","t","t","f"
"'4705'",4365994,529244,"f","f","f","t","f"
"'4706'",4977036,417455,"f","t","f","t","f"
"'4707'",4750029,466972,"f","f","f","t","f"
"'4709'",2118132,119416,"f","f","f","f","f"
"'4710'",25855138,1510296,"f","f","f","f","f"
"'4711'",2352628,268265,"f","f","f","f","f"
"'4716'",5117263,295481,"f","f","f","f","f"
"'4720'",4553745,109340,"f","t","f","f","f"
"'4722'",1627461,96426,"t","f","f","f","f"
"'4723'",1879050,79208,"f","t","f","f","f"
"'4724'",2911879,133265,"t","f","f","f","f"
"'4725'",5735745,496166,"f","t","f","f","f"
"'4727'",10823781,703774,"f","t","f","f","f"
"'4728'",9156519,516180,"f","t","f","f","f"
"'4731'",4307732,315987,"f","t","f","f","f"
"'4732'",9787421,602765,"f","t","f","t","f"
"'4733'",5817864,420457,"f","t","f","t","f"
"'4734'",14917350,557477,"f","t","f","f","f"
"'4735'",9488196,441376,"f","t","t","t","f"
"'4736'",3875113,189963,"t","f","t","t","f"
"'4741'",3126160,164759,"t","f","f","f","f"
"'4742'",8988440,569981,"t","f","t","t","f"
"'4745'",1653456,119326,"t","f","f","f","f"
"'4746'",2233479,165860,"t","f","f","f","f"
"'4747'",4809081,239550,"t","f","f","f","f"
"'4750'",3698291,212619,"t","f","f","f","f"
"'4756'",3432593,190145,"t","f","f","t","f"
"'4762'",6906261,329865,"t","f","t","f","f"
"'4778'",2151660,82403,"t","f","f","f","f"
"'4779'",18967873,507635,"f","f","f","f","t"
"'4780'",4317068,448684,"t","f","f","f","f"
"'4781'",3631749,107915,"f","f","f","f","f"
"'4782'",1622924,150311,"t","f","f","f","f"
"'4785'",3637088,297956,"t","f","f","f","f"
"'4787'",3712391,99940,"f","f","f","f","f"
"'4790'",4322209,247899,"t","f","f","f","f"
"'4791'",2122328,50487,"f","f","f","f","f"
"'4792'",1613715,153980,"t","f","f","f","f"
"'4793'",3533320,123338,"t","f","f","f","f"
"'4795'",2542535,201572,"t","f","f","f","f"
"'4796'",3640976,169594,"f","f","f","f","f"
"'4800'",3283872,51575,"t","f","f","f","t"
"'4802'",4288198,273938,"t","f","t","f","f"
"'4803'",2222272,89721,"f","f","f","f","f"
"'4805'",5573201,224869,"t","f","f","f","f"
"'4807'",3539956,354161,"t","f","f","f","f"
"'4810'",6478782,338984,"f","f","t","t","f"
"'4817'",7343068,313399,"f","f","f","t","f"
"'4818'",4582085,169283,"t","f","f","f","f"
"'4819'",1019544,65708,"f","f","f","t","f"
"'4820'",11432810,420382,"t","f","f","t","f"
"'4821'",52920323,1010278,"t","f","f","f","f"
"'4822'",9482981,405103,"t","f","f","t","f"
"'4826'",5072234,290183,"t","f","f","t","f"
"'4827'",11098908,408359,"t","f","f","f","f"
"'4830'",1680926,66399,"t","f","f","f","f"
"'4832'",3744566,255801,"t","f","f","t","f"
"'4833'",21726284,615277,"t","f","f","f","f"
"'4836'",2113989,234605,"t","f","f","t","f"
"'4837'",12650455,589639,"t","f","f","t","f"
"'4847'",3943179,214865,"t","f","f","t","f"
"'4849'",1918104,82239,"t","f","f","f","f"
"'4850'",2501068,134887,"t","f","f","t","f"
"'4852'",3738406,281278,"f","t","f","f","f"
"'4853'",1667662,174506,"f","t","f","f","f"
"'4855'",1547588,47410,"t","f","f","f","f"
"'4863'",3930978,360958,"f","t","f","f","f"
"'4865'",2232091,165768,"f","t","f","f","f"
"'4866'",1719609,83998,"f","f","f","f","t"
"'4871'",4265788,134154,"f","t","f","f","f"
"'4872'",5687424,131483,"f","t","f","f","f"
"'4873'",1526739,66854,"f","t","f","f","f"
"'4874'",1381210,53107,"f","t","f","t","f"
"'4875'",1510904,88722,"f","t","f","f","f"
"'4876'",2764020,95151,"f","t","f","f","f"
"'4880'",3278984,265805,"f","f","f","t","f"
"'4883'",8370274,987367,"f","f","f","t","t"
"'4898'",1966433,103926,"f","f","f","f","f"
"'4912'",4828735,126657,"f","t","f","f","f"
"'4913'",1306155,102605,"f","f","f","f","f"
"'4917'",8421311,440450,"f","f","f","f","f"
"'4918'",3735989,122286,"f","f","f","f","f"
"'4920'",11054069,516172,"f","f","f","f","f"
"'4923'",12387878,451538,"f","f","f","f","f"
"'4927'",3946788,216492,"f","f","f","f","f"
"'4928'",2797060,187656,"f","t","f","f","f"
"'4934'",1906503,44139,"f","f","f","f","f"
"'4936'",2525280,103897,"f","f","f","f","f"
"'4940'",2575772,91371,"f","f","f","f","f"
"'4941'",3282618,94241,"f","f","f","f","f"
"'4948'",5804068,122663,"f","f","f","f","f"
"'4949'",2893806,83322,"f","f","f","f","f"
"'4951'",1360320,112690,"f","f","t","f","f"
"'4952'",1644102,52993,"f","f","f","f","f"
"'4959'",7616568,95878,"f","f","f","f","f"
"'4965'",7772992,108615,"f","f","f","f","f"
"'4968'",1255773,20035,"f","f","f","f","f"
"'4970'",4760075,96511,"f","f","f","f","f"
"'4971'",10652670,227330,"f","f","f","f","f"
"'4980'",3744091,93545,"t","f","f","t","f"
"'4994'",6170518,317317,"t","t","f","f","f"
"'4999'",5133199,489678,"t","f","t","t","f"
"'5000'",12998998,758151,"f","f","f","t","f"
"'5001'",3741744,252607,"t","f","t","t","f"
"'5018'",4324216,335022,"f","f","f","f","t"
"'5021'",870771,36400,"t","f","f","t","f"
"'5027'",11716900,640680,"f","t","t","f","f"
"'5028'",4282677,318015,"f","t","f","f","t"
"'5030'",9423712,572863,"t","f","t","t","f"
"'5039'",7129776,57033,"f","f","f","f","t"
"'5040'",4758036,178970,"f","f","f","f","t"
"'5041'",15353864,79867,"f","f","f","f","t"
"'5042'",4439403,91213,"f","f","f","f","f"
"'5043'",2615843,203166,"f","t","f","t","f"
"'5044'",5186568,39171,"f","f","f","f","t"
"'5045'",19226678,1102437,"f","t","f","t","f"
"'5048'",22595150,856740,"f","f","t","f","t"
"'5052'",1468250,52668,"f","t","f","f","f"
"'5057'",3770474,46438,"f","f","f","f","t"
"'5058'",6847449,214214,"f","f","f","f","t"
"'5060'",3069045,207422,"f","f","f","f","f"
"'5062'",1216699,87489,"f","t","f","f","f"
"'5063'",8704911,410980,"f","f","f","f","f"
"'5064'",1170295,120815,"f","t","f","f","f"
"'5065'",7003399,303974,"t","f","f","f","f"
"'5067'",4084654,111262,"f","t","f","f","f"
"'5069'",5019351,209893,"f","f","f","f","f"
"'5070'",2142795,107283,"f","f","f","f","f"
"'5072'",9385869,729674,"f","t","f","f","f"
"'5073'",7603191,361191,"f","t","f","f","f"
"'5074'",6609992,502612,"f","t","f","f","f"
"'5076'",8817886,161141,"t","f","f","f","f"
"'5077'",3783759,65205,"t","f","f","f","f"
"'5079'",17737516,296476,"f","f","f","f","f"
"'5080'",8053499,41828,"f","f","f","t","f"
"'5087'",5815092,71223,"t","f","f","f","f"
"'5088'",1927633,124046,"f","f","f","t","f"
"'5090'",1659801,68397,"f","f","f","t","f"
"'5093'",4237076,65303,"f","f","f","t","f"
"'5099'",23504539,1647777,"t","f","f","t","f"
"'5100'",5834826,349808,"f","f","f","f","f"
"'5101'",3571820,163886,"f","f","f","f","f"
"'5105'",4291675,141315,"f","f","f","f","f"
"'5113'",1739480,70700,"t","f","f","f","f"
"'5119'",2959925,127027,"f","f","f","f","t"
"'5123'",6085914,902387,"t","f","f","f","f"
"'5124'",3929319,596082,"t","f","f","t","f"
"'5140'",2998782,96815,"t","f","f","t","f"
"'5149'",7282373,451346,"f","t","f","t","f"
"'5153'",2966423,207790,"t","f","f","f","f"
"'5157'",11654942,460631,"t","f","f","f","f"
"'5168'",4585466,565529,"t","f","f","f","f"
"'5169'",3247019,297407,"t","f","f","f","f"
"'5172'",4444977,438447,"t","f","f","f","f"
"'5173'",4008891,123201,"t","f","f","f","f"
"'5175'",7204665,409553,"t","f","f","f","f"
"'5176'",985414,180138,"f","t","f","f","f"
"'5178'",1979034,247326,"f","t","f","t","f"
"'5179'",1516995,265133,"f","t","f","f","f"
"'5180'",5060077,310516,"f","t","f","f","f"
"'5181'",2888188,308095,"f","t","f","f","f"
"'5182'",5425246,433266,"f","t","t","f","f"
"'5185'",3832136,462102,"f","t","f","f","f"
"'5186'",3105784,290864,"f","t","f","f","f"
"'5188'",1857072,293544,"f","t","f","f","f"
"'5191'",4290932,395072,"f","t","f","f","t"
"'5192'",5719085,510053,"f","t","f","f","f"
"'5193'",2086936,270137,"f","t","f","f","f"
"'5197'",3973815,256223,"f","t","f","f","f"
"'5200'",4598271,435643,"f","t","f","f","f"
"'5202'",2969942,126000,"t","f","f","f","f"
"'5203'",3184182,67059,"t","f","f","f","f"
"'5205'",10553440,403687,"f","f","f","f","f"
"'5208'",2008726,93834,"t","f","f","f","f"
"'5215'",10430575,602050,"t","f","f","f","f"
"'5216'",11592984,1007223,"t","f","f","f","f"
"'5217'",9216270,828919,"t","f","f","f","f"
"'5226'",4869585,143133,"t","f","f","f","f"
"'5227'",1918629,41698,"f","f","f","f","f"
"'5229'",2239551,129369,"f","f","t","t","f"
"'5233'",21922766,956963,"t","f","t","f","f"
"'5235'",7272237,224879,"t","f","f","f","f"
"'5236'",5117677,163995,"t","f","f","f","f"
"'5237'",7691208,181963,"t","f","f","t","f"
"'5238'",3807156,168720,"t","f","f","f","f"
"'5239'",6016703,241023,"f","f","f","f","t"
"'5241'",2770806,119159,"t","f","f","f","f"
"'5242'",3329175,86850,"t","f","t","f","f"
"'5248'",1142630,111579,"t","f","f","t","f"
"'5249'",5072055,308869,"f","f","f","t","f"
"'5250'",1544312,63714,"t","f","f","f","f"
"'5254'",4504441,408682,"f","f","f","t","f"
"'5256'",1541198,181134,"f","t","f","f","f"
"'5257'",8469559,891779,"f","f","f","t","f"
"'5260'",3436145,335319,"f","f","f","f","f"
"'5295'",2400428,150884,"t","f","f","f","f"
"'5296'",4678398,226082,"t","f","f","f","f"
"'5297'",3215706,206448,"t","f","f","f","f"
"'5298'",3222494,268482,"t","t","f","f","f"
"'5299'",15461765,327215,"t","f","f","f","f"
"'5301'",2499114,244024,"t","f","f","f","f"
"'5302'",2488126,157236,"t","f","f","f","f"
"'5303'",2752502,147475,"t","f","f","f","f"
"'5304'",2268965,110931,"f","f","f","f","t"
"'5305'",5144862,127759,"f","f","f","f","t"
"'5306'",41392467,951604,"t","f","f","f","f"
"'5310'",19298200,670727,"t","f","f","t","f"
"'5313'",5240624,320500,"t","f","f","t","f"
"'5315'",2594808,82626,"f","f","f","f","t"
"'5325'",1226644,86046,"f","t","f","f","f"
"'5327'",1065644,64101,"f","f","f","f","f"
"'5329'",1187207,81534,"f","f","f","f","f"
"'5332'",4294873,115662,"t","t","f","f","f"
"'5338'",5121352,313869,"f","f","t","f","f"
"'5342'",800288,80229,"f","t","f","f","f"
"'5343'",1131960,94169,"f","t","f","f","f"
"'5346'",3146849,168125,"f","f","f","f","f"
"'5347'",1586926,105182,"f","t","f","f","f"
"'5348'",3172222,147475,"f","t","f","f","f"
"'5353'",2767086,322035,"f","f","f","f","f"
"'5356'",2124487,53762,"f","f","f","f","f"
"'5358'",3461181,174039,"f","f","f","f","f"
"'5360'",2818981,138404,"f","f","f","f","f"
"'5363'",1025691,28349,"t","f","f","f","f"
"'5366'",1273734,31674,"f","f","f","f","f"
"'5375'",2916530,408267,"t","f","f","f","f"
"'5382'",1742111,282931,"t","f","f","f","f"
"'5412'",12398082,639534,"t","t","t","t","f"
"'5413'",1339892,40277,"f","f","t","t","f"
"'5414'",22670808,785026,"f","f","t","t","f"
"'5415'",2976127,204917,"f","t","f","f","f"
"'5416'",8126244,336544,"t","f","f","f","f"
"'5418'",5706455,347607,"f","f","t","f","f"
"'5419'",2405282,152953,"t","f","t","f","f"
"'5420'",6911192,519570,"f","f","f","f","f"
"'5421'",6041669,191300,"t","f","f","f","f"
"'5423'",14617824,503205,"t","f","t","f","f"
"'5426'",3002381,166072,"t","f","t","f","f"
"'5428'",4671596,273131,"f","f","t","t","f"
"'5429'",5705352,414073,"t","f","t","t","f"
"'5432'",2673627,274769,"t","f","f","f","f"
"'5434'",11505551,786091,"t","f","f","t","f"
"'5437'",12237763,292001,"t","f","t","f","f"
"'5439'",14918766,855111,"t","f","t","f","f"
"'5440'",7317129,623683,"t","f","t","f","f"
"'5441'",3418015,160622,"f","f","f","f","f"
"'5444'",6073951,249089,"f","f","f","f","f"
"'5446'",21334662,1265163,"t","f","f","f","f"
"'5447'",5316171,494854,"f","f","f","f","f"
"'5452'",9461497,877279,"t","f","f","f","f"
"'5459'",10194215,191839,"f","f","f","f","f"
"'5466'",2480628,74606,"t","f","f","t","f"
"'5474'",6301539,395789,"f","f","f","f","f"
"'5475'",10156554,607422,"f","t","f","f","f"
"'5480'",15785499,962327,"f","t","t","f","f"
"'5481'",6324479,149802,"f","f","f","f","t"
"'5485'",14569851,223086,"t","f","f","f","f"
"'5487'",2297214,93877,"t","f","f","t","f"
"'5488'",3919565,68860,"f","f","f","f","f"
"'5492'",658158,65416,"f","t","f","f","f"
"'5503'",6129801,426334,"f","t","f","f","f"
"'5515'",1993164,126720,"f","t","f","f","t"
"'5521'",887502,91379,"f","f","f","f","f"
"'5526'",7012564,273406,"t","f","f","f","f"
"'5532'",2545177,266720,"f","f","f","t","f"
"'5542'",4389294,239023,"f","f","f","t","f"
"'5543'",3511089,273423,"f","f","t","f","f"
"'5546'",3153700,225715,"t","f","t","t","f"
"'5547'",44101447,1564286,"f","t","t","t","f"
"'5549'",31889119,960547,"t","f","t","t","f"
"'5550'",7197711,811718,"t","f","f","f","f"
"'5553'",4851899,548540,"t","f","t","f","f"
"'5568'",3408188,69128,"f","f","f","t","f"
"'5569'",1324897,68410,"f","f","f","t","f"
"'5575'",4341886,59945,"f","f","f","t","f"
"'5581'",2570848,65551,"f","t","f","f","f"
"'5583'",2771079,86656,"f","f","f","f","f"
"'5585'",4601444,126970,"f","f","f","f","f"
"'5586'",2518807,125314,"f","t","f","f","f"
"'5600'",7244415,217160,"t","f","f","f","f"
"'5609'",2659785,129847,"t","f","f","f","f"
"'5610'",8040791,58939,"t","f","f","f","f"
"'5615'",3891924,193540,"t","f","f","t","f"
"'5617'",1463521,128360,"t","f","f","t","f"
"'5620'",683539,47416,"t","t","f","f","f"
"'5624'",641331,69984,"f","f","f","t","f"
"'5628'",6182598,551240,"f","f","f","f","t"
"'5630'",6117215,60842,"t","f","f","f","f"
"'5631'",7104164,139222,"t","f","f","f","f"
"'5632'",4763513,83255,"f","f","f","f","f"
"'5636'",9152678,238162,"t","f","f","f","f"
"'5638'",6406022,262431,"t","f","f","f","f"
"'5645'",2176592,101859,"t","f","f","f","f"
"'5650'",2142385,135035,"t","f","t","f","f"
"'5652'",5170538,298831,"f","t","t","t","f"
"'5653'",2689116,146142,"t","t","f","f","f"
"'5658'",1711394,91536,"f","f","f","f","f"
"'5659'",3006336,318123,"f","f","f","f","f"
"'5660'",6719218,491561,"f","f","f","f","f"
"'5662'",1772296,134710,"f","f","t","f","f"
"'5665'",1515475,176099,"f","f","f","f","f"
"'5666'",29398211,525207,"t","f","f","f","f"
"'5672'",6596406,519398,"t","f","f","f","f"
"'5673'",4706281,120723,"f","f","f","f","f"
"'5675'",7690099,51545,"f","f","f","f","f"
"'5683'",3371379,376848,"f","f","f","f","t"
"'5689'",5562927,152904,"f","f","f","f","f"
"'5694'",1996104,55167,"f","f","f","f","f"
"'5696'",1560985,50974,"f","f","f","f","f"
"'5709'",1310229,45395,"f","t","f","f","f"
"'5710'",2064210,77196,"f","f","f","f","f"
"'5718'",4010963,147661,"f","f","f","f","f"
"'5731'",2133133,295351,"f","f","f","t","f"
"'5745'",5017927,310464,"f","f","f","f","f"
"'5746'",3458785,153503,"f","f","f","f","f"
"'5757'",1622222,122630,"t","f","t","f","f"
"'5767'",4527949,501437,"f","f","f","t","f"
"'5768'",8049585,389247,"t","f","f","t","f"
"'5772'",2417380,107427,"t","f","f","f","f"
"'5782'",5416815,152790,"t","f","f","f","f"
"'5784'",5186629,375275,"t","f","f","f","f"
"'5785'",10435102,642775,"t","f","f","f","f"
"'5787'",16868508,1010175,"f","f","f","f","f"
"'5789'",12284830,962016,"f","f","f","f","t"
"'5790'",13147833,706157,"t","f","t","f","f"
"'5791'",3074681,36664,"f","f","f","f","f"
"'5803'",2354206,230214,"f","t","f","f","f"
"'5806'",6168860,255828,"t","f","f","f","f"
"'5807'",15611018,223928,"f","f","f","f","f"
"'5810'",3923347,132795,"f","f","f","f","f"
"'5833'",4246720,202041,"f","f","f","f","f"
"'5844'",24036329,1402403,"t","f","f","f","f"
"'5845'",7973507,242182,"f","f","f","f","f"
"'5846'",1704706,145669,"f","f","f","f","f"
"'5847'",6716266,147047,"f","f","f","f","f"
"'5848'",4333073,544339,"f","f","f","f","f"
"'5871'",2533236,207981,"f","t","f","f","f"
"'5876'",3259445,142492,"t","f","f","f","f"
"'5879'",11894207,337740,"f","f","t","f","f"
"'5880'",1817901,29029,"f","f","f","f","f"
"'5883'",2700072,162828,"f","f","f","f","t"
"'5890'",23777991,943756,"t","f","t","t","f"
"'5891'",3393141,307523,"f","t","f","f","f"
"'5894'",3233767,293777,"f","f","f","f","f"
"'5899'",2436798,128861,"t","f","f","f","f"
"'5901'",2719060,420736,"t","f","f","f","f"
"'5903'",1297941,89259,"f","f","f","f","f"
"'5911'",1979953,126327,"t","f","t","f","f"
"'5913'",5006011,252308,"f","f","f","t","f"
"'5914'",5932302,455426,"f","f","t","f","f"
"'5925'",21057225,1110124,"t","f","t","t","f"
"'5926'",20721144,574876,"t","f","t","f","f"
"'5927'",3780312,223028,"f","t","t","f","f"
"'5929'",3977273,170734,"t","f","t","f","f"
"'5932'",5358601,236222,"f","t","f","f","f"
"'5934'",2784792,176740,"f","t","t","f","f"
"'5936'",9764878,316653,"f","f","f","f","t"
"'5939'",4452809,306107,"t","f","f","t","f"
"'5948'",1643301,140160,"t","f","f","t","f"
"'5966'",27674502,511696,"t","f","t","f","f"
"'5969'",6355109,279704,"f","f","f","f","f"
"'5972'",11261461,444096,"t","t","t","f","f"
"'5980'",1608148,31229,"t","f","f","t","f"
"'5982'",3929343,450368,"f","f","f","f","f"
"'5988'",15300568,1745616,"f","f","f","f","t"
"'6004'",8342798,699381,"f","t","f","f","f"
"'6008'",3907883,147883,"t","t","f","f","f"
"'6014'",3454439,109659,"f","f","f","f","f"
"'6016'",4856556,221856,"f","f","f","f","f"
"'6032'",6891933,322775,"t","f","t","f","f"
"'6039'",3710050,181135,"t","t","t","t","f"
"'6043'",4323313,242484,"f","t","f","f","t"
"'6045'",9746025,428371,"f","t","f","f","t"
"'6046'",19317812,213147,"f","f","f","f","t"
"'6048'",15794043,591958,"t","f","f","f","f"
"'6051'",3552059,83746,"f","f","f","f","f"
"'6052'",4790762,183506,"f","f","f","f","f"
"'6053'",2310707,273576,"f","t","f","f","t"
"'6054'",3069258,242595,"f","t","f","f","f"
"'6056'",4548499,113580,"f","t","f","f","f"
"'6063'",2012138,96040,"t","f","f","t","f"
"'6064'",4465117,576802,"f","f","f","t","f"
"'6086'",2114002,245531,"f","t","f","f","f"
"'6098'",2726997,103951,"f","f","f","f","f"
"'6120'",4497971,110208,"t","f","f","f","f"
"'6126'",4955997,311234,"t","f","f","f","f"
"'6127'",2957697,210175,"t","f","f","t","f"
"'6128'",8576212,337181,"t","f","f","f","f"
"'6129'",2884240,75395,"f","f","f","f","f"
"'6130'",7336146,556919,"t","f","f","f","f"
"'6133'",4530126,295756,"f","f","f","f","f"
"'6134'",4785338,155570,"t","f","f","f","f"
"'6137'",7532848,451343,"f","f","f","f","f"
"'6139'",1924192,127540,"t","f","f","f","f"
"'6140'",5683718,616338,"f","f","f","f","f"
"'6141'",1899758,187374,"f","f","f","f","f"
"'6144'",5225970,365955,"f","f","t","f","f"
"'6146'",7069692,287792,"t","f","t","f","f"
"'6150'",6263517,349977,"t","t","f","f","f"
"'6151'",10886262,343638,"t","t","f","f","f"
"'6153'",1149637,94615,"t","t","f","f","f"
"'6159'",9253279,490921,"t","f","f","f","f"
"'6160'",3687614,183245,"f","t","f","f","f"
"'6161'",4934679,339451,"f","f","f","f","f"
"'6165'",4182697,464890,"t","f","f","f","f"
"'6169'",1636987,131692,"t","f","f","f","f"
"'6173'",1570851,118686,"t","f","f","f","f"
"'6176'",3617006,263860,"f","f","f","f","f"
"'6177'",8942411,591108,"f","t","f","f","f"
"'6179'",1848979,126087,"t","f","f","f","f"
"'6181'",6393646,426058,"f","f","f","f","f"
"'6182'",10019159,542981,"t","f","t","t","f"
"'6183'",1360206,96113,"t","f","f","f","f"
"'6186'",3546947,287781,"t","f","t","f","f"
"'6187'",3688046,307612,"f","t","f","f","f"
"'6188'",5997229,436100,"t","f","t","f","f"
"'6189'",11409008,407357,"f","t","f","f","f"
"'6190'",5467052,364968,"f","t","f","f","f"
"'6191'",10284212,446607,"t","f","t","f","f"
"'6193'",5310727,621066,"t","f","f","f","f"
"'6195'",3331080,70137,"t","f","f","f","f"
"'6196'",8847944,607037,"t","f","f","t","f"
"'6198'",7457467,168946,"t","f","t","f","f"
"'6200'",17535772,96941,"t","f","f","f","f"
"'6201'",3965612,313285,"t","f","f","f","t"
"'6202'",3873420,187624,"t","f","t","f","f"
"'6203'",2928039,233202,"t","f","t","t","f"
"'6204'",6104423,273149,"t","f","t","f","f"
"'6205'",4578780,208651,"t","f","t","t","f"
"'6206'",3999176,314402,"f","f","t","f","f"
"'6209'",5260815,303175,"f","t","f","t","f"
"'6213'",2077785,131193,"t","f","t","f","f"
"'6217'",19246033,517720,"f","f","t","t","f"
"'6222'",5645256,375449,"t","f","t","t","f"
"'6223'",5121860,429443,"t","f","t","f","f"
"'6224'",5040212,301980,"f","f","t","f","f"
"'6225'",6694169,351514,"t","t","t","f","f"
"'6226'",17859969,1229240,"t","f","f","f","t"
"'6227'",3110100,325733,"t","f","t","f","f"
"'6228'",2695463,128938,"t","f","t","f","f"
"'6229'",17121466,531987,"t","f","t","f","f"
"'6231'",4354431,318036,"t","f","t","f","f"
"'6235'",4048451,105808,"t","f","f","f","f"
"'6237'",1079818,41002,"f","f","f","f","f"
"'6241'",1299544,82280,"f","f","f","f","f"
"'6247'",12029728,729974,"t","f","f","f","f"
"'6249'",15630418,885947,"t","f","f","f","f"
"'6252'",4247833,167164,"f","f","f","f","f"
"'6257'",26366713,1190076,"t","f","f","f","f"
"'6258'",9275393,114231,"f","f","f","f","f"
"'6259'",2793849,47446,"t","f","f","f","f"
"'6264'",2391544,54211,"f","f","f","f","f"
"'6282'",7367224,178386,"f","f","f","f","f"
"'6284'",1437290,54872,"f","f","f","f","f"
"'6287'",4081991,149508,"f","f","f","f","f"
"'6288'",14290582,635518,"f","f","f","f","t"
"'6289'",7647404,167565,"f","f","f","f","f"
"'6292'",2921850,370876,"t","f","f","f","f"
"'6293'",6982392,387871,"t","f","t","f","f"
"'6294'",21063601,513420,"t","f","t","t","f"
"'6295'",14336349,515212,"t","f","t","f","f"
"'6297'",8238909,374953,"f","f","t","t","f"
"'6298'",19999347,660340,"t","f","f","f","f"
"'6301'",7463276,626584,"f","f","t","f","f"
"'6302'",4109247,157103,"f","f","t","f","f"
"'6305'",6644347,288575,"t","f","t","f","f"
"'6307'",4468390,176858,"t","f","t","f","f"
"'6313'",25241508,1908511,"f","f","f","t","f"
"'6317'",3976658,335862,"f","f","f","f","f"
"'6319'",1459885,170541,"f","f","f","t","f"
"'6321'",7082876,554729,"f","f","f","f","t"
"'6322'",2690336,170400,"f","f","f","f","t"
"'6329'",1211883,88190,"f","f","f","f","t"
"'6330'",1342036,138170,"f","f","f","f","t"
"'6331'",2067207,149043,"f","f","f","f","t"
"'6332'",3289838,239616,"f","f","f","f","t"
"'6335'",6259999,267424,"f","f","f","f","t"
"'6336'",1736155,27947,"f","f","f","f","t"
"'6337'",1603740,109729,"f","f","f","f","t"
"'6343'",5139046,238070,"f","f","f","f","t"
"'6344'",778079,67838,"f","f","f","f","t"
"'6345'",16528630,708842,"f","t","f","f","f"
"'6346'",7281064,984388,"f","f","f","f","t"
"'6362'",3802084,386470,"t","f","f","f","f"
"'6363'",6515557,456491,"t","f","f","f","f"
"'6367'",1379708,99944,"f","f","f","f","f"
"'6374'",11756384,683435,"f","t","f","f","f"
"'6376'",10867186,1072346,"f","f","f","f","t"
"'6382'",8940735,530895,"t","f","t","t","f"
"'6384'",4683542,728531,"f","f","f","f","t"
"'6387'",1893877,228793,"f","f","f","f","t"
"'6389'",12814954,1043948,"f","f","f","t","f"
"'6390'",9702017,144604,"f","f","f","f","f"
"'6391'",5813700,250402,"t","f","f","f","f"
"'6397'",9203893,411714,"f","f","f","f","f"
"'6400'",3997301,195050,"t","f","f","f","f"
"'6402'",1574619,91863,"t","f","f","f","f"
"'6405'",1559723,79925,"f","t","f","f","f"
"'6407'",4321006,238061,"f","t","f","f","f"
"'6409'",10318706,303308,"f","t","t","f","f"
"'6410'",9429750,243893,"f","f","f","f","f"
"'6414'",6915501,281421,"f","f","t","t","f"
"'6416'",1558599,108229,"f","t","f","f","f"
"'6417'",10011139,476046,"f","f","t","t","f"
"'6421'",4239590,192608,"t","f","t","f","f"
"'6422'",9051164,446569,"t","f","t","t","f"
"'6424'",6423321,191000,"t","f","t","t","f"
"'6426'",906858,107345,"f","f","f","f","f"
"'6429'",3807839,329636,"f","f","f","t","f"
"'6452'",10022540,857703,"t","f","f","f","f"
"'6453'",23343938,733741,"t","f","t","t","f"
"'6454'",6356781,558893,"f","f","t","t","f"
"'6458'",3771380,564661,"f","f","f","t","f"
"'6461'",2911827,145350,"f","f","f","f","f"
"'6463'",17976355,573838,"t","f","t","f","f"
"'6466'",4770679,287380,"f","f","f","f","f"
"'6472'",3065474,202625,"f","f","f","f","f"
"'6491'",1356236,84058,"f","f","f","f","f"
"'6493'",2353458,63515,"f","f","f","f","f"
"'6500'",2049541,229347,"f","f","f","f","f"
"'6501'",1936837,137167,"f","f","f","f","f"
"'6503'",1323158,116844,"f","f","f","f","f"
"'6505'",3578915,209375,"t","f","f","t","f"
"'6506'",3588776,310228,"f","f","f","f","f"
"'6508'",2487925,55359,"f","f","f","t","f"
"'6516'",3246462,194352,"f","f","f","f","f"
"'6521'",952885,88768,"f","f","f","t","f"
"'6522'",2464383,187323,"f","f","f","t","f"
"'6527'",1666949,46581,"f","t","f","t","f"
"'6529'",2453803,140964,"f","f","t","t","f"
"'6539'",3964325,202473,"t","f","t","f","f"
"'6541'",6158782,546020,"t","f","f","f","f"
"'6542'",3555724,120169,"t","t","f","f","f"
"'6544'",4226025,213155,"f","t","t","t","f"
"'6547'",3077884,119050,"f","t","f","t","f"
"'6554'",3391436,258670,"t","f","f","t","f"
"'6556'",5768833,400289,"t","f","t","f","f"
"'6558'",4971391,421509,"t","f","f","t","f"
"'6560'",4144675,202429,"t","f","f","f","f"
"'6569'",2106837,120282,"t","f","f","f","f"
"'6570'",8125116,209235,"t","f","f","f","f"
"'6575'",1471245,39579,"f","f","f","f","f"
"'6576'",8502179,169574,"f","f","f","f","f"
"'6580'",1911579,199171,"f","t","f","t","f"
"'6581'",24992394,923566,"f","t","f","f","t"
"'6582'",7314051,397725,"f","t","f","f","f"
"'6583'",2686210,237757,"f","t","f","f","t"
"'6585'",6382985,439767,"f","t","f","f","f"
"'6586'",2649062,277098,"f","t","f","t","f"
"'6594'",2490947,191640,"f","t","t","t","f"
"'6600'",10558514,360461,"t","f","t","f","f"
"'6602'",13409813,470414,"t","f","t","f","f"
"'6615'",3516085,170069,"f","t","t","t","f"
"'6618'",8515757,1158605,"f","f","f","f","t"
"'6619'",4184110,777965,"f","f","f","f","t"
