"userid","gender","age","country","year"
"'184828'","m",20,"'Azerbaijan'","'2008'"
"'184833'","m",0,"'United Kingdom'","'2006'"
"'184849'","m",41,"'Italy'","'2006'"
"'184854'","m",25,"'United States'","'2006'"
"'184856'","f",1,"'Colombia'","'2008'"
"'184863'","m",42,"'Denmark'","'2008'"
"'184865'","m",50,"'Brazil'","'2008'"
"'184871'","f",27,"'Finland'","'2006'"
"'184877'","m",26,"'United States'","'2004'"
"'184885'","m",31,"'Germany'","'2005'"
"'184886'","m",19,"'Canada'","'2005'"
"'184895'","f",0,"'Germany'","'2008'"
"'184909'","m",19,"'Finland'","'2007'"
"'184915'","m",23,"'Finland'","'2007'"
"'184923'","m",0,"'Sweden'","'2006'"
"'184925'","f",30,"'United States'","'2006'"
"'184927'","m",0,"'Aruba'","'2006'"
"'184930'","m",38,"'United States'","'2008'"
"'184939'","m",20,"'Italy'","'2007'"
"'184941'","f",29,"'France'","'2008'"
"'184943'","m",25,"'Poland'","'2006'"
"'184953'","o",0,"'United States'","'2005'"
"'184972'","m",31,"'Argentina'","'2008'"
"'184980'","f",16,"'United Kingdom'","'2008'"
"'184988'","m",22,"'United States'","'2005'"
"'184995'","m",0,"'Japan'","'2006'"
"'184997'","m",25,"'Russian Federation'","'2006'"
"'185001'","m",0,"'Colombia'","'2006'"
"'185005'","m",37,"'Japan'","'2006'"
"'185018'","m",18,"'Ukraine'","'2008'"
"'185034'","f",19,"'United Kingdom'","'2009'"
"'185042'","m",0,"'Spain'","'2008'"
"'185054'","m",29,"'Spain'","'2005'"
"'185060'","m",33,"'Italy'","'2007'"
"'185066'","f",32,"'France'","'2007'"
"'185082'","f",0,"'Argentina'","'2008'"
"'185085'","m",31,"'United Kingdom'","'2006'"
"'185089'","m",22,"'United States'","'2005'"
"'185091'","o",0,"'United States'","'2007'"
"'185101'","o",0,"'United States'","'2007'"
"'185106'","f",28,"'United Kingdom'","'2008'"
"'185112'","f",21,"'United Kingdom'","'2008'"
"'185121'","m",18,"'Brazil'","'2008'"
"'185139'","m",25,"'United States'","'2007'"
"'185145'","f",30,"'United States'","'2007'"
"'185146'","m",35,"'Switzerland'","'2006'"
"'185147'","f",0,"'Germany'","'2008'"
"'185156'","m",25,"'Belgium'","'2007'"
"'185159'","f",0,"'United States'","'2007'"
"'185164'","m",40,"'Russian Federation'","'2008'"
"'185166'","m",24,"'France'","'2006'"
"'185167'","f",26,"'United States'","'2005'"
"'185183'","m",60,"'Canada'","'2006'"
"'185184'","m",20,"'Brazil'","'2008'"
"'185191'","m",20,"'Bulgaria'","'2006'"
"'185195'","m",28,"'Bulgaria'","'2004'"
"'185196'","m",0,"'Canada'","'2009'"
"'185198'","m",0,"'United Kingdom'","'2007'"
"'185199'","m",0,"'United Kingdom'","'2007'"
"'185202'","m",20,"'Poland'","'2009'"
"'185207'","m",0,"'Armenia'","'2008'"
"'185214'","f",23,"'Austria'","'2005'"
"'185219'","f",16,"'Spain'","'2007'"
"'185221'","m",20,"'Germany'","'2008'"
"'185225'","m",24,"'Brazil'","'2007'"
"'185226'","f",18,"'Netherlands'","'2006'"
"'185229'","m",23,"'United Kingdom'","'2006'"
"'185230'","f",19,"'France'","'2008'"
"'185235'","m",20,"'United States'","'2005'"
"'185241'","m",0,"'United States'","'2008'"
"'185245'","m",27,"'United States'","'2006'"
"'185246'","f",20,"'United States'","'2008'"
"'185249'","f",20,"'United Kingdom'","'2006'"
"'185255'","m",21,"'United States'","'2007'"
"'185261'","f",21,"'Romania'","'2009'"
"'185263'","m",23,"'Mexico'","'2007'"
"'185264'","m",31,"'France'","'2006'"
"'185267'","m",26,"'Canada'","'2008'"
"'185270'","m",19,"'Poland'","'2006'"
"'185276'","f",28,"'Russian Federation'","'2006'"
"'185285'","f",16,"'Germany'","'2009'"
"'185287'","m",30,"'Turkey'","'2005'"
"'185303'","f",23,"'Ireland'","'2006'"
"'185304'","m",23,"'United States'","'2008'"
"'185305'","m",26,"'Czech Republic'","'2006'"
"'185312'","m",34,"'Portugal'","'2008'"
"'185315'","f",17,"'Brazil'","'2009'"
"'185319'","f",40,"'Japan'","'2007'"
"'185326'","m",28,"'United States'","'2008'"
"'185327'","f",20,"'Canada'","'2007'"
"'185329'","m",19,"'Poland'","'2007'"
"'185336'","m",21,"'United States'","'2008'"
"'185341'","f",19,"'United States'","'2006'"
"'185345'","f",20,"'Estonia'","'2009'"
"'185349'","f",18,"'Russian Federation'","'2008'"
"'185362'","o",19,"'Australia'","'2006'"
"'185371'","m",22,"'Russian Federation'","'2007'"
"'185390'","f",0,"'United States'","'2007'"
"'185404'","f",17,"'Turkey'","'2007'"
"'185406'","m",23,"'Germany'","'2006'"
"'185409'","f",21,"'Turkey'","'2006'"
"'185410'","m",26,"'Belgium'","'2007'"
"'185412'","m",23,"'Belarus'","'2008'"
"'185414'","m",20,"'United States'","'2006'"
"'185416'","m",21,"'Russian Federation'","'2009'"
"'185425'","f",24,"'United Kingdom'","'2007'"
"'185433'","m",28,"'Russian Federation'","'2009'"
"'185440'","m",0,"'Indonesia'","'2007'"
"'185445'","m",27,"'Mexico'","'2006'"
"'185447'","f",25,"'United States'","'2006'"
"'185452'","m",23,"'Belgium'","'2006'"
"'185454'","m",0,"'Brazil'","'2008'"
"'185461'","m",21,"'United Kingdom'","'2005'"
"'185470'","f",23,"'United Kingdom'","'2007'"
"'185471'","m",27,"'United States'","'2006'"
"'185478'","f",22,"'United States'","'2004'"
"'185483'","m",21,"'United States'","'2007'"
"'185490'","f",24,"'Finland'","'2006'"
"'185501'","f",0,"'Germany'","'2009'"
"'185504'","f",16,"'United States'","'2006'"
"'185508'","m",34,"'Germany'","'2008'"
"'185509'","m",20,"'United States'","'2005'"
"'185512'","m",0,"'Poland'","'2005'"
"'185513'","m",30,"'Netherlands'","'2005'"
"'185518'","m",21,"'Germany'","'2006'"
"'185528'","f",0,"'Israel'","'2005'"
"'185530'","m",29,"'United Kingdom'","'2007'"
"'185532'","o",0,"'United States'","'2005'"
"'185533'","m",22,"'United States'","'2006'"
"'185534'","m",19,"'United States'","'2007'"
"'185537'","m",26,"'United States'","'2006'"
"'185548'","m",27,"'United States'","'2007'"
"'185555'","m",29,"'Spain'","'2006'"
"'185556'","f",19,"'Czech Republic'","'2007'"
"'185557'","m",25,"'Russian Federation'","'2008'"
"'185560'","m",29,"'Norway'","'2005'"
"'185561'","f",26,"'Spain'","'2009'"
"'185565'","m",28,"'Serbia'","'2007'"
"'185570'","m",0,"'United States'","'2006'"
"'185574'","f",24,"'Poland'","'2006'"
"'185582'","f",23,"'United States'","'2005'"
"'185583'","m",24,"'Poland'","'2006'"
"'185592'","m",0,"'Czech Republic'","'2006'"
"'185603'","m",27,"'United States'","'2005'"
"'185608'","m",17,"'New Zealand'","'2008'"
"'185612'","m",30,"'Spain'","'2007'"
"'185616'","f",18,"'Brazil'","'2007'"
"'185623'","m",24,"'Turkey'","'2007'"
"'185626'","m",0,"'France'","'2005'"
"'185627'","m",20,"'United Kingdom'","'2009'"
"'185630'","m",37,"'Germany'","'2007'"
"'185636'","m",28,"'United Kingdom'","'2007'"
"'185637'","m",16,"'Canada'","'2007'"
"'185646'","m",0,"'Switzerland'","'2007'"
"'185648'","f",17,"'Brazil'","'2007'"
"'185649'","m",40,"'Germany'","'2006'"
"'185650'","m",22,"'Netherlands'","'2007'"
"'185669'","f",18,"'Finland'","'2007'"
"'185670'","m",29,"'Seychelles'","'2008'"
"'185690'","f",28,"'United Kingdom'","'2007'"
"'185692'","m",17,"'Sweden'","'2008'"
"'185696'","m",0,"'United Kingdom'","'2007'"
"'185701'","m",35,"'Germany'","'2005'"
"'185702'","m",31,"'Algeria'","'2007'"
"'185708'","m",26,"'United States'","'2007'"
"'185709'","m",64,"'Spain'","'2008'"
"'185714'","m",17,"'Norway'","'2006'"
"'185718'","m",21,"'United Kingdom'","'2005'"
"'185725'","m",31,"'Germany'","'2007'"
"'185728'","m",31,"'Ukraine'","'2006'"
"'185737'","m",29,"'Japan'","'2007'"
"'185739'","o",0,"'Austria'","'2006'"
"'185747'","m",20,"'Belgium'","'2009'"
"'185749'","m",0,"'Finland'","'2009'"
"'185753'","m",20,"'United Kingdom'","'2008'"
"'185754'","o",24,"'United States'","'2003'"
"'185757'","m",19,"'Brazil'","'2006'"
"'185758'","m",34,"'United Kingdom'","'2006'"
"'185766'","f",22,"'Slovakia'","'2008'"
"'185774'","m",23,"'Germany'","'2009'"
"'185778'","m",0,"'Spain'","'2006'"
"'185781'","m",32,"'Ireland'","'2009'"
"'185784'","m",19,"'Netherlands'","'2009'"
"'185791'","m",21,"'United Kingdom'","'2006'"
"'185796'","m",35,"'Bulgaria'","'2008'"
"'185801'","f",20,"'United States'","'2005'"
"'185804'","f",21,"'Brazil'","'2007'"
"'185808'","m",20,"'Brazil'","'2008'"
"'185820'","m",29,"'United Kingdom'","'2007'"
"'185821'","f",26,"'Spain'","'2005'"
"'185822'","m",32,"'Spain'","'2007'"
"'185823'","m",20,"'Germany'","'2009'"
"'185827'","m",19,"'Finland'","'2006'"
"'185830'","m",2,"'United States'","'2004'"
"'185837'","m",18,"'Belgium'","'2008'"
"'185843'","m",30,"'Ireland'","'2008'"
"'185844'","f",20,"'Lithuania'","'2007'"
"'185845'","f",0,"'Portugal'","'2007'"
"'185846'","f",22,"'Portugal'","'2007'"
"'185851'","f",20,"'Brazil'","'2008'"
"'185856'","m",28,"'Italy'","'2004'"
"'185864'","m",31,"'United States'","'2009'"
"'185868'","o",23,"'Finland'","'2005'"
"'185870'","m",23,"'Austria'","'2007'"
"'185882'","f",0,"'United States'","'2009'"
"'185883'","m",17,"'United States'","'2007'"
"'185894'","m",25,"'Mexico'","'2007'"
"'185895'","m",28,"'United States'","'2006'"
"'185900'","m",19,"'Germany'","'2007'"
"'185901'","m",26,"'India'","'2007'"
"'185904'","m",0,"'Romania'","'2008'"
"'185905'","m",40,"'Netherlands'","'2006'"
"'185913'","m",20,"'United States'","'2006'"
"'185916'","m",23,"'Norway'","'2008'"
"'185921'","f",28,"'United States'","'2005'"
"'185922'","m",20,"'Austria'","'2008'"
"'185925'","m",17,"'Russian Federation'","'2008'"
"'185930'","m",21,"'Austria'","'2006'"
"'185939'","f",18,"'United States'","'2008'"
"'185948'","o",21,"'Germany'","'2009'"
"'185950'","f",0,"'Czech Republic'","'2009'"
"'185952'","m",19,"'Brazil'","'2009'"
"'185956'","f",0,"'United Kingdom'","'2006'"
"'185967'","m",25,"'Canada'","'2007'"
"'185982'","m",0,"'Lebanon'","'2007'"
"'185987'","o",0,"'United Kingdom'","'2008'"
"'185996'","f",18,"'Denmark'","'2008'"
"'185997'","m",25,"'Portugal'","'2007'"
"'186001'","m",18,"'Finland'","'2008'"
"'186002'","m",0,"'United Kingdom'","'2008'"
"'186004'","m",25,"'Serbia'","'2007'"
"'186017'","m",18,"'Brazil'","'2008'"
"'186021'","m",33,"'United States'","'2006'"
"'186023'","o",26,"'Turkey'","'2008'"
"'186025'","m",0,"'Spain'","'2007'"
"'186026'","m",21,"'United States'","'2006'"
"'186039'","m",0,"'United Kingdom'","'2006'"
"'186055'","m",30,"'Belarus'","'2004'"
"'186058'","m",43,"'Switzerland'","'2008'"
"'186068'","m",27,"'Argentina'","'2006'"
"'186069'","f",28,"'United States'","'2007'"
"'186074'","m",22,"'Ireland'","'2008'"
"'186090'","o",0,"'Canada'","'2009'"
"'186093'","m",0,"'Austria'","'2008'"
"'186097'","o",21,"'France'","'2007'"
"'186100'","o",28,"'Russian Federation'","'2007'"
"'186101'","f",0,"'Brazil'","'2008'"
"'186123'","m",16,"'Brazil'","'2007'"
"'186128'","m",22,"'Sweden'","'2006'"
"'186137'","f",25,"'Norway'","'2004'"
"'186140'","m",24,"'United States'","'2005'"
"'186147'","m",18,"'Germany'","'2006'"
"'186154'","m",20,"'Russian Federation'","'2008'"
"'186158'","f",0,"'United Kingdom'","'2008'"
"'186159'","m",21,"'Poland'","'2008'"
"'186175'","m",23,"'Argentina'","'2008'"
"'186182'","m",20,"'Poland'","'2008'"
"'186186'","f",22,"'United Kingdom'","'2009'"
"'186191'","f",20,"'Poland'","'2009'"
"'186192'","m",27,"'Brazil'","'2006'"
"'186197'","m",26,"'United Kingdom'","'2006'"
"'186198'","m",24,"'United States'","'2007'"
"'186201'","f",21,"'Australia'","'2007'"
"'186206'","m",21,"'United States'","'2008'"
"'186208'","f",25,"'Brazil'","'2007'"
"'186210'","f",23,"'Bulgaria'","'2006'"
"'186214'","m",30,"'Germany'","'2009'"
"'186217'","f",21,"'United States'","'2006'"
"'186223'","f",0,"'Dominican Republic'","'2008'"
"'186225'","m",38,"'Italy'","'2008'"
"'186229'","m",0,"'United States'","'2006'"
"'186248'","f",27,"'Burundi'","'2008'"
"'186252'","f",38,"'United Kingdom'","'2008'"
"'186254'","f",23,"'Mexico'","'2007'"
"'186263'","m",25,"'Finland'","'2005'"
"'186264'","f",26,"'Netherlands'","'2006'"
"'186265'","m",39,"'Finland'","'2006'"
"'186277'","m",17,"'Norway'","'2008'"
"'186278'","o",0,"'Finland'","'2007'"
"'186279'","o",23,"'Spain'","'2008'"
"'186288'","m",0,"'United Kingdom'","'2006'"
"'186292'","m",0,"'Poland'","'2007'"
"'186294'","f",20,"'Brazil'","'2008'"
"'186299'","m",25,"'Spain'","'2008'"
"'186305'","m",0,"'United States'","'2005'"
"'186322'","m",33,"'Brazil'","'2008'"
"'186328'","f",28,"'Indonesia'","'2007'"
"'186330'","f",0,"'Poland'","'2008'"
"'186332'","m",32,"'United States'","'2007'"
"'186333'","o",26,"'Brazil'","'2008'"
"'186334'","m",0,"'United States'","'2006'"
"'186337'","m",21,"'Netherlands'","'2005'"
"'186354'","f",23,"'Croatia'","'2007'"
"'186356'","f",23,"'Germany'","'2006'"
"'186379'","f",18,"'Bulgaria'","'2008'"
"'186386'","f",24,"'United States'","'2008'"
"'186398'","f",17,"'United Kingdom'","'2008'"
"'186402'","o",20,"'Brazil'","'2009'"
"'186405'","m",27,"'Israel'","'2006'"
"'186410'","m",23,"'Mexico'","'2006'"
"'186411'","f",21,"'Poland'","'2006'"
"'186414'","f",29,"'Germany'","'2008'"
"'186433'","o",0,"'Austria'","'2008'"
"'186434'","f",0,"'Finland'","'2009'"
"'186447'","f",0,"'Germany'","'2008'"
"'186448'","o",22,"'Brazil'","'2008'"
"'186450'","m",24,"'United States'","'2008'"
"'186453'","m",25,"'Germany'","'2008'"
"'186455'","f",0,"'Australia'","'2007'"
"'186456'","m",30,"'Hungary'","'2008'"
"'186458'","m",19,"'United States'","'2008'"
"'186463'","m",26,"'Bulgaria'","'2005'"
"'186468'","m",19,"'United States'","'2006'"
"'186472'","o",24,"'Greece'","'2008'"
"'186483'","f",28,"'United States'","'2005'"
"'186484'","f",20,"'United States'","'2007'"
"'186487'","o",23,"'United States'","'2007'"
"'186491'","m",40,"'United States'","'2006'"
"'186496'","m",22,"'United States'","'2006'"
"'186497'","m",46,"'United States'","'2005'"
"'186504'","m",23,"'France'","'2007'"
"'186505'","m",17,"'Italy'","'2007'"
"'186507'","f",25,"'Czech Republic'","'2006'"
"'186508'","m",20,"'United States'","'2007'"
"'186511'","m",19,"'United Kingdom'","'2007'"
"'186513'","m",18,"'Germany'","'2007'"
"'186514'","m",24,"'Turkey'","'2007'"
"'186533'","m",0,"'Romania'","'2007'"
"'186545'","m",22,"'Finland'","'2006'"
"'186556'","m",20,"'Netherlands'","'2007'"
"'186559'","m",22,"'United States'","'2007'"
"'186560'","m",21,"'United States'","'2008'"
"'186566'","m",23,"'France'","'2005'"
"'186568'","m",20,"'Lithuania'","'2008'"
"'186573'","f",20,"'Brazil'","'2007'"
"'186574'","m",31,"'Switzerland'","'2008'"
"'186575'","m",26,"'Finland'","'2007'"
"'186578'","f",21,"'Brazil'","'2007'"
"'186584'","m",0,"'Spain'","'2007'"
"'186586'","m",0,"'Netherlands'","'2007'"
"'186589'","m",20,"'Russian Federation'","'2009'"
"'186597'","m",0,"'United States'","'2009'"
"'186600'","m",0,"'United Kingdom'","'2005'"
"'186611'","m",0,"'United Kingdom'","'2007'"
"'186615'","m",53,"'Bulgaria'","'2007'"
"'186621'","m",25,"'Mexico'","'2007'"
"'186622'","f",22,"'Germany'","'2008'"
"'186626'","m",34,"'Hungary'","'2008'"
"'186627'","f",0,"'United States'","'2006'"
"'186628'","m",25,"'Italy'","'2007'"
"'186630'","f",22,"'Brazil'","'2008'"
"'186640'","m",21,"'Lithuania'","'2007'"
"'186657'","m",25,"'Czech Republic'","'2008'"
"'186667'","m",23,"'United States'","'2005'"
"'186670'","f",24,"'United States'","'2008'"
"'186677'","m",18,"'United States'","'2008'"
"'186684'","f",17,"'United States'","'2006'"
"'186687'","m",47,"'United States'","'2009'"
"'186690'","f",0,"'United States'","'2007'"
"'186693'","m",21,"'Brazil'","'2009'"
"'186694'","m",0,"'Russian Federation'","'2008'"
"'186695'","m",18,"'Brazil'","'2008'"
"'186707'","f",25,"'Germany'","'2006'"
"'186712'","m",20,"'Poland'","'2005'"
"'186716'","m",22,"'Poland'","'2008'"
"'186719'","m",17,"'Poland'","'2008'"
"'186732'","m",20,"'Germany'","'2008'"
"'186733'","m",22,"'Peru'","'2006'"
"'186734'","m",16,"'Spain'","'2009'"
"'186743'","m",0,"'Israel'","'2007'"
"'186745'","o",23,"'Netherlands'","'2008'"
"'186752'","m",24,"'Brazil'","'2006'"
"'186754'","m",25,"'United Kingdom'","'2007'"
"'186757'","m",21,"'Spain'","'2007'"
"'186760'","m",20,"'Portugal'","'2007'"
"'186768'","m",22,"'United Kingdom'","'2005'"
"'186772'","m",0,"'Germany'","'2005'"
"'186773'","o",30,"'United States'","'2007'"
"'186774'","m",33,"'Netherlands'","'2007'"
"'186778'","o",0,"'Finland'","'2008'"
"'186784'","m",26,"'Colombia'","'2008'"
"'186793'","m",22,"'United States'","'2006'"
"'186794'","m",34,"'United States'","'2007'"
"'186797'","f",17,"'Sweden'","'2007'"
"'186798'","m",25,"'Germany'","'2008'"
"'186803'","m",22,"'India'","'2009'"
"'186811'","m",0,"'Poland'","'2007'"
"'186816'","m",0,"'United States'","'2008'"
"'186818'","m",23,"'United Kingdom'","'2006'"
"'186823'","m",0,"'Hong Kong'","'2007'"
"'186825'","m",22,"'Ukraine'","'2007'"
"'186832'","m",0,"'Germany'","'2008'"
"'186833'","f",18,"'United States'","'2006'"
"'186835'","f",19,"'United Kingdom'","'2008'"
"'186839'","m",21,"'Poland'","'2005'"
"'186851'","f",19,"'United States'","'2008'"
"'186855'","m",31,"'United States'","'2007'"
"'186856'","m",23,"'United States'","'2007'"
"'186861'","m",0,"'Norway'","'2009'"
"'186866'","m",21,"'Denmark'","'2008'"
"'186869'","m",23,"'Turkey'","'2007'"
"'186872'","f",19,"'Spain'","'2008'"
"'186873'","f",0,"'Poland'","'2007'"
"'186877'","m",36,"'United States'","'2004'"
"'186893'","m",24,"'United States'","'2008'"
"'186896'","m",22,"'United States'","'2005'"
"'186908'","f",24,"'Germany'","'2006'"
"'186910'","m",19,"'Germany'","'2008'"
"'186917'","m",0,"'Germany'","'2006'"
"'186929'","f",19,"'United States'","'2006'"
"'186934'","o",0,"'Czech Republic'","'2006'"
"'186935'","f",0,"'Canada'","'2008'"
"'186939'","m",21,"'Slovenia'","'2007'"
"'186946'","m",39,"'Japan'","'2007'"
"'186954'","m",0,"'Colombia'","'2009'"
"'186956'","m",30,"'United States'","'2005'"
"'186962'","m",20,"'United Kingdom'","'2006'"
"'186963'","m",33,"'Portugal'","'2009'"
"'186964'","m",18,"'Hungary'","'2007'"
"'186965'","f",15,"'Russian Federation'","'2009'"
"'186978'","o",0,"'Australia'","'2008'"
"'186982'","f",21,"'Turkey'","'2008'"
"'186986'","m",31,"'United States'","'2007'"
"'186987'","m",0,"'United States'","'2009'"
"'186994'","f",17,"'Germany'","'2008'"
"'186999'","m",0,"'Sweden'","'2008'"
"'187004'","m",0,"'United States'","'2007'"
"'187019'","m",20,"'Poland'","'2007'"
"'187020'","m",16,"'Canada'","'2006'"
"'187025'","m",33,"'Brazil'","'2008'"
"'187030'","m",22,"'Finland'","'2008'"
"'187033'","m",27,"'Netherlands'","'2007'"
"'187047'","o",0,"'United Kingdom'","'2007'"
"'187053'","m",0,"'United Kingdom'","'2008'"
"'187055'","m",24,"'United Kingdom'","'2009'"
"'187058'","m",18,"'Ukraine'","'2008'"
"'187066'","o",22,"'Bulgaria'","'2008'"
"'187067'","f",21,"'Lithuania'","'2006'"
"'187077'","m",28,"'Canada'","'2005'"
"'187082'","m",36,"'Bulgaria'","'2007'"
"'187085'","m",0,"'Netherlands'","'2006'"
"'187087'","f",31,"'Brazil'","'2009'"
"'187089'","f",0,"'Sweden'","'2008'"
"'187092'","m",22,"'United Kingdom'","'2006'"
"'187103'","m",28,"'United States'","'2006'"
"'187106'","m",38,"'United States'","'2004'"
"'187107'","m",0,"'United States'","'2006'"
"'187108'","m",23,"'France'","'2008'"
"'187118'","m",0,"'Australia'","'2005'"
"'187133'","m",30,"'Norway'","'2007'"
"'187135'","m",19,"'Israel'","'2007'"
"'187143'","m",34,"'Romania'","'2007'"
"'187144'","m",18,"'Finland'","'2005'"
"'187146'","o",0,"'Brazil'","'2007'"
"'187157'","f",26,"'Finland'","'2009'"
"'187159'","f",24,"'Netherlands'","'2008'"
"'187165'","m",20,"'Czech Republic'","'2007'"
"'187166'","m",36,"'United States'","'2006'"
"'187178'","o",28,"'Belgium'","'2006'"
"'187182'","m",26,"'United Kingdom'","'2008'"
"'187188'","f",17,"'Germany'","'2008'"
"'187198'","m",40,"'United States'","'2005'"
"'187201'","m",20,"'Finland'","'2008'"
"'187204'","o",22,"'Finland'","'2008'"
"'187206'","f",0,"'Germany'","'2005'"
"'187208'","m",34,"'Canada'","'2008'"
"'187215'","m",26,"'Belgium'","'2007'"
"'187217'","m",17,"'Sweden'","'2008'"
"'187219'","o",0,"'Sweden'","'2005'"
"'187222'","m",23,"'Finland'","'2006'"
"'187223'","f",18,"'United States'","'2007'"
"'187230'","m",25,"'United Kingdom'","'2007'"
"'187238'","m",28,"'Spain'","'2007'"
"'187239'","o",29,"'United Kingdom'","'2008'"
"'187240'","m",36,"'United States'","'2007'"
"'187258'","o",20,"'Norway'","'2007'"
"'187259'","m",19,"'Australia'","'2005'"
"'187261'","m",19,"'Chile'","'2008'"
"'187264'","f",26,"'Portugal'","'2007'"
"'187269'","m",20,"'United Kingdom'","'2008'"
"'187276'","m",0,"'Finland'","'2007'"
"'187286'","m",0,"'Mexico'","'2008'"
"'187288'","f",22,"'Belgium'","'2007'"
"'187291'","m",21,"'United States'","'2006'"
"'187296'","m",25,"'United States'","'2008'"
"'187302'","m",40,"'United Kingdom'","'2008'"
"'187306'","m",0,"'France'","'2006'"
"'187309'","m",55,"'United Kingdom'","'2006'"
"'187315'","o",0,"'Poland'","'2009'"
"'187316'","f",19,"'United States'","'2007'"
"'187320'","m",0,"'United Kingdom'","'2007'"
"'187324'","m",36,"'United Kingdom'","'2006'"
"'187328'","f",0,"'Argentina'","'2008'"
"'187329'","m",26,"'Russian Federation'","'2006'"
"'187331'","m",38,"'Colombia'","'2008'"
"'187336'","m",19,"'United Kingdom'","'2006'"
"'187338'","m",0,"'Spain'","'2008'"
"'187344'","m",19,"'Sweden'","'2006'"
"'187346'","m",108,"'United States'","'2006'"
"'187351'","o",23,"'Sweden'","'2004'"
"'187354'","m",20,"'Italy'","'2008'"
"'187364'","m",26,"'Denmark'","'2009'"
"'187372'","m",26,"'Sweden'","'2007'"
"'187381'","m",20,"'United Kingdom'","'2005'"
"'187382'","f",19,"'Colombia'","'2009'"
"'187386'","m",18,"'United Kingdom'","'2007'"
"'187387'","m",18,"'Poland'","'2008'"
"'187401'","m",0,"'Latvia'","'2006'"
"'187410'","m",22,"'United States'","'2004'"
"'187418'","o",26,"'Ireland'","'2006'"
"'187421'","o",19,"'Brazil'","'2008'"
"'187422'","m",23,"'United Kingdom'","'2006'"
"'187424'","m",19,"'Australia'","'2007'"
"'187428'","m",0,"'United Kingdom'","'2008'"
"'187430'","m",31,"'Poland'","'2006'"
"'187433'","m",39,"'United States'","'2008'"
"'187438'","m",35,"'Sweden'","'2005'"
"'187439'","f",43,"'United States'","'2009'"
"'187443'","m",0,"'Germany'","'2008'"
"'187449'","f",18,"'Hungary'","'2009'"
"'187451'","f",16,"'Poland'","'2008'"
"'187457'","f",26,"'United States'","'2008'"
"'187458'","m",20,"'United States'","'2006'"
"'187471'","m",23,"'Russian Federation'","'2007'"
"'187473'","f",18,"'Ukraine'","'2009'"
"'187477'","f",43,"'United States'","'2006'"
"'187484'","m",20,"'United Kingdom'","'2007'"
"'187485'","m",20,"'Turkey'","'2008'"
"'187497'","m",18,"'United States'","'2006'"
"'187501'","f",0,"'Turkey'","'2009'"
"'187516'","f",0,"'Latvia'","'2008'"
"'187522'","m",21,"'Germany'","'2007'"
"'187524'","m",0,"'Norway'","'2008'"
"'187525'","m",41,"'Hong Kong'","'2007'"
"'187535'","m",30,"'United States'","'2005'"
"'187539'","m",28,"'Poland'","'2006'"
"'187543'","f",27,"'Germany'","'2007'"
"'187546'","m",0,"'Netherlands'","'2008'"
"'187551'","m",22,"'Argentina'","'2009'"
"'187561'","f",0,"'Australia'","'2007'"
"'187568'","f",16,"'Poland'","'2007'"
"'187572'","m",20,"'United States'","'2006'"
"'187573'","f",16,"'Germany'","'2008'"
"'187574'","m",19,"'Brazil'","'2007'"
"'187576'","m",35,"'United States'","'2007'"
"'187577'","m",23,"'India'","'2005'"
"'187589'","m",21,"'Ukraine'","'2008'"
"'187590'","m",27,"'Czech Republic'","'2008'"
"'187591'","m",21,"'United Kingdom'","'2005'"
"'187598'","m",18,"'United Kingdom'","'2007'"
"'187600'","m",20,"'United States'","'2007'"
"'187616'","m",16,"'Poland'","'2008'"
"'187627'","m",32,"'Mexico'","'2008'"
"'187652'","f",23,"'United States'","'2006'"
"'187653'","m",19,"'Australia'","'2007'"
"'187660'","m",24,"'Poland'","'2006'"
"'187663'","m",18,"'Austria'","'2006'"
"'187678'","m",21,"'Cocos (Keeling) Islands'","'2008'"
"'187679'","o",34,"'Denmark'","'2004'"
"'187693'","m",32,"'Switzerland'","'2008'"
"'187696'","m",22,"'United States'","'2008'"
"'187700'","f",22,"'United States'","'2008'"
"'187701'","m",19,"'Mexico'","'2008'"
"'187709'","m",24,"'United Kingdom'","'2008'"
"'187720'","m",41,"'United States'","'2005'"
"'187724'","f",0,"'Japan'","'2008'"
"'187737'","m",35,"'Australia'","'2007'"
"'187745'","f",29,"'Chile'","'2007'"
"'187746'","m",0,"'Ukraine'","'2007'"
"'187749'","m",21,"'United States'","'2004'"
"'187751'","m",38,"'Sweden'","'2005'"
"'187752'","m",24,"'Portugal'","'2008'"
"'187754'","f",16,"'Russian Federation'","'2008'"
"'187763'","f",21,"'Germany'","'2007'"
"'187768'","m",17,"'Italy'","'2009'"
"'187771'","o",0,"'Canada'","'2007'"
"'187776'","m",0,"'United States'","'2008'"
"'187782'","o",0,"'Sweden'","'2006'"
"'187791'","m",24,"'Sweden'","'2009'"
"'187792'","m",18,"'Poland'","'2007'"
"'187803'","f",0,"'United States'","'2006'"
"'187807'","m",20,"'Switzerland'","'2008'"
"'187808'","m",23,"'Latvia'","'2007'"
"'187812'","m",0,"'United States'","'2005'"
"'187824'","f",21,"'Singapore'","'2006'"
"'187833'","m",36,"'Poland'","'2008'"
"'187837'","m",24,"'United Kingdom'","'2006'"
"'187839'","m",21,"'Australia'","'2007'"
"'187840'","f",16,"'Netherlands'","'2009'"
"'187841'","m",32,"'United States'","'2008'"
"'187843'","f",0,"'Taiwan'","'2008'"
"'187847'","f",35,"'Brazil'","'2008'"
