purchaseid,temperature_avg,temperature_stdev,fuel_price_avg,fuel_price_stdev,cpi_avg,cpi_stdev,unemployment_avg,unemployment_stdev,holidayfreq
'15-20',15-20,60.62,4.58679626754869,3.72433333333333,0.683020009467756,135.086767,2.83852554208687,7.99766666666667,0.294680052486283,7
'31-52',31-52,45.16,0,3.129,0,219.1773063,0,7.441,0,1
'32-52',32-52,32.99,0,3.119,0,196.3586101,0,8.513,0,1
'33-52',33-52,51.6,0,3.428,0,130.0710323,0,8.01,0,1
'34-52',34-52,28.84,0,3.119,0,130.0710323,0,10.148,0,1
'35-52',35-52,37.85,0,3.389,0,140.5874505,0,8.745,0,1
'36-52',36-52,48.26,0,3.132,0,218.2302364,0,7.716,0,1
'37-52',37-52,48.26,0,3.129,0,218.2302364,0,7.716,0,1
'38-52',38-52,44.64,0,3.428,0,130.0710323,0,12.89,0,1
'39-52',39-52,47.6,0,3.129,0,218.2302364,0,7.716,0,1
'40-52',40-52,18.75,0,3.402,0,136.6432581,0,4.42,0,1
'41-52',41-52,34.12,0,3.119,0,196.3586101,0,6.759,0,1
'42-52',42-52,48.92,0,3.428,0,130.0710323,0,7.874,0,1
'43-52',43-52,41.83,0,3.129,0,211.0740553,0,10.148,0,1
'44-52',44-52,31.53,0,3.119,0,130.0710323,0,6.078,0,1
'45-52',45-52,37.79,0,3.389,0,189.0620155,0,8.523,0,1
'15-21',15-21,68.8766666666667,3.54797594881005,3.69033333333333,0.638936877424786,135.125189233333,2.82331552940816,7.99766666666667,0.294680052486283,7
'15-22',15-22,67.8466666666667,1.8464109329543,3.64733333333333,0.601925521417171,135.1636115,2.80870144837636,7.969,0.270538352179517,7
'15-23',15-23,68.8466666666667,9.03273122224571,3.612,0.587040884436512,135.2020337,2.79469258912308,7.969,0.270538352179517,7
'15-24',15-24,68.1433333333333,4.48147669115137,3.56933333333333,0.560350188126435,135.2600136,2.7855660572456,7.969,0.270538352179517,7
'15-25',15-25,72.48,2.24819927942335,3.53666666666667,0.544207068433825,135.336915766667,2.79084957370828,7.969,0.270538352179517,7
'15-26',15-26,69.46,2.35369921612787,3.505,0.511612157791424,135.413817933333,2.79908554113095,8.01833333333333,0.185645719943465,7
'15-27',15-27,73.6033333333333,0.97684867473556,3.49133333333333,0.490637680303226,135.490720033333,2.81024804870177,8.03266666666667,0.201847302021492,7
'15-28',15-28,72.71,0.590169467189455,3.509,0.519919224495494,135.558913966667,2.82322208649992,8.03266666666667,0.201847302021492,7
'15-29',15-29,75.46,4.43690207239229,3.539,0.555253995933388,135.589548366667,2.79664859086633,8.03266666666667,0.201847302021492,7
'15-30',15-30,71.2133333333333,5.33419472210515,3.56966666666667,0.600033610169741,135.6201828,2.77111779379215,8.03266666666667,0.201847302021492,7
'15-31',15-31,73.31,0.277848879786311,3.56633333333333,0.619903487111771,135.6508172,2.74665867661981,8.03266666666667,0.201847302021351,7
'15-33',15-33,66.2133333333333,7.16516806036898,3.58366666666667,0.638924356503438,135.711968466667,2.73987539433759,8.03266666666667,0.201847302021351,7
'15-34',15-34,66.2333333333333,3.39220184147906,3.58,0.645063562759515,135.7523326,2.78852204624383,8.03266666666667,0.201847302021351,7
'15-35',15-35,66.2466666666667,5.98610335137418,3.58166666666667,0.646493877258968,135.792696766667,2.83725699687044,8.022,0.197385409795225,7
'15-37',15-37,59.1666666666667,8.14622202823694,3.67466666666667,0.589995197720571,135.881718266667,2.92607586926295,8.022,0.197385409795225,7
'15-38',15-38,55.48,7.28815477332912,3.717,0.598140451733539,135.945832266667,2.94085794544622,8.022,0.197385409795225,7
'15-39',15-39,59.03,5.1594185718936,3.69033333333333,0.570294952926404,136.009946233333,2.9556889348123,8.022,0.197385409795225,7
'15-40',15-40,50.3666666666667,9.66962426019405,3.65833333333333,0.560186873581786,136.0740602,2.97056805226074,7.975,0.10157263410981,7
'15-41',15-41,50.0166666666667,10.8627912312321,3.665,0.564660074735235,136.1350398,2.98489100892229,7.975,0.10157263410981,7
'15-42',15-42,49.5533333333333,4.76195688066706,3.68266666666667,0.511566548293895,136.0841957,2.98022889281469,7.975,0.10157263410981,7
'16-01',16-01,19.5566666666667,7.05289538652979,2.85233333333333,0.258778541099017,192.431969933333,3.69859668902988,6.605,0.438569264769001,7
'16-03',16-03,26.3433333333333,4.52842503894381,2.85933333333333,0.271009839919761,192.6289858,3.7363858565507,6.605,0.438569264769001,7
'16-04',16-04,22.3633333333333,5.2041938216532,2.87733333333333,0.252747568402417,192.6986573,3.72090363033301,6.605,0.438569264769001,7
'16-05',16-05,22.3633333333333,7.6485575982229,2.88733333333333,0.231733323743778,192.768328833333,3.70551352625214,6.605,0.438569264768969,7
'16-07',16-07,30.6066666666667,3.17544222642037,2.952,0.227290562936521,192.865122066667,3.69668369498323,6.605,0.438569264768969,7
'16-08',16-08,27.4133333333333,2.13640664044393,2.98233333333333,0.230211496961674,192.878053033333,3.70069726680795,6.605,0.438569264768969,7
'16-09',16-09,30.4533333333333,6.49586278590713,3.04933333333333,0.281628005236223,192.890984066667,3.70497056059659,6.53933333333333,0.346094399453892,7
'16-10',16-10,30.5766666666667,3.20325355433088,3.136,0.337040056966529,192.903915033333,3.70950278844623,6.53933333333333,0.346094399453892,7
'16-11',16-11,40.07,4.92604303675876,3.219,0.395205010089704,192.944134466667,3.75915971648129,6.53933333333333,0.346094399453892,7
'16-12',16-12,38.7366666666667,6.14508204447538,3.28466666666667,0.45790974365407,193.0150045,3.87072038270394,6.53933333333333,0.346094399453892,7
'16-13',16-13,40.5966666666667,6.73724968613557,3.32566666666667,0.505767074188636,193.085874533333,3.98241062203983,6.44766666666667,0.352783691988919,7
'16-14',16-14,41.4666666666667,6.47062851146108,3.38566666666667,0.556131579154909,193.156744633333,4.09421996468036,6.45,0.349961426445809,7
'16-15',16-15,40.56,5.65260117114234,3.43333333333333,0.577378847320655,193.231312666667,4.20400947828273,6.45,0.349961426445809,7
'16-16',16-16,43.8966666666667,3.30932520815559,3.44933333333333,0.602107410129901,193.238009766667,4.17358633815752,6.45,0.349961426445809,7
'16-17',16-17,49.8466666666667,11.1293500858466,3.44233333333333,0.624936263416785,193.2447069,4.14462134368846,6.45,0.349961426445809,7
'16-18',16-18,47.9133333333333,8.12158441028186,3.446,0.65149290095902,193.251404,4.11714526263162,6.45,0.349961426445809,7
'16-19',16-19,53.1633333333333,9.67641118046009,3.44033333333333,0.657025367343855,193.2581011,4.09118824774684,6.45,0.349961426445809,7
'16-20',16-20,51.03,6.50412945750624,3.44633333333333,0.668875424375369,193.268385533333,4.08596385234792,6.45,0.349961426445809,7
'16-21',16-21,54.9666666666667,8.84624402406665,3.438,0.626152537326169,193.292854266667,4.08675499511905,6.45,0.349961426445809,7
'16-22',16-22,59.1633333333333,5.18270521381759,3.41833333333333,0.597846412829694,193.317322933333,4.08761387440125,6.45866666666667,0.36454126423953,7
'16-23',16-23,61,4.87326379339351,3.39566666666667,0.592946315726251,193.3417917,4.08854049457549,6.45866666666667,0.36454126423953,7
'16-24',16-24,63.7933333333333,4.8630991490339,3.373,0.583845870071887,193.402771166667,4.06294810384727,6.45866666666667,0.36454126423953,7
'16-25',16-25,65.1466666666667,9.3424318746959,3.36233333333333,0.582567878734603,193.503966,4.00612849316733,6.45866666666667,0.36454126423953,7
'16-26',16-26,70.5366666666667,6.8616421746789,3.32666666666667,0.5534549063233,193.605160866667,3.94934380255052,6.45833333333333,0.364705817520554,7
'16-27',16-27,67.6366666666667,2.75140570133377,3.292,0.524034350019161,193.7063557,3.89259557331347,6.42233333333333,0.410056500172014,7
'16-28',16-28,66.4533333333333,3.38092196498763,3.28933333333333,0.492128370786869,193.8175219,3.83387705598031,6.42233333333333,0.410056500172014,7
'16-29',16-29,65.7933333333333,2.44892493419698,3.28733333333333,0.481348453132795,193.911966066667,3.83278800025421,6.42233333333333,0.410056500172014,7
'16-30',16-30,67.1666666666667,1.69379258864059,3.28266666666667,0.477895734792994,194.006410266667,3.83387564684465,6.42233333333333,0.410056500172014,7
'16-31',16-31,63.5233333333333,5.29851236983873,3.285,0.443595536496931,194.100854433333,3.83713804066291,6.42233333333333,0.410056500172014,7
'16-33',16-33,62.4833333333333,6.15042545953807,3.28133333333333,0.417480937688569,194.272999266667,3.81569020010408,6.42233333333333,0.410056500172014,7
'16-34',16-34,62.38,4.73057079008459,3.27866666666667,0.422180451150145,194.349794566667,3.76363548785618,6.42233333333333,0.410056500172014,7
'16-35',16-35,62.34,2.58215026673522,3.27533333333333,0.447723500983959,194.426589833333,3.712144656004,6.46166666666667,0.474738173452825,7
'16-37',16-37,51.79,6.06985172800781,3.339,0.500688525932045,194.576999266667,3.63501358356958,6.46166666666667,0.474738173452825,7
'16-38',16-38,50.9066666666667,5.3338010211606,3.36933333333333,0.533951620779761,194.691837566667,3.72715667569395,6.46166666666667,0.474738173452825,7
'16-39',16-39,48.2566666666667,11.2590422920128,3.35833333333333,0.543258992869274,194.8066758,3.8197988562215,6.46166666666667,0.474738173452825,7
'16-40',16-40,46.4366666666667,5.67940431148668,3.33533333333333,0.543571829046847,194.9215141,3.91290458076352,6.355,0.579376388887219,7
'16-41',16-41,39.09,4.67256888659764,3.32933333333333,0.530315315009224,195.040395133333,4.00641382405471,6.355,0.579376388887219,7
'16-42',16-42,38.28,10.0657985276877,3.352,0.524240402868757,195.119470966667,4.05881696473849,6.355,0.579376388887219,7
'17-01',17-01,18.9933333333333,11.2830507103945,2.879,0.207260705392982,127.9304516,1.96478456171107,6.60566666666667,0.236825533533287,7
'17-03',17-03,26.3133333333333,1.1316065276117,2.87833333333333,0.202327292606132,128.081998466667,1.95698634460752,6.60566666666667,0.236825533533287,7
'17-04',17-04,22.5966666666667,7.18495882614044,2.895,0.203442866672691,128.1489232,1.9445309734887,6.60566666666667,0.236825533533287,7
'17-05',17-05,23.0433333333333,10.5205148796688,2.91066666666667,0.205456402512392,128.2158479,1.93405267857247,6.60566666666667,0.236825533533287,7
'17-07',17-07,30.5266666666667,3.55574652264942,2.98766666666667,0.180378306160498,128.352171966667,1.94865949561761,6.60566666666667,0.236825533533287,7
'17-08',17-08,29.9866666666667,5.61503636082022,3.028,0.181430427437076,128.4284238,1.9894294941933,6.60566666666667,0.236825533533287,7
'17-09',17-09,29.1433333333333,6.83097601615853,3.10466666666667,0.227555121527363,128.504675666667,2.03180687104921,6.63466666666667,0.23150017998559,7
'17-10',17-10,32.83,1.07531390765685,3.201,0.281106741292342,128.5809275,2.07569326947451,6.63466666666667,0.23150017998559,7
'17-11',17-11,41.13,5.80965575572259,3.28366666666667,0.325049739783522,128.633495666667,2.13463322515064,6.63466666666667,0.23150017998559,7
'17-12',17-12,43.2166666666667,8.07223223980413,3.34733333333333,0.375260354065458,128.661347666667,2.21300345163935,6.63466666666667,0.23150017998559,7
'17-13',17-13,42.83,3.07686528791883,3.38733333333333,0.4057860684318,128.689199666667,2.29341952292705,6.604,0.187432654572267,7
'17-14',17-14,41.1133333333333,2.49209416622505,3.42933333333333,0.434615155434478,128.717051633333,2.37567383464001,6.548,0.279833879292723,7
'17-15',17-15,44.7333333333333,4.120016181198,3.47033333333333,0.453403058363456,128.742427233333,2.45405820922145,6.548,0.279833879292723,7
'17-16',17-16,47.9566666666667,5.85455662995356,3.48333333333333,0.471548866326001,128.752340133333,2.47272806503973,6.548,0.279833879292723,7
'17-17',17-17,49.1466666666667,9.5211151307677,3.47766666666667,0.499710249377907,128.762253066667,2.49173212491912,6.548,0.279833879292672,7
'17-18',17-18,49.4366666666667,4.09556263941024,3.482,0.530926548592176,128.772165933333,2.51106270137946,6.548,0.279833879292672,7
'17-19',17-19,52.12,4.36151349877547,3.47333333333333,0.547963806590667,128.782078833333,2.53071236903943,6.548,0.279833879292672,7
'17-20',17-20,55.5133333333333,3.90172184212738,3.47633333333333,0.56927527026328,128.762666666667,2.50686053353573,6.548,0.279833879292672,7
'17-21',17-21,56.4566666666667,5.83787918111821,3.46633333333333,0.559859208492039,128.739243,2.4670080863793,6.548,0.279833879292672,7
'17-22',17-22,57.5733333333333,10.1336880420374,3.45133333333333,0.552240285865974,128.715819366667,2.42722790902938,6.56866666666667,0.291517295084407,7
'17-23',17-23,59.1633333333333,4.08980847147325,3.43666666666667,0.550077570287446,128.6923957,2.38752360015579,6.56866666666667,0.291517295084407,7
'17-24',17-24,59.6466666666667,5.20778583789056,3.417,0.542755009189232,128.674179933333,2.36158687916741,6.56866666666667,0.291517295084407,7
'17-25',17-25,64.5166666666667,4.55548387477472,3.40066666666667,0.523927794007281,128.662518266667,2.35834163064616,6.56866666666667,0.291517295084407,7
'17-26',17-26,69.4966666666667,1.91745491037765,3.36366666666667,0.491924113388772,128.650856633333,2.35550110424735,6.559,0.281616760864828,7
'17-27',17-27,70.0133333333333,0.956155496419363,3.33166666666667,0.459926443394306,128.639194966667,2.3530667751018,6.45933333333333,0.453854969492825,7
'17-28',17-28,68.68,3.93892117209783,3.32833333333333,0.42602503838781,128.626946233333,2.3508498951611,6.45933333333333,0.453854969492825,7
'17-29',17-29,69.15,1.86743139097582,3.323,0.409644968234688,128.642903233333,2.35378105700622,6.45933333333333,0.453854969492825,7
'17-30',17-30,69.2733333333333,4.62303291501723,3.32166666666667,0.405433512839442,128.6588602,2.35671231290718,6.45933333333333,0.453854969492825,7
'17-31',17-31,65.5033333333333,7.54212392720602,3.325,0.39794346332111,128.674817233333,2.35964359739716,6.45933333333333,0.453854969492825,7
'17-33',17-33,65.7,6.4365907124814,3.33266666666667,0.396694256743573,128.725671666667,2.3651677091631,6.45933333333333,0.453854969492825,7
'17-34',17-34,66.44,7.14720224983178,3.34133333333333,0.406498872487165,128.770484233333,2.36610994141162,6.45933333333333,0.453854969492825,7
'17-35',17-35,65.8166666666667,5.01523013762418,3.35233333333333,0.432994611205882,128.815296766667,2.3670538628048,6.522,0.512295812983084,7
'17-37',17-37,56.1566666666667,7.68208522038987,3.41166666666667,0.493709766293243,128.911648033333,2.36852458821004,6.522,0.512295812983084,7
'17-38',17-38,54.4466666666667,5.67408436078749,3.43933333333333,0.518509723470387,128.970071666667,2.36259508307238,6.522,0.512295812983084,7
'17-39',17-39,53.0133333333333,11.5262584273186,3.42833333333333,0.518190441182908,129.028495366667,2.35697638721514,6.522,0.512295812983084,7
'17-40',17-40,49.9166666666667,6.43765744144042,3.41266666666667,0.515930550881931,129.086919,2.35167071575444,6.343,0.719269073434975,7
'17-41',17-41,42.9433333333333,5.91275175644421,3.39833333333333,0.504604135271732,129.141713266667,2.34521211662598,6.343,0.719269073434975,7
'17-42',17-42,43.9133333333333,6.599699488108,3.40066666666667,0.494249262349817,129.179776333333,2.33052254442798,6.343,0.719269073434975,7
'18-01',18-01,27.5666666666667,5.43270037212928,3.14,0.328720245801806,133.702784933333,2.68098443413287,8.80266666666667,0.631176942967133,7
'18-03',18-03,25.8866666666667,4.42787006734993,3.17366666666667,0.400697308867092,133.840645166667,2.70282258647664,8.80266666666667,0.631176942967133,7
'18-04',18-04,26.9,10.7369828164154,3.188,0.410274298488219,133.9172688,2.72891934006078,8.80266666666667,0.631176942967133,7
'18-05',18-05,31.86,9.58954117776239,3.213,0.434130164812355,133.9938925,2.75503785444475,8.80266666666667,0.631176942967133,7
'18-07',18-07,36.6266666666667,7.64209613478747,3.26666666666667,0.434511603220594,134.1509145,2.79988331160905,8.80266666666667,0.631176942967133,7
'18-08',18-08,36.68,10.7040506351568,3.28766666666667,0.460036230457267,134.2321251,2.81295771813158,8.80266666666667,0.631176942967133,7
'18-09',18-09,35.9033333333333,8.80105296730644,3.36333333333333,0.50454963416232,134.313335733333,2.8265840970693,8.825,0.65317379004364,7
'18-10',18-10,45.47,12.5063064091681,3.44166666666667,0.531492552472127,134.394546366667,2.8407543527542,8.825,0.65317379004364,7
'18-11',18-11,45.74,4.57082049527223,3.462,0.513097456629833,134.4715043,2.85310178904296,8.825,0.65317379004364,7
'18-12',18-12,48.3366666666667,10.8391896991119,3.46933333333333,0.51473326425765,134.5455663,2.86179739187548,8.825,0.65317379004364,7
'18-13',18-13,43.8433333333333,8.13532011252991,3.498,0.507689865961494,134.6196283,2.87086902586241,8.773,0.622102885381516,7
'18-14',18-14,50.92,12.7501529402592,3.55266666666667,0.509062209688889,134.693690333333,2.88031312352204,8.84933333333333,0.494621404038816,7
'18-15',18-15,49.1866666666667,1.24419987676119,3.61033333333333,0.552595089856334,134.766198566667,2.88898028765849,8.84933333333333,0.494621404038816,7
'18-16',18-16,55.7133333333333,8.42617548673968,3.642,0.593171981806291,134.834399666667,2.87983667404078,8.84933333333333,0.494621404038816,7
'18-17',18-17,59.4566666666667,9.3612516969331,3.639,0.635037794150869,134.9026007,2.87071420282027,8.84933333333333,0.494621404038816,7
'18-18',18-18,58.0366666666667,10.8401768128261,3.642,0.681220228707276,134.9708018,2.8616131302492,8.84933333333333,0.494621404038816,7
'18-19',18-19,60,3.5714422856879,3.624,0.69159453439136,135.039002866667,2.85253362319518,8.84933333333333,0.494621404038816,7
'18-20',18-20,61.94,4.21719100824235,3.60166666666667,0.697287124026633,135.086767,2.83852554208687,8.84933333333333,0.494621404038816,7
'18-21',18-21,68.04,5.21474831607432,3.56466666666667,0.660004040391671,135.125189233333,2.82331552940816,8.84933333333333,0.494621404038816,7
'18-22',18-22,71.18,0.262297540973833,3.52866666666667,0.624216575663713,135.1636115,2.80870144837636,8.87366666666667,0.526367108901491,7
'18-23',18-23,69.4466666666667,10.3250681999361,3.492,0.60072289784892,135.2020337,2.79469258912308,8.87366666666667,0.526367108901491,7
'18-24',18-24,68.9033333333333,7.12500058479524,3.45066666666667,0.574862012428488,135.2600136,2.7855660572456,8.87366666666667,0.526367108901491,7
'18-25',18-25,71.3466666666666,4.16641732587292,3.42133333333333,0.562997631729777,135.336915766667,2.79084957370828,8.87366666666667,0.526367108901491,7
'18-26',18-26,71.9033333333334,3.37249660241955,3.39466666666667,0.535318908066335,135.413817933333,2.79908554113095,8.84533333333333,0.520439557809867,7
'18-27',18-27,74.29,1.57438877028543,3.37133333333333,0.516574615455829,135.490720033333,2.81024804870177,8.92233333333333,0.404470435672765,7
'18-28',18-28,74.5466666666667,0.478156180903157,3.39933333333333,0.527422348155001,135.558913966667,2.82322208649992,8.92233333333333,0.404470435672765,7
'18-29',18-29,75.9566666666667,3.68776806935223,3.42933333333333,0.565092322840554,135.589548366667,2.79664859086633,8.92233333333333,0.404470435672765,7
'18-30',18-30,71.29,3.69821578602421,3.45633333333333,0.602488450788341,135.6201828,2.77111779379215,8.92233333333333,0.404470435672765,7
'18-31',18-31,74.2233333333333,1.40926694892489,3.44533333333333,0.623647603485601,135.6508172,2.74665867661981,8.92233333333333,0.404470435672765,7
'18-33',18-33,67.81,6.27835169451341,3.45866666666667,0.643245935341478,135.711968466667,2.73987539433759,8.92233333333333,0.404470435672765,7
'18-34',18-34,67.8866666666667,2.80416357107309,3.46266666666667,0.646078426611921,135.7523326,2.78852204624296,8.92233333333333,0.404470435672765,7
'18-35',18-35,68.6933333333333,1.23216611434334,3.46166666666667,0.646835630847073,135.792696766667,2.83725699686873,8.91866666666667,0.398773536400486,7
'18-37',18-37,60.9,7.74163419440623,3.55833333333333,0.595944907968289,135.881718266667,2.92607586926295,8.91866666666667,0.398773536400486,7
'18-38',18-38,55.93,7.63040628013995,3.57766666666667,0.589561136213483,135.945832266667,2.94085794544375,8.91866666666667,0.398773536400486,7
'18-39',18-39,61.0333333333333,7.01059436377067,3.54666666666667,0.552942432205496,136.009946233333,2.95568893481148,8.91866666666667,0.398773536400486,7
'18-40',18-40,52.1266666666667,9.08182984498901,3.53266666666667,0.551389457038609,136.0740602,2.97056805226074,8.68166666666667,0.573778122041379,7
'18-41',18-41,51.4666666666667,8.55581868282238,3.52433333333333,0.536411533557335,136.1350398,2.98489100892229,8.68166666666667,0.573778122041379,7
'18-42',18-42,51.0166666666667,5.34776900523316,3.54933333333333,0.488632104280241,136.0841957,2.98022889281469,8.68166666666667,0.573778122041379,7
'19-01',19-01,28.0466666666667,6.1423231218598,3.29666666666667,0.318989550508053,133.702784933333,2.68098443413287,8.02133333333333,0.297342114967454,7
'19-03',19-03,24.9366666666667,3.16278885373864,3.335,0.400943886348207,133.840645166667,2.70282258647664,8.02133333333333,0.297342114967454,7
'19-04',19-04,27.8,6.27027112651441,3.34966666666667,0.415976361507882,133.9172688,2.72891934006078,8.02133333333333,0.297342114967454,7
'19-05',19-05,30.0533333333333,7.99520689746884,3.37166666666667,0.439185989454735,133.9938925,2.75503785444475,8.02133333333333,0.297342114967454,7
'19-07',19-07,36.4766666666667,6.56947740184356,3.418,0.457003282263925,134.1509145,2.79988331160905,8.02133333333333,0.297342114967454,7
'19-08',19-08,32.0733333333333,8.07324181065658,3.444,0.477050311812074,134.2321251,2.81295771813158,8.02133333333333,0.297342114967454,7
'19-09',19-09,36.4566666666667,8.11323815337212,3.515,0.518887270994385,134.313335733333,2.82658409706758,7.96633333333333,0.207983973741525,7
'19-10',19-10,43.1333333333333,10.9236639152499,3.58833333333333,0.533666874869831,134.394546366667,2.8407543527542,7.96633333333333,0.207983973741525,7
'19-11',19-11,46.0633333333333,5.02788557281629,3.609,0.530807874847384,134.4715043,2.85310178904211,7.96633333333333,0.207983973741525,7
'19-12',19-12,45.6166666666667,11.7801117708337,3.62133333333333,0.53652244438917,134.5455663,2.86179739187548,7.96633333333333,0.207983973741525,7
'19-13',19-13,41.3466666666667,9.77943931589811,3.65033333333333,0.546025945659481,134.6196283,2.87086902586241,7.92866666666667,0.263792216210655,7
'19-14',19-14,48.01,12.5938834360177,3.711,0.54769334485641,134.693690333333,2.88031312352204,7.99766666666667,0.294680052486316,7
'19-15',19-15,46.54,2.12501764698567,3.76,0.570558498315462,134.766198566667,2.88898028765933,7.99766666666667,0.294680052486316,7
'19-16',19-16,51.4633333333333,8.56949434525366,3.77566666666667,0.591126326036436,134.834399666667,2.87983667403993,7.99766666666667,0.294680052486316,7
'19-17',19-17,55.1766666666667,13.2254350905115,3.77533333333333,0.632039819420684,134.9026007,2.87071420282027,7.99766666666667,0.294680052486316,7
'19-18',19-18,56.69,10.5581390405696,3.774,0.665975975542663,134.9708018,2.8616131302492,7.99766666666667,0.294680052486316,7
'19-19',19-19,57.0566666666667,4.00929337082384,3.746,0.674826644405807,135.039002866667,2.85253362319603,7.99766666666667,0.294680052486316,7
'19-20',19-20,59.2866666666667,6.7376578522015,3.72433333333333,0.683020009467756,135.086767,2.83852554208687,7.99766666666667,0.294680052486316,7
'19-21',19-21,67.7633333333333,4.55005860768107,3.69033333333333,0.638936877424781,135.125189233333,2.82331552940816,7.99766666666667,0.294680052486316,7
'19-22',19-22,66.8133333333333,1.18963579860946,3.64733333333333,0.601925521417171,135.1636115,2.80870144837636,7.969,0.270538352179482,7
'19-23',19-23,68.89,9.03149489287346,3.612,0.587040884436512,135.2020337,2.79469258912482,7.969,0.270538352179482,7
'19-24',19-24,68.9366666666667,5.32937457243629,3.56933333333333,0.560350188126442,135.2600136,2.7855660572456,7.969,0.270538352179482,7
'19-25',19-25,72.97,3.99928743653178,3.53666666666667,0.54420706843382,135.336915766667,2.79084957370828,7.969,0.270538352179482,7
'19-26',19-26,70.13,2.60136502628926,3.505,0.511612157791424,135.413817933333,2.79908554113095,8.01833333333333,0.185645719943414,7
'19-27',19-27,74.49,1.45681158699453,3.49133333333333,0.490637680303226,135.490720033333,2.81024804870177,8.03266666666667,0.201847302021351,7
'19-28',19-28,73.1933333333333,0.495412286216952,3.509,0.519919224495494,135.558913966667,2.82322208649906,8.03266666666667,0.201847302021351,7
'19-29',19-29,75.92,3.5815499438095,3.539,0.555253995933394,135.589548366667,2.7966485908672,8.03266666666667,0.201847302021351,7
'19-30',19-30,71.8966666666667,4.76510580505149,3.56966666666667,0.600033610169739,135.6201828,2.77111779379215,8.03266666666667,0.201847302021351,7
'19-31',19-31,73.98,0.651383143779434,3.56633333333333,0.619903487111775,135.6508172,2.74665867661981,8.03266666666667,0.201847302021445,7
'19-33',19-33,66.55,6.84702125014971,3.58366666666667,0.638924356503438,135.711968466667,2.73987539433759,8.03266666666667,0.201847302021351,7
'19-34',19-34,66.4766666666667,2.95926229546043,3.58,0.645063562759515,135.7523326,2.78852204624383,8.03266666666667,0.201847302021351,7
'19-35',19-35,67.01,6.28264275603832,3.58166666666667,0.646493877258968,135.792696766667,2.83725699687044,8.022,0.197385409795225,7
'19-37',19-37,59.72,7.36651885221236,3.67466666666667,0.589995197720571,135.881718266667,2.92607586926295,8.022,0.197385409795225,7
'19-38',19-38,56.7966666666667,7.23689390093114,3.717,0.598140451733539,135.945832266667,2.94085794544622,8.022,0.197385409795225,7
'19-39',19-39,59.3033333333333,4.937219190327,3.69033333333333,0.570294952926404,136.009946233333,2.9556889348123,8.022,0.197385409795225,7
'19-40',19-40,51.58,9.13533797951668,3.65833333333333,0.560186873581786,136.0740602,2.97056805226074,7.975,0.10157263410981,7
'19-41',19-41,50.15,10.899683481643,3.665,0.564660074735235,136.1350398,2.98489100892229,7.975,0.10157263410981,7
'19-42',19-42,49.9033333333333,4.97073770514344,3.68266666666667,0.511566548293895,136.0841957,2.98022889281469,7.975,0.10157263410981,7
'20-01',20-01,30.2566666666667,3.88523272576217,3.133,0.32320426977377,207.155695433333,4.69418517891544,7.497,0.627340417955028,7
'20-03',20-03,26.8366666666667,1.2231652927276,3.169,0.397411625396131,207.437263333333,4.68347023826271,7.497,0.627340417955028,7
'20-04',20-04,30.9066666666667,7.09635352370026,3.186,0.408892406385839,207.593737766667,4.6433149842928,7.497,0.627340417955028,7
'20-05',20-05,33.42,5.85638967282746,3.20833333333333,0.420458479916073,207.7502122,4.6087243561372,7.497,0.627340417955028,7
'20-07',20-07,40.46,8.38696011675271,3.26133333333333,0.425735050628129,208.006968833333,4.66810884880533,7.497,0.627340417955028,7
'20-08',20-08,41.16,8.72603575514103,3.289,0.442690636901205,208.105558633333,4.80544862242961,7.497,0.627340417955028,7
'20-09',20-09,42.77,7.24950343127031,3.36633333333333,0.486438416794289,208.204148466667,4.95072035575552,7.38666666666667,0.449095015930179,7
'20-10',20-10,48.59,14.3207227471242,3.433,0.506222283191882,208.302738233333,5.10324661234709,7.38666666666667,0.449095015930179,7
'20-11',20-11,51.32,5.7101050778422,3.464,0.502751429634964,208.391948766667,5.21024078235514,7.38666666666667,0.449095015930179,7
'20-12',20-12,53.8633333333333,10.997896768625,3.47566666666667,0.515486501601483,208.478871166667,5.2487557704022,7.38666666666667,0.449095015930179,7
'20-13',20-13,46.2333333333333,12.0626379094017,3.504,0.528888457049312,208.565793566667,5.29038764532791,7.368,0.452964678534663,7
'20-14',20-14,54.63,10.5921810785126,3.56066666666667,0.533165390224584,208.652715966667,5.33506334386323,7.42733333333333,0.378539738116523,7
'20-15',20-15,52.1966666666667,5.66191074932603,3.61566666666667,0.559984225968316,208.747791766667,5.36263178058953,7.42733333333333,0.378539738116523,7
'20-16',20-16,57.6833333333333,4.43899012539251,3.62566666666667,0.582142880514165,208.9074895,5.25841536590544,7.42733333333333,0.378539738116523,7
'20-17',20-17,60.5266666666667,11.8553630620633,3.62166666666667,0.626199914830186,209.0671873,5.1542070762151,7.42733333333333,0.378539738116523,7
'20-18',20-18,62.89,9.55588300472541,3.61466666666667,0.666513565753412,209.2268851,5.05000746959749,7.42733333333333,0.378539738116523,7
'20-19',20-19,64.2566666666667,2.69336839911162,3.588,0.680413844656324,209.386582866667,4.94581709917983,7.42733333333333,0.378539738116523,7
'20-20',20-20,64.2066666666667,7.35311045295342,3.56333333333333,0.686773130905198,209.325636533333,4.96363614661259,7.42733333333333,0.378539738116523,7
'20-21',20-21,71.4433333333333,3.26000511247046,3.53033333333333,0.632507970964268,209.224734133333,5.02461427811432,7.42733333333333,0.378539738116523,7
